owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
adaltas,node-csv,39.7,20.1,65.0,37.4,43.8,25.1,23.1,52.6,66.8,60.5,36.2,47.0,35.7,24.1,42.1,36.15,39.5,40.550000000000004,37.225,37.975,724.0,688.0,B,B
airbnb,javascript,27.9,20.3,68.7,62.0,47.6,32.4,30.5,74.9,99.6,99.1,65.5,35.2,48.0,35.1,73.5,46.35,52.2,44.724999999999994,47.95,46.34166666666666,890.0,923.5,A,A
janl,mustache.js,25.7,0.0,55.8,74.7,29.9,0.0,0.0,61.1,86.3,91.8,4.8,61.6,53.1,0.0,65.5,22.75,37.4,39.05,45.05,35.61666666666667,664.0,644.5,B,B
log4js-node,log4js-node,36.3,17.6,45.5,25.4,39.8,19.7,10.2,50.6,72.0,76.6,4.7,49.1,44.0,22.0,62.7,30.075,37.0,31.200000000000003,44.449999999999996,35.24166666666667,659.0,635.5,B,B
beautifier,js-beautify,33.9,35.0,86.8,26.2,48.2,38.0,33.5,71.4,77.2,85.2,57.8,65.5,55.1,35.1,69.5,47.775000000000006,52.5,45.474999999999994,56.3,49.85,952.0,929.5,A,A
AvianFlu,ncp,2.6,0.0,31.0,65.2,23.2,0.0,0.0,45.4,38.2,40.6,60.0,42.9,42.1,0.0,48.2,17.15,27.0,24.700000000000003,33.300000000000004,25.05,334.0,341.5,D,D
sindresorhus,clipboardy,13.7,1.6,54.6,75.7,32.0,3.1,6.4,43.5,54.8,36.2,68.3,14.7,41.2,5.0,42.2,21.25,30.8,36.4,25.775000000000002,27.808333333333334,449.0,474.5,C,C
eligrey,FileSaver.js,27.3,0.0,47.8,53.9,34.1,0.0,0.0,63.4,90.5,95.7,12.6,54.8,52.5,0.0,64.2,24.375,36.5,32.25,42.875,33.166666666666664,613.0,622.5,B,B
mysticatea,eslint-plugin-node,17.5,3.5,50.1,49.1,25.7,3.1,0.0,47.9,45.3,50.1,61.5,34.6,47.3,11.2,41.4,19.175,30.2,30.049999999999997,33.625,27.616666666666664,440.0,452.5,C,C
shama,gaze,7.5,0.0,48.8,87.9,24.1,0.0,0.0,52.8,48.6,52.4,74.4,35.6,44.4,0.0,38.5,19.225,31.1,36.05,29.625,28.3,471.0,488.0,C,C
csstools,postcss-normalize,12.1,0.7,66.2,49.1,26.3,4.6,6.5,40.7,42.2,23.1,80.1,17.4,56.1,3.2,7.7,19.525000000000002,26.9,32.025,21.1,24.21666666666667,291.0,335.5,D,D
helmetjs,helmet,45.9,17.8,60.7,43.2,42.7,26.2,19.4,60.3,79.4,66.3,54.9,40.5,54.5,22.8,37.0,37.15,42.4,41.9,38.7,39.25,757.0,757.0,B,B
jeremyfa,yaml.js,4.8,0.0,45.0,51.9,24.2,0.0,0.0,45.6,43.9,48.4,43.6,46.5,29.5,0.0,29.2,17.45,24.7,25.424999999999997,26.3,23.058333333333334,252.0,262.0,D,D
lovell,sharp,39.7,26.1,59.2,34.4,54.3,37.8,36.5,72.6,94.6,83.5,58.4,54.1,44.4,37.8,51.4,50.3,50.0,39.85,46.925,45.69166666666666,878.0,891.5,A,A
redis,node-redis,33.7,32.6,86.9,37.1,54.1,35.7,39.2,75.7,86.8,88.7,53.6,73.7,57.6,40.7,44.4,51.175,53.5,47.575,54.099999999999994,50.949999999999996,967.0,949.0,A,A
sindresorhus,pretty-ms,32.9,9.6,52.2,75.1,32.7,16.2,11.0,40.7,45.6,32.2,51.3,33.8,34.6,12.7,54.8,25.150000000000002,34.3,42.449999999999996,33.975,33.85833333333333,629.0,580.0,B,C
liady,webpack-node-externals,20.5,1.7,44.9,36.1,25.6,3.2,0.0,39.4,50.8,32.4,57.6,16.8,64.3,0.0,26.0,17.05,26.2,25.800000000000004,26.775,23.208333333333332,257.5,307.5,D,D
taylorhakes,promise-polyfill,29.5,8.4,47.4,57.0,29.4,15.9,11.1,56.6,58.6,64.1,60.3,43.5,65.6,11.6,55.2,28.25,38.8,35.575,43.975,35.93333333333334,673.0,675.0,B,B
angular,angular,40.5,35.4,90.9,64.7,53.8,46.6,44.1,80.8,99.0,99.0,73.8,51.6,80.5,47.4,50.4,56.324999999999996,61.6,57.875,57.475,57.224999999999994,998.0,998.0,A,A
steveukx,git-js,39.9,21.8,60.5,55.4,40.8,29.8,23.2,47.8,64.5,63.6,9.3,53.7,31.7,31.9,41.7,35.4,39.6,44.4,39.75,39.85,766.0,693.5,B,B
rollup,rollup-pluginutils,32.2,0.0,33.7,36.8,20.4,0.0,0.0,26.9,12.1,14.2,68.1,13.3,75.0,0.0,57.3,11.825,25.9,25.675,36.400000000000006,24.633333333333336,309.0,297.0,D,D
react-component,util,22.5,23.5,42.2,49.5,38.6,32.6,28.9,46.9,36.4,51.8,53.2,46.0,44.5,33.1,53.9,36.75,39.6,34.425,44.375,38.516666666666666,740.0,693.5,B,B
medikoo,cli-color,19.9,0.0,42.5,65.5,21.2,0.0,0.0,41.0,37.9,23.9,51.9,50.4,38.3,2.2,30.7,15.55,25.9,31.975,30.4,25.975000000000005,376.0,297.0,D,D
d3,d3-selection,31.1,2.7,18.9,53.2,27.5,11.7,6.6,44.7,35.2,62.7,44.2,36.6,54.3,7.2,44.0,22.625,30.4,26.475,35.525,28.208333333333332,468.0,462.5,C,C
mysticatea,npm-run-all,5.8,0.0,48.6,49.2,22.5,0.0,0.0,57.6,71.5,58.1,61.9,38.7,50.4,0.0,36.5,20.025,30.0,25.9,31.400000000000002,25.775000000000002,366.0,445.5,D,C
kangax,html-minifier,28.2,0.0,50.0,75.4,30.8,2.0,0.0,71.7,69.1,71.8,75.9,70.0,67.2,10.8,57.1,26.125,41.5,38.400000000000006,51.275000000000006,38.6,742.5,742.5,B,B
istanbuljs,nyc,31.1,0.0,58.2,24.6,34.0,8.2,0.0,50.8,71.2,65.2,49.9,17.1,42.8,0.0,44.5,23.25,30.6,28.475,26.1,25.941666666666666,372.0,469.5,D,C
alexgorbatchev,crc,24.9,0.0,40.6,73.3,22.6,0.0,0.0,43.6,26.9,33.8,58.5,55.4,55.3,0.0,36.1,16.55,29.1,34.7,36.7,29.316666666666666,511.0,413.5,C,C
segmentio,is-url,2.5,0.7,22.9,59.1,23.1,1.3,6.7,33.5,18.8,24.0,60.8,30.4,34.9,3.4,30.7,16.15,22.0,21.3,24.85,20.76666666666667,173.0,189.5,F,F
expressjs,cookie-parser,20.6,3.4,46.0,57.7,25.8,8.2,0.0,54.9,56.7,57.0,67.7,38.2,45.5,3.9,40.8,22.224999999999998,32.0,31.925,32.1,28.75,490.0,519.5,C,C
kevva,decompress,20.1,0.0,38.2,68.9,26.4,0.0,0.0,36.7,29.5,27.2,59.7,30.4,37.8,0.0,20.0,15.775,24.1,31.800000000000004,22.049999999999997,23.208333333333332,257.5,248.0,D,D
nodemailer,nodemailer,49.4,24.4,56.6,40.4,47.5,28.4,31.5,71.7,86.5,84.9,61.0,54.3,62.0,34.8,46.8,44.775,49.5,42.7,49.474999999999994,45.65,876.0,880.0,A,A
stylus,stylus,39.1,21.4,60.9,20.1,40.3,29.4,23.4,72.6,81.2,82.3,69.9,56.9,37.6,25.6,64.3,41.425000000000004,45.4,35.375,46.1,40.96666666666667,794.5,819.5,B,A
codemirror,basic-setup,0.0,0.0,19.8,23.1,21.0,0.0,0.0,14.6,12.6,16.2,29.1,0.5,24.1,0.1,2.7,8.9,10.3,10.725000000000001,6.8500000000000005,8.825000000000001,25.0,40.0,F,F
hapijs,hoek,32.1,24.8,43.3,57.5,27.5,15.6,19.3,49.2,33.1,52.0,71.8,39.9,43.6,15.9,61.3,27.9,37.4,39.425,40.175000000000004,35.833333333333336,670.0,644.5,B,B
gulpjs,fancy-log,32.1,9.9,56.2,56.4,23.4,4.1,6.8,30.4,16.1,15.5,67.5,22.5,47.5,5.4,32.5,16.175,27.2,38.650000000000006,26.975,27.26666666666667,424.0,350.5,C,D
vuejs,vue-loader,31.4,29.1,24.9,47.0,38.6,23.9,23.3,67.2,69.7,80.1,71.2,48.0,83.4,24.0,42.0,38.25,44.7,33.1,49.35,40.23333333333333,773.0,809.5,B,A
chartjs,Chart.js,42.6,27.2,33.0,28.3,51.3,36.4,37.2,78.8,98.3,97.9,60.4,58.8,67.3,38.5,60.1,50.925,52.1,32.775,56.175,46.625,893.0,922.0,A,A
react-dropzone,react-dropzone,32.2,9.2,73.1,15.9,31.7,10.2,0.0,62.4,79.7,76.7,44.6,48.5,61.8,0.0,75.8,26.075,38.7,32.6,46.525,35.06666666666666,653.0,674.0,B,B
Automattic,cli-table,16.4,0.0,49.4,55.6,24.1,0.0,0.0,51.7,59.2,47.3,54.5,46.0,33.3,0.0,58.9,18.950000000000003,30.2,30.35,34.55,27.95,452.0,452.5,C,C
dreamerslab,node.inflection,13.4,19.8,48.1,67.0,21.3,13.2,6.9,42.6,34.5,25.6,61.8,48.6,54.7,8.1,49.9,21.0,32.8,37.075,40.324999999999996,32.800000000000004,607.0,548.0,B,C
nock,nock,45.4,31.2,90.5,23.3,41.4,38.0,35.0,67.2,82.8,75.5,40.2,70.3,58.4,36.5,69.6,45.4,51.9,47.6,58.7,50.56666666666666,959.0,920.5,A,A
vuejs,vue,46.8,28.7,58.9,47.5,45.8,37.6,34.3,67.1,99.8,99.5,9.4,59.9,41.9,28.8,63.2,46.2,49.1,45.474999999999994,48.45,46.708333333333336,897.0,873.5,A,A
node-cache,node-cache,18.7,0.0,49.3,49.9,27.4,5.5,0.0,50.8,58.7,47.2,41.7,55.5,61.4,0.0,51.5,20.924999999999997,32.2,29.475,42.1,30.833333333333332,560.0,526.5,C,C
NMFR,optimize-css-assets-webpack-plugin,13.7,0.0,40.6,15.7,19.1,0.0,0.0,42.4,48.5,32.8,76.3,12.1,83.3,0.0,30.9,15.375,26.1,17.5,31.574999999999996,21.48333333333333,199.0,302.5,F,D
jsdoc,jsdoc,35.4,31.3,69.2,50.7,39.8,35.6,19.9,67.8,85.7,85.8,41.3,58.5,48.8,31.3,28.1,40.775,45.6,46.650000000000006,41.675,43.03333333333334,833.0,821.0,A,A
standard,eslint-config-standard,45.7,28.4,50.4,33.8,36.6,42.3,26.3,53.1,60.6,72.0,62.9,16.9,57.9,33.0,54.4,39.575,44.0,39.575,40.550000000000004,39.900000000000006,769.0,796.5,B,B
geraintluff,tv4,4.0,0.0,53.7,57.7,19.2,0.0,0.0,43.5,48.8,53.8,37.1,34.3,37.2,0.0,45.8,15.675,26.6,28.85,29.325,24.61666666666667,308.0,324.5,D,D
inxilpro,node-app-root-path,12.5,0.0,55.8,49.0,19.3,0.0,0.0,38.5,36.8,19.7,66.0,31.5,48.8,0.0,9.9,14.45,23.5,29.325,22.549999999999997,22.10833333333333,218.0,233.0,D,D
localForage,localForage,34.4,1.5,69.7,33.5,30.7,10.3,0.0,68.1,92.8,83.7,51.0,44.8,50.8,0.0,77.5,27.275,39.8,34.775,43.275000000000006,35.108333333333334,655.0,702.0,B,B
indexzero,node-pkginfo,9.3,0.0,36.6,77.8,19.3,0.0,0.0,22.4,18.5,17.7,9.5,44.0,20.0,0.0,13.2,10.425,17.7,30.925,19.3,20.21666666666667,166.0,126.0,F,F
preactjs,preact,39.9,24.0,71.6,19.6,48.8,42.0,38.1,70.3,96.3,89.0,53.0,42.9,71.7,41.8,64.8,49.8,52.9,38.775,55.300000000000004,47.958333333333336,918.0,936.5,A,A
tdegrunt,jsonschema,15.2,8.9,56.3,68.2,30.5,10.3,6.2,50.2,55.5,59.7,47.8,37.9,43.0,3.1,64.2,24.3,35.0,37.150000000000006,37.05,32.833333333333336,608.0,590.5,B,C
vuejs,eslint-plugin-vue,37.0,30.2,41.4,46.9,49.7,39.2,39.6,61.1,68.0,73.2,66.8,36.5,44.0,39.1,70.1,47.4,48.5,38.875,47.425,44.56666666666666,853.0,864.0,A,A
vuejs,router,31.1,27.1,42.0,47.0,50.9,39.8,42.2,60.2,65.7,81.9,69.7,23.7,67.2,37.2,47.5,48.275000000000006,48.0,36.8,43.9,42.99166666666667,832.0,853.5,A,A
simov,slugify,31.7,10.4,37.1,55.0,27.1,6.6,0.0,47.9,52.3,44.4,60.7,34.0,40.1,2.5,59.0,20.4,31.6,33.55,33.9,29.28333333333333,509.5,503.0,C,C
karma-runner,karma,28.4,23.4,81.1,64.2,32.3,17.6,11.3,78.7,81.9,87.9,74.7,70.3,66.3,19.2,78.7,34.97500000000001,50.8,49.275000000000006,58.625,47.625,914.0,906.0,A,A
Unitech,pm2,40.4,22.1,82.5,79.5,46.9,30.7,30.0,71.3,96.7,92.2,38.1,58.2,47.2,24.1,49.6,44.725,50.9,56.125,44.775000000000006,48.541666666666664,931.0,907.5,A,A
gulpjs,liftoff,16.3,0.0,53.3,56.3,19.6,0.0,0.0,46.0,42.8,29.0,63.5,48.5,46.9,8.8,40.6,16.4,29.0,31.474999999999998,36.2,28.025000000000002,456.0,410.0,C,C
krisk,Fuse,54.9,30.3,60.6,31.2,37.2,22.3,11.4,62.2,87.5,77.5,28.7,55.1,34.2,24.2,50.1,33.275,41.6,44.25,40.900000000000006,39.475,758.0,744.5,B,B
timoxley,columnify,3.2,0.0,55.3,90.6,21.8,0.9,0.0,32.5,30.3,21.7,50.2,27.9,67.1,0.4,39.0,13.8,28.2,37.275,33.6,28.225000000000005,470.0,381.0,C,D
stylelint,stylelint-config-standard,29.5,19.8,58.6,18.6,32.3,26.9,22.7,44.7,51.6,43.9,50.8,32.5,54.4,27.1,59.1,31.65,37.6,31.625,43.275,35.516666666666666,663.0,648.5,B,B
coopernurse,node-pool,10.2,0.0,46.1,70.8,25.3,0.0,0.0,47.6,59.6,60.7,21.9,48.0,35.2,0.0,58.0,18.225,29.7,31.775,35.3,28.433333333333334,476.0,437.0,C,C
standard-things,esm,17.0,0.9,22.5,13.8,21.9,1.8,6.3,51.9,70.4,48.8,53.7,34.6,78.3,3.1,6.3,20.474999999999998,26.2,13.55,30.574999999999996,21.53333333333333,203.0,307.5,D,D
ogt,valid-url,2.4,0.0,34.2,66.4,19.8,0.0,0.0,32.0,21.4,17.2,58.8,30.6,41.7,0.0,30.4,12.95,22.1,25.75,25.674999999999997,21.458333333333332,197.0,192.0,F,F
tleunen,babel-plugin-module-resolver,7.0,0.0,40.4,39.4,19.8,0.0,0.0,49.6,64.9,56.3,62.7,14.5,73.5,0.0,55.6,17.35,30.2,21.7,35.9,24.98333333333333,330.5,452.5,D,C
mathisonian,command-exists,3.4,0.0,50.8,66.2,19.9,0.0,0.0,31.0,17.8,15.8,68.9,21.3,61.3,0.0,60.8,12.725,27.1,30.1,35.85,26.225000000000005,388.0,347.5,D,D
kevva,download,8.3,3.0,36.3,69.0,19.9,6.7,0.0,48.3,50.4,55.1,57.7,29.9,47.3,0.0,53.9,18.725,30.0,29.15,32.775,26.883333333333336,407.5,445.5,C,C
TooTallNate,node-plist,9.1,8.6,43.9,78.4,26.5,8.2,19.7,38.3,33.4,45.0,26.8,47.9,54.0,15.8,54.0,23.175,33.2,35.0,42.925,33.699999999999996,623.0,557.0,B,C
d3,d3,36.8,25.4,19.6,53.5,46.0,30.9,34.5,80.7,99.3,98.8,49.4,75.5,52.9,36.0,45.5,48.025,49.1,33.825,52.475,44.775,858.0,873.5,A,A
karma-runner,karma-chrome-launcher,7.3,1.7,49.9,64.0,24.5,10.0,0.0,50.3,32.3,45.4,74.0,49.7,71.7,10.3,56.3,21.2,34.7,30.725,47.0,32.975,610.0,587.5,B,C
SamVerschueren,listr,4.4,0.0,59.5,59.0,18.5,0.0,0.0,44.1,64.1,45.3,56.8,10.1,45.6,0.0,56.0,15.65,28.7,30.725,27.924999999999997,24.766666666666666,318.5,402.5,D,C
sass,node-sass,43.8,24.7,73.2,46.5,30.0,9.4,0.0,75.7,77.4,84.5,75.6,65.2,51.1,17.6,41.5,28.775000000000002,43.1,47.05,43.849999999999994,39.891666666666666,768.0,772.5,B,B
ladjs,consolidate,0.0,10.9,36.8,42.0,25.2,17.2,19.8,11.5,8.4,6.1,27.5,3.9,25.9,16.8,74.0,18.425,23.4,22.424999999999997,30.150000000000002,23.666666666666668,277.0,229.5,D,D
webpack-contrib,stylus-loader,30.0,17.4,62.2,62.4,27.1,26.2,26.6,46.3,33.8,40.4,68.8,42.0,64.2,27.4,52.5,31.549999999999997,41.0,43.0,46.525,40.35833333333333,780.0,732.5,B,B
yeikos,js.merge,11.0,5.8,34.5,50.0,22.1,12.8,11.5,38.7,19.5,24.6,66.9,44.0,50.7,9.8,22.9,21.275,26.8,25.325,31.849999999999998,26.149999999999995,384.5,331.0,D,D
expressjs,session,48.0,27.6,59.4,57.7,40.7,25.9,22.8,52.7,72.8,80.7,9.2,48.2,25.5,23.2,60.2,35.525,41.8,48.175,39.275000000000006,40.99166666666667,797.0,746.0,B,B
react-bootstrap,react-bootstrap,40.3,28.9,62.5,37.5,47.4,36.2,38.2,75.5,91.4,94.6,65.7,50.4,73.8,37.0,52.7,49.325,53.2,42.3,53.475,48.36666666666667,926.0,941.0,A,A
stylelint-scss,stylelint-scss,29.0,30.6,73.8,11.0,40.9,41.0,32.2,41.5,43.2,38.5,48.0,36.3,58.0,38.2,71.1,38.900000000000006,42.8,36.1,50.900000000000006,41.96666666666667,813.0,766.5,A,B
palantir,tslint,30.1,0.0,39.5,51.6,18.4,0.0,0.0,70.1,72.3,79.9,70.8,57.5,76.9,0.0,61.6,22.125,38.2,30.299999999999997,49.0,33.80833333333333,627.0,664.0,B,B
bvaughn,react-virtualized,29.2,0.0,82.3,47.0,31.6,6.3,0.0,60.6,93.2,93.7,36.7,18.9,73.5,0.0,73.0,24.625,40.4,39.625,41.35,35.199999999999996,658.0,721.5,B,B
xmldom,xmldom,22.0,24.9,64.0,1.4,41.7,40.5,31.2,34.9,25.5,37.6,56.5,19.8,58.7,38.3,60.9,37.075,38.3,28.075000000000003,44.425,36.525,686.0,667.0,B,B
gulpjs,plugin-error,7.3,0.0,43.7,56.0,22.2,0.0,0.0,28.0,10.1,13.3,64.5,24.2,49.9,0.0,31.9,12.55,22.4,26.75,26.5,21.933333333333334,216.0,199.5,D,F
Automattic,mongoose,44.2,30.0,86.4,55.8,54.1,46.9,40.8,84.7,93.7,94.7,75.3,75.0,55.0,43.8,42.6,56.625,58.3,54.10000000000001,54.099999999999994,54.94166666666666,995.0,992.0,A,A
karma-runner,karma-jasmine,14.6,13.7,41.9,63.9,27.0,9.4,7.0,53.2,34.8,50.9,73.7,53.5,73.1,13.2,65.0,24.15,37.9,33.525,51.199999999999996,36.291666666666664,679.0,655.0,B,B
jaredhanson,passport,30.9,10.6,64.3,84.3,37.8,19.3,7.1,69.7,91.5,83.3,61.4,42.4,46.3,9.5,39.8,33.475,42.6,47.52499999999999,34.5,38.5,739.0,761.0,B,B
jinder,path,2.9,0.0,29.3,49.6,21.3,1.0,0.0,32.8,17.0,36.1,58.6,19.3,39.1,0.0,10.6,13.774999999999999,19.3,20.450000000000003,17.25,17.158333333333335,115.0,142.0,F,F
chjj,blessed,22.3,0.0,52.5,62.3,29.3,0.0,0.0,55.8,81.1,70.8,37.2,34.2,30.3,0.0,10.6,21.275,28.4,34.275,18.775,24.774999999999995,320.0,390.0,D,D
Pomax,react-onclickoutside,12.3,0.0,55.7,51.0,22.5,0.0,0.0,46.0,56.0,53.7,46.0,28.1,70.6,0.0,69.4,17.125,32.5,29.75,42.025,29.633333333333336,518.0,534.5,C,C
mariocasciaro,object-path,7.6,0.0,60.8,46.8,22.5,0.0,0.0,46.4,46.5,38.9,70.9,29.2,69.8,0.0,47.0,17.225,30.4,28.799999999999997,36.5,27.508333333333336,433.0,462.5,C,C
SheetJS,sheetjs,40.2,16.7,24.7,46.4,27.4,9.3,0.0,67.6,96.2,97.1,42.4,34.9,45.4,10.1,59.9,26.074999999999996,37.6,32.0,37.574999999999996,31.88333333333333,584.0,648.5,C,B
jaredhanson,passport-strategy,6.9,0.0,40.1,84.3,24.9,0.0,0.0,31.2,15.6,19.6,59.3,30.5,45.8,0.0,2.5,14.024999999999999,22.1,32.825,19.7,22.183333333333334,219.5,192.0,D,F
gulpjs,vinyl-fs,33.3,0.0,54.0,56.2,21.0,0.0,0.0,51.9,45.4,51.5,62.8,48.0,48.5,11.8,70.7,18.225,34.6,35.875,44.75,32.949999999999996,609.0,585.5,B,C
oclif,config,8.1,16.1,22.6,31.1,25.2,29.5,19.6,22.8,10.4,22.2,24.9,33.5,54.6,30.4,58.6,24.275,28.7,19.475,44.275,29.34166666666667,512.0,402.5,C,C
SeleniumHQ,selenium,41.2,33.7,93.1,32.4,52.1,47.4,43.0,74.4,95.3,97.0,46.1,59.3,66.9,45.5,46.8,54.225,56.3,50.1,54.625,52.98333333333333,984.0,980.0,A,A
wnr,element-resize-detector,30.0,0.0,48.9,69.2,18.7,0.0,0.0,38.4,51.0,42.8,40.9,18.7,59.3,0.0,32.2,14.274999999999999,28.0,37.025000000000006,27.55,26.283333333333335,391.0,372.5,D,D
browserify,browserify,17.4,0.6,81.4,64.4,29.6,7.6,7.2,69.9,85.5,82.8,52.6,58.5,42.9,3.6,72.3,28.575,41.3,40.95,44.324999999999996,37.949999999999996,723.0,739.0,B,B
mathiasbynens,base64,6.7,0.0,46.3,65.4,18.8,0.0,0.0,35.8,33.7,40.7,45.0,23.6,38.9,0.0,2.6,13.649999999999999,21.4,29.6,16.275,19.841666666666665,158.0,177.0,F,F
mscdex,ssh2,47.7,16.1,58.8,58.2,36.8,18.1,7.3,54.5,70.9,74.5,35.1,37.4,35.1,14.6,18.8,29.174999999999997,35.8,45.2,26.475,33.61666666666667,620.5,608.5,B,B
airbnb,enzyme,22.6,12.3,76.1,62.0,23.8,6.5,0.0,61.6,89.6,89.9,54.1,12.9,50.7,13.4,59.0,22.974999999999998,39.0,43.25,34.0,33.40833333333333,616.0,677.5,B,B
epeli,underscore.string,10.0,0.0,38.7,0.0,18.9,0.0,0.0,60.3,64.7,68.1,52.3,56.0,56.1,0.0,57.6,19.799999999999997,29.2,12.175,42.425,24.799999999999997,322.0,416.0,D,C
sindresorhus,user-home,29.9,0.0,54.3,74.8,18.9,0.0,0.0,29.3,18.6,13.0,63.3,22.2,40.7,0.0,13.3,12.05,23.3,39.75,19.05,23.616666666666664,273.5,226.0,D,D
angular,components,35.5,27.1,67.3,64.7,53.4,47.6,42.8,72.8,92.7,96.7,59.4,42.6,78.1,46.0,44.5,54.150000000000006,56.4,48.650000000000006,52.8,51.866666666666674,975.0,981.5,A,A
vuejs,vue-style-loader,5.3,0.0,26.8,46.7,21.7,0.0,0.0,34.6,22.0,32.6,71.6,12.3,55.8,0.0,51.2,14.075,24.3,19.700000000000003,29.825,21.200000000000003,188.0,253.5,F,D
stevemao,left-pad,18.2,0.0,25.8,64.7,21.7,0.0,0.0,48.5,50.6,48.2,70.1,24.9,45.3,0.0,53.1,17.55,28.9,27.175,30.825000000000003,25.183333333333337,343.0,406.0,D,C
remarkjs,react-markdown,36.4,24.7,79.3,44.2,41.5,28.4,10.8,58.7,82.1,78.5,45.6,28.6,45.1,24.1,69.2,34.85,44.5,46.14999999999999,41.75,40.916666666666664,793.0,806.5,B,A
Hacker0x01,react-datepicker,36.5,29.3,85.5,44.5,52.3,45.8,40.6,65.8,75.8,90.9,44.8,51.5,61.4,43.4,69.9,51.12499999999999,54.8,48.95,56.550000000000004,52.208333333333336,979.0,965.5,A,A
nfl,react-helmet,19.9,0.5,73.8,45.9,30.3,5.5,0.0,60.1,87.3,75.0,58.7,19.5,80.5,0.0,70.1,23.974999999999998,39.3,35.025,42.525,33.84166666666667,628.0,683.5,B,B
node-js-libs,cli,8.7,0.0,32.9,52.9,21.8,0.0,0.0,41.3,41.5,34.9,42.9,46.0,32.5,0.0,30.8,15.774999999999999,23.3,23.625,27.325,22.241666666666664,221.0,226.0,D,D
koajs,compose,19.7,0.0,57.0,70.9,21.9,0.0,0.0,43.4,45.7,48.3,49.6,30.1,63.4,5.5,51.4,16.325,31.9,36.900000000000006,37.6,30.275000000000006,546.0,515.0,C,C
http-party,http-server,32.3,0.9,77.6,52.2,27.7,13.1,0.0,68.1,83.9,86.1,48.3,54.2,66.2,18.1,59.7,27.224999999999998,42.6,40.75,49.55,39.175,754.0,761.0,B,B
ethereumjs,ethereumjs-monorepo,40.6,29.7,37.6,38.9,47.1,45.5,37.9,48.0,59.9,74.1,12.7,45.5,46.5,44.0,73.0,44.625,45.7,36.7,52.25,44.525,852.0,822.5,A,A
dcodeIO,bcrypt.js,22.1,0.0,44.0,45.4,27.5,5.5,0.0,46.3,64.8,59.5,23.5,37.4,25.7,0.0,17.9,19.825,24.9,27.875,20.25,22.650000000000002,233.0,271.0,D,D
goto100,xpath,45.0,32.4,36.7,40.2,39.5,29.5,26.2,31.7,21.3,32.9,35.6,36.9,33.2,13.1,48.9,31.725,33.4,38.575,33.025,34.44166666666667,639.0,563.0,B,C
hapijs,boom,31.8,7.6,47.2,57.2,27.7,5.6,0.0,56.3,62.4,54.1,68.6,40.0,46.2,6.9,64.5,22.4,35.6,35.95,39.400000000000006,32.583333333333336,601.0,604.0,B,B
request,request-promise,14.0,0.8,53.0,50.8,25.6,2.1,0.0,52.2,68.7,62.2,48.7,29.1,43.3,0.0,55.6,19.975,31.0,29.65,32.0,27.208333333333332,421.5,482.0,C,C
expressjs,errorhandler,29.9,0.0,49.5,57.2,20.7,0.0,0.0,42.2,30.0,29.9,68.4,40.4,51.9,0.0,26.8,15.725000000000001,27.4,34.150000000000006,29.775,26.55,399.0,354.5,D,D
react-icons,react-icons,34.3,33.6,49.9,32.3,48.2,35.7,33.4,65.0,80.8,75.2,70.2,33.8,61.6,34.5,56.4,45.575,48.1,37.52499999999999,46.575,43.225,837.0,855.0,A,A
apostrophecms,sanitize-html,38.7,6.6,77.3,42.9,32.6,9.2,11.8,52.1,65.8,67.4,45.8,29.3,45.4,5.9,61.3,26.425,37.2,41.375,35.475,34.425000000000004,638.0,641.0,B,B
react-dnd,react-dnd,29.6,11.1,59.4,21.2,34.9,10.6,0.0,67.7,89.8,89.5,44.4,47.2,73.9,4.3,41.4,28.299999999999997,38.3,30.325,41.7,33.44166666666667,617.0,667.0,B,B
mishoo,UglifyJS2,43.3,16.5,81.1,61.4,20.1,0.0,0.0,12.3,0.0,0.0,19.6,29.6,27.0,24.8,3.6,8.100000000000001,22.0,50.574999999999996,21.25,26.641666666666666,402.0,189.5,C,F
zenorocha,clipboard.js,46.7,10.1,74.9,58.0,30.9,8.3,0.0,57.2,96.1,95.0,4.6,33.2,55.2,4.2,65.0,24.1,39.8,47.425000000000004,39.400000000000006,36.975,699.0,702.0,B,B
reactjs,react-modal,28.6,27.8,56.4,33.0,36.6,14.3,19.2,57.0,74.8,78.0,50.7,24.3,77.3,17.8,74.8,31.775000000000002,43.4,36.45,48.550000000000004,38.925000000000004,748.0,784.0,B,B
medialize,URI.js,12.8,0.0,70.5,54.4,18.3,19.6,0.0,57.5,73.3,71.5,24.1,61.0,25.1,0.0,58.9,23.849999999999998,33.1,34.425,36.25,31.50833333333333,573.0,554.5,C,C
sindresorhus,tildify,7.8,0.0,48.5,75.6,18.1,0.0,0.0,28.8,14.7,11.5,59.0,30.1,44.1,0.0,36.1,11.725000000000001,23.6,32.974999999999994,27.575000000000003,24.09166666666667,288.0,236.5,D,D
apollographql,apollo-link,5.1,0.0,68.5,38.5,18.1,0.0,0.0,43.4,52.7,65.8,49.2,6.0,82.1,0.0,78.7,15.375,32.8,28.025,41.7,28.366666666666664,475.0,548.0,C,C
