owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
pvorb,node-clone,0.5,0.0,51.6,78.8,5.8,0.0,0.0,53.2,40.7,46.7,82.5,42.8,33.3,0.0,55.6,14.75,29.4,32.725,32.925,26.8,444.0,444.0,C,C
SBoudrias,Inquirer.js,24.5,28.2,82.1,52.2,39.0,39.3,37.3,78.2,89.0,83.4,81.1,59.2,51.1,39.7,46.9,48.45,52.4,46.75,49.224999999999994,48.14166666666667,939.0,933.0,A,A
jshttp,etag,0.0,0.0,18.7,56.7,11.2,0.0,0.0,43.9,22.7,21.9,97.4,33.5,49.6,0.0,8.5,13.774999999999999,21.5,18.85,22.9,18.508333333333333,150.0,205.0,F,D
dominictarr,through,0.0,0.0,21.3,91.2,11.2,0.0,0.0,48.2,38.0,31.0,85.7,38.0,33.1,0.0,31.9,14.850000000000001,25.4,28.125,25.75,22.90833333333333,286.0,312.5,D,D
pillarjs,parseurl,0.0,0.0,18.9,52.7,11.2,0.0,0.0,40.0,19.9,17.9,97.1,25.1,42.8,8.4,17.2,12.8,21.1,17.9,23.375,18.025000000000002,141.0,191.0,F,F
Raynos,xtend,0.0,0.0,24.1,88.8,18.1,0.0,0.0,44.9,25.3,23.4,92.4,38.6,35.4,0.0,45.8,15.75,26.6,28.225,29.949999999999996,24.641666666666666,361.5,357.5,D,D
petkaantonov,bluebird,27.4,0.0,51.2,62.1,15.5,0.0,0.0,82.1,90.0,91.6,91.1,55.8,86.3,0.0,56.2,24.4,42.5,35.175,49.575,36.38333333333333,703.0,768.0,B,B
jshttp,type-is,0.5,0.0,27.7,56.4,12.7,1.4,0.0,45.4,21.9,20.9,95.0,43.6,45.5,0.0,40.2,14.875,25.0,21.15,32.325,22.78333333333333,282.5,297.5,D,D
jestjs,jest,37.6,27.0,92.5,9.4,58.4,45.4,43.5,84.0,96.8,96.6,85.8,56.8,42.4,46.1,87.7,57.825,58.4,41.625,58.25,52.56666666666666,989.0,996.0,A,A
webpack,webpack,44.1,32.2,78.8,58.4,57.3,44.6,40.7,89.4,98.5,97.2,91.8,70.0,76.9,42.5,67.1,58.0,63.1,53.37500000000001,64.125,58.5,999.0,999.0,A,A
sindresorhus,arrify,0.0,0.0,35.3,75.5,25.9,0.0,0.0,34.8,17.2,18.2,80.9,22.8,39.7,0.0,36.0,15.174999999999999,24.1,27.7,24.625,22.5,273.0,266.0,D,D
fb55,htmlparser2,38.8,29.8,42.2,55.5,41.7,43.6,24.4,70.0,67.7,68.2,88.4,55.7,55.1,34.5,44.6,44.925000000000004,48.2,41.575,47.474999999999994,44.65833333333333,870.0,867.0,A,A
justmoon,node-extend,14.8,0.5,31.4,79.3,29.3,0.9,3.7,30.5,27.4,33.5,21.9,39.3,18.6,6.9,33.0,16.1,23.2,31.5,24.45,24.016666666666666,333.0,244.5,D,D
typescript-eslint,typescript-eslint,30.1,29.4,64.7,4.5,64.0,47.8,43.9,73.8,85.3,92.3,86.1,31.4,82.0,47.2,67.2,57.375,55.8,32.175000000000004,56.949999999999996,48.833333333333336,949.0,982.0,A,A
jonschlinkert,word-wrap,23.9,17.2,41.2,81.1,41.9,21.7,13.0,40.3,19.7,25.7,86.9,28.8,40.9,8.3,35.9,29.225,33.8,40.849999999999994,28.474999999999998,32.849999999999994,628.5,582.0,B,C
primus,eventemitter3,32.3,7.3,18.5,53.3,40.4,10.8,3.8,64.1,63.8,56.6,91.4,44.8,41.2,6.2,58.4,29.774999999999995,36.4,27.849999999999998,37.65,31.75833333333333,601.0,640.5,B,B
isaacs,node-tar,13.3,4.6,51.9,86.7,43.3,6.9,3.9,37.7,41.3,51.3,11.0,47.1,17.4,18.2,36.5,22.950000000000003,29.7,39.125,29.799999999999997,30.625,579.0,457.5,C,C
oozcitak,xmlbuilder-js,0.0,0.0,26.0,31.8,32.7,0.0,0.0,54.8,44.7,42.0,75.5,57.1,69.1,0.0,33.2,21.875,28.6,14.45,39.85,25.39166666666667,398.0,422.5,D,C
nodeca,pako,17.5,0.0,18.8,57.1,40.4,0.0,0.0,64.7,70.5,76.8,84.9,26.6,46.7,11.2,28.4,26.275,32.6,23.35,28.225,25.95,417.0,553.5,C,C
npm,npmlog,0.0,24.3,92.4,61.1,36.7,28.1,12.2,46.4,30.8,30.7,81.4,42.9,36.6,24.1,56.2,30.85,38.9,44.45,39.95,38.41666666666667,751.0,690.5,B,B
zertosh,loose-envify,0.0,0.0,22.8,45.6,32.6,0.0,0.0,37.4,24.1,18.3,92.9,14.2,40.9,0.0,6.9,17.5,20.3,17.1,15.5,16.7,123.0,169.5,F,F
isaacs,json-stringify-safe,0.0,0.0,21.3,86.6,33.0,0.0,0.0,45.2,34.7,27.5,84.7,33.8,41.5,0.0,16.9,19.55,25.6,26.974999999999998,23.049999999999997,23.191666666666663,299.0,319.0,D,D
facebook,prop-types,22.6,3.7,77.7,46.3,41.8,8.4,4.5,57.7,68.1,65.9,89.9,6.9,81.2,8.5,64.9,28.1,41.3,37.575,40.37500000000001,35.35,678.5,747.0,B,B
crypto-browserify,randombytes,0.6,0.5,18.5,0.0,31.6,0.9,4.6,38.1,14.8,26.2,92.3,18.9,38.1,2.3,36.9,18.799999999999997,20.3,4.9,24.049999999999997,15.916666666666664,110.0,169.5,F,F
maxogden,concat-stream,0.0,0.0,32.7,0.0,31.0,0.0,0.0,48.2,35.9,33.2,86.2,37.4,37.8,0.0,43.4,19.8,23.4,8.175,29.65,19.208333333333332,165.0,248.5,F,D
terkelg,prompts,25.6,8.2,53.3,29.1,47.1,15.8,20.1,60.6,77.5,61.8,84.8,18.4,60.1,15.2,64.8,35.9,41.0,29.050000000000004,39.625,34.858333333333334,663.5,743.0,B,B
sindresorhus,component-emitter,24.8,4.6,58.5,76.2,37.4,9.2,12.3,52.2,36.5,43.4,87.8,41.0,36.5,9.4,55.8,27.775000000000002,36.7,41.025,35.675,34.824999999999996,661.0,649.0,B,B
jsdom,jsdom,21.4,29.0,54.5,37.6,56.2,34.9,26.5,83.0,89.3,87.4,85.3,69.8,61.2,30.6,71.8,50.150000000000006,53.1,35.625,58.349999999999994,48.041666666666664,938.0,949.5,A,A
mcavage,node-assert-plus,1.9,0.0,45.2,66.2,33.7,0.0,0.0,39.0,16.5,17.0,84.3,38.1,33.4,0.0,44.1,18.175,26.1,28.325000000000003,28.9,25.133333333333336,390.0,336.5,D,D
Marak,colors.js,7.7,0.0,45.0,66.9,38.8,0.0,0.0,48.5,70.1,69.0,6.8,48.0,44.4,0.0,64.0,21.825,31.9,29.900000000000002,39.1,30.275000000000002,574.0,540.5,C,C
tj,co,2.0,0.0,44.1,83.3,35.4,0.0,0.0,70.3,81.8,79.2,88.5,31.8,42.3,0.0,65.3,26.424999999999997,37.6,32.35,34.85,31.208333333333332,589.0,664.0,C,B
facebook,react,28.3,32.1,76.5,46.8,65.2,46.8,42.1,87.5,99.9,99.8,93.1,57.2,97.3,45.2,89.9,60.4,65.6,45.925,72.39999999999999,59.57499999999999,1000.0,1000.0,A,A
moment,moment,43.7,30.6,30.6,47.5,52.3,32.5,12.4,79.1,97.2,96.8,77.1,45.4,64.7,12.5,89.4,44.074999999999996,51.3,38.1,53.00000000000001,45.05833333333334,881.0,920.5,A,A
dchest,tweetnacl-js,19.9,1.4,46.2,77.4,40.5,2.7,4.7,47.6,54.6,65.5,27.6,42.9,52.0,2.4,15.1,23.875000000000004,30.7,36.225,28.1,29.400000000000006,543.0,493.5,C,C
webpack-contrib,css-loader,42.7,27.6,55.5,61.8,56.1,31.2,34.7,73.7,67.9,73.5,89.5,63.7,76.7,33.8,48.9,48.925,53.6,46.900000000000006,55.77499999999999,50.53333333333333,972.0,959.0,A,A
inspect-js,node-deep-equal,15.7,7.2,39.1,31.8,41.2,15.6,4.8,54.0,40.1,48.0,87.5,40.4,41.5,17.3,37.8,28.9,32.5,23.45,34.25,28.866666666666664,526.5,551.0,C,C
sindresorhus,file-type,26.8,25.6,81.8,77.2,56.0,22.4,30.9,61.7,65.0,64.6,69.2,47.9,33.0,29.4,57.0,42.75,47.7,52.849999999999994,41.825,45.80833333333334,895.0,860.0,A,A
defunctzombie,node-url,23.4,2.8,27.4,82.6,39.8,5.5,4.9,25.9,28.5,40.5,8.8,25.9,18.5,12.9,24.2,19.025,23.8,34.05,20.375,24.48333333333333,355.0,257.0,D,D
joyent,node-verror,0.0,0.0,66.8,30.0,31.4,0.0,0.0,51.0,49.1,31.8,84.0,39.2,35.7,0.0,18.0,20.6,25.9,24.2,23.225,22.675,278.0,326.5,D,D
import-js,eslint-plugin-import,26.0,24.3,85.5,12.9,60.8,36.5,35.9,70.9,70.3,86.7,87.1,39.4,53.7,40.3,80.8,51.025,52.7,37.175000000000004,53.550000000000004,47.25,921.0,942.5,A,A
nodejs,-1,2.9,7.1,60.3,56.0,42.8,15.7,11.6,62.6,64.0,70.3,85.2,30.8,44.7,5.8,78.8,33.175,40.1,31.575,40.025000000000006,34.925000000000004,665.5,725.0,B,B
shtylman,node-process,2.0,0.0,22.6,0.0,37.9,0.0,0.0,23.4,16.0,30.9,8.7,38.0,16.5,0.0,46.3,15.325,15.8,6.15,25.2,15.558333333333332,106.0,108.5,F,F
digitalbazaar,forge,32.8,0.0,59.0,54.2,45.4,10.6,0.0,50.3,69.4,76.1,8.0,47.7,22.3,0.6,61.8,26.575,33.4,36.5,33.099999999999994,32.05833333333333,607.0,571.5,B,C
sindresorhus,got,30.2,21.2,55.0,75.4,53.7,21.9,23.7,73.7,84.8,80.2,78.2,51.4,42.1,24.6,84.4,43.25,50.6,45.45,50.625,46.44166666666666,905.5,911.5,A,A
postcss,autoprefixer,19.5,21.3,51.5,51.1,46.5,19.2,22.6,82.2,90.7,83.8,92.2,62.0,51.4,20.7,65.7,42.625,48.4,35.85,49.949999999999996,42.80833333333333,843.0,870.5,A,A
webpack,webpack-dev-middleware,46.1,30.2,90.4,58.5,39.0,40.4,22.5,68.9,60.3,65.4,89.8,60.0,62.1,32.4,69.8,42.7,53.5,56.3,56.075,51.69166666666666,982.0,956.0,A,A
TypeStrong,ts-node,30.2,25.6,90.4,36.9,51.1,22.1,20.0,68.0,82.7,71.0,75.8,42.3,81.1,30.5,44.5,40.3,49.2,45.775000000000006,49.599999999999994,45.225,884.0,886.0,A,A
sindresorhus,ora,23.7,5.0,57.3,76.4,42.0,9.0,11.7,61.7,78.1,62.8,78.1,28.0,36.0,13.9,59.5,31.1,39.9,40.6,34.35,35.35,678.5,718.0,B,B
visionmedia,node-progress,2.1,0.0,26.3,60.0,31.6,0.0,0.0,44.9,62.3,61.3,7.9,48.1,10.2,0.0,45.9,19.125,24.1,22.1,26.049999999999997,22.425,271.5,266.0,D,D
Gozala,querystring,0.0,1.8,23.3,76.5,33.1,3.1,5.6,46.5,24.3,33.7,83.5,44.5,35.5,3.7,33.1,22.075,27.5,25.4,29.2,25.558333333333334,404.0,386.0,C,D
mishoo,UglifyJS,33.9,8.4,80.7,61.5,41.5,17.0,0.0,63.7,83.4,85.0,19.9,66.3,15.3,24.8,60.7,30.55,40.7,46.125,41.775,39.48333333333333,777.0,738.0,B,B
mathiasbynens,he,18.7,0.0,41.4,65.4,34.2,0.0,0.0,61.0,64.6,59.2,88.9,31.4,43.1,0.0,18.1,23.8,31.1,31.375,23.15,26.10833333333333,425.0,512.5,C,C
expressjs,compression,17.3,0.0,36.9,57.5,34.2,0.0,0.0,63.5,61.5,57.4,91.2,43.7,45.9,2.0,42.0,24.425,33.2,27.925,33.400000000000006,28.583333333333332,518.0,568.0,C,C
dcodeIO,long.js,7.2,9.2,20.6,45.2,35.9,9.8,0.0,37.5,43.6,55.8,7.8,42.8,27.7,18.3,34.2,20.799999999999997,25.0,20.55,30.75,24.03333333333333,335.0,297.5,D,D
webpack,memory-fs,0.0,0.0,11.1,59.0,28.5,1.9,0.0,47.0,44.0,38.1,81.7,24.0,73.3,0.0,55.0,19.35,29.3,17.525,38.075,24.983333333333334,384.5,441.5,D,C
arcanis,jest-pnp-resolver,0.0,0.0,10.8,47.8,28.5,0.0,0.0,27.2,10.7,12.8,83.2,2.3,35.1,0.0,17.4,13.925,17.2,14.649999999999999,13.7,14.091666666666667,92.0,130.0,F,F
unshiftio,url-parse,0.0,0.0,33.3,53.6,28.6,0.0,0.0,48.7,46.1,41.9,86.4,20.4,44.2,0.0,51.5,19.325000000000003,28.0,21.725,29.025,23.358333333333334,306.0,402.5,D,C
sindresorhus,meow,18.1,16.4,47.2,75.2,41.2,21.0,10.9,57.4,65.4,49.1,77.9,37.3,35.3,19.2,59.7,32.625,39.8,39.22500000000001,37.875,36.575,710.0,716.0,B,B
Leonidas-from-XIV,node-xml2js,23.6,20.7,47.1,47.0,41.6,13.2,7.4,52.1,69.0,72.1,19.8,47.6,48.4,3.7,70.2,28.575000000000003,37.1,34.6,42.475,35.21666666666667,674.0,656.0,B,B
babel,babel-loader,32.4,22.4,76.2,43.0,47.9,22.6,20.8,67.3,68.9,69.1,90.0,41.3,77.5,23.1,73.6,39.650000000000006,49.8,43.5,53.875,45.675000000000004,890.0,899.5,A,A
iamkun,dayjs,24.7,31.9,68.6,8.1,59.5,34.8,37.5,72.1,97.1,91.0,71.0,29.4,84.7,33.9,82.2,50.974999999999994,54.1,33.324999999999996,57.550000000000004,47.28333333333333,922.0,964.0,A,A
date-fns,date-fns,25.1,36.5,55.9,10.6,60.7,40.7,37.0,75.9,96.0,88.0,72.8,46.8,73.3,40.0,72.0,53.575,54.0,32.025,58.025000000000006,47.875,935.0,962.5,A,A
request,request,16.8,4.8,80.2,50.1,43.5,11.8,0.0,79.1,93.1,93.9,83.8,45.7,45.3,0.0,86.2,33.599999999999994,44.8,37.975,44.3,38.62499999999999,754.0,820.0,B,A
Qix-,color,4.7,0.0,40.9,54.1,34.4,0.0,0.0,67.7,68.6,64.2,81.2,56.7,38.1,0.0,61.7,25.525,34.3,24.925,39.125,29.858333333333334,560.0,596.0,C,C
sindresorhus,get-stdin,18.5,0.7,46.7,75.1,33.6,1.4,7.5,39.2,26.8,20.3,78.6,31.2,39.7,4.1,44.7,20.425,29.5,35.25,29.925,28.53333333333333,515.5,448.5,C,C
puleos,object-hash,27.8,0.0,44.1,14.5,29.0,0.0,0.0,52.7,51.3,49.7,84.6,25.1,74.3,8.3,60.0,20.425,32.9,21.6,41.925000000000004,27.983333333333338,494.0,560.5,C,C
svg,svgo,28.5,30.9,80.5,15.9,56.4,41.0,37.6,80.4,89.7,85.3,87.7,58.9,70.8,38.2,61.6,53.85,55.3,38.95,57.37500000000001,50.05833333333334,966.5,977.5,A,A
webpack-contrib,style-loader,44.3,21.4,53.0,62.8,43.1,19.1,20.9,67.6,54.2,69.9,87.3,58.9,76.1,23.6,63.8,37.675,48.8,45.375,55.599999999999994,46.21666666666666,900.0,879.5,A,A
mridgway,hoist-non-react-statics,0.0,0.0,27.4,64.6,29.0,0.0,0.0,49.6,55.8,40.8,79.2,22.8,84.1,0.0,62.5,19.65,32.8,23.0,42.35,28.333333333333332,503.0,558.0,C,C
ljharb,shell-quote,9.0,5.8,50.9,48.4,38.6,6.5,7.6,6.2,9.6,10.4,4.4,0.2,14.7,15.1,50.8,14.725,19.8,28.525,20.2,21.150000000000002,219.5,158.5,D,F
clean-css,clean-css,19.1,23.3,79.4,24.7,51.1,20.8,29.4,66.2,67.4,63.8,88.3,45.5,51.6,27.6,46.0,41.875,44.6,36.625,42.675,40.391666666666666,797.0,817.5,B,A
jsx-eslint,eslint-plugin-react,24.7,24.1,72.4,22.6,59.4,35.6,38.4,76.5,78.0,93.0,87.2,47.9,50.1,41.1,90.5,52.475,54.4,35.95,57.4,48.60833333333334,945.0,969.0,A,A
mdevils,html-entities,17.1,0.0,22.3,38.5,34.5,3.2,0.0,53.8,36.7,43.8,89.6,45.2,70.7,8.3,29.2,22.875,30.5,19.475,38.35,26.900000000000002,451.5,486.0,C,C
immutable-js,immutable-js,13.9,22.8,50.8,42.1,45.9,32.2,23.5,61.8,95.7,88.5,16.3,46.7,57.2,28.0,56.0,40.85,43.8,32.4,46.974999999999994,40.074999999999996,791.0,802.5,B,A
webpack-contrib,postcss-loader,46.6,25.1,54.6,62.1,46.5,26.3,25.9,62.1,62.1,55.5,88.6,42.0,76.6,28.6,63.8,40.2,49.6,47.1,52.74999999999999,46.68333333333334,910.0,894.0,A,A
mcollina,split2,19.8,0.0,29.4,62.6,28.8,0.0,0.0,36.4,23.8,18.8,66.2,36.6,31.2,5.3,47.5,16.3,25.5,27.950000000000003,30.15,24.8,376.0,315.0,D,D
TypeStrong,fork-ts-checker-webpack-plugin,30.2,29.1,86.3,36.9,48.7,22.4,29.7,57.9,56.5,57.7,81.5,35.8,79.3,26.8,56.5,39.675,47.8,45.625,49.60000000000001,44.96666666666667,879.0,861.5,A,A
unclechu,node-deep-extend,0.0,0.0,17.0,49.1,33.2,0.0,0.0,31.5,20.3,30.3,32.4,43.0,23.7,0.0,37.4,16.175,19.9,16.525,26.025,19.575,174.0,161.5,F,F
rollup,rollup,25.5,24.1,87.6,37.0,64.1,43.8,40.2,77.4,92.9,85.6,83.7,47.5,61.3,43.1,59.3,56.375,56.2,43.55,52.8,50.90833333333333,974.0,987.5,A,A
zertosh,invariant,0.0,0.0,23.7,45.5,33.2,0.0,0.0,47.2,49.3,35.3,83.0,21.2,39.7,0.0,25.3,20.1,24.3,17.3,21.55,19.650000000000002,177.0,275.0,F,D
http-party,node-http-proxy,14.7,9.2,66.7,51.8,45.8,8.6,0.0,60.8,84.5,89.1,21.0,48.8,55.8,0.0,81.0,28.799999999999997,40.0,35.6,46.400000000000006,36.93333333333334,716.0,720.5,B,B
lquixada,cross-fetch,21.2,17.5,41.1,22.9,44.2,20.6,10.3,46.3,54.1,41.5,69.0,20.6,45.6,21.7,21.0,30.35,31.6,25.674999999999997,27.225,27.75,483.0,535.0,C,C
sindresorhus,log-update,0.0,1.9,55.7,76.3,33.5,3.9,7.7,40.6,46.8,23.2,68.5,23.9,33.3,6.2,42.5,21.425,29.1,33.475,26.475,27.125,457.0,438.0,C,C
then,promise,0.0,13.4,41.5,51.3,30.9,3.4,0.0,65.3,60.7,63.7,87.0,49.8,36.3,0.0,50.0,24.9,33.0,26.549999999999997,34.025,28.491666666666664,514.0,563.5,C,C
sindresorhus,del,24.0,9.6,52.7,77.0,38.2,7.3,10.4,50.4,51.1,33.6,83.6,33.5,40.2,9.9,54.8,26.575000000000003,36.2,40.825,34.6,34.0,652.0,635.5,B,B
sindresorhus,boxen,14.1,5.5,46.3,76.5,38.1,7.5,18.9,47.3,53.0,32.0,77.5,26.6,40.6,17.7,61.2,27.950000000000003,36.1,35.6,36.525000000000006,33.35833333333334,641.0,631.5,B,B
maxogden,extract-zip,3.2,0.0,32.7,0.0,28.2,0.0,0.0,41.7,28.9,45.9,66.5,25.6,44.1,0.0,41.3,17.475,22.1,8.975000000000001,27.75,18.066666666666666,143.0,218.0,F,D
dominictarr,rc,0.0,0.0,34.4,90.9,28.0,0.0,0.0,51.4,45.9,42.3,80.3,37.3,36.9,0.0,48.2,19.85,30.1,31.325000000000003,30.599999999999998,27.258333333333336,471.0,476.5,C,C
protobufjs,protobuf.js,28.3,22.4,34.4,48.8,50.8,24.9,23.6,57.6,78.8,85.4,13.2,53.0,47.4,26.5,51.5,39.225,41.5,33.474999999999994,44.6,39.099999999999994,772.0,752.5,B,B
kriskowal,q,20.2,9.3,54.2,80.5,36.4,12.3,0.0,76.1,86.0,83.1,88.2,47.2,43.9,0.0,65.9,31.199999999999996,42.5,41.05,39.25,37.166666666666664,719.5,768.0,B,B
chimurai,http-proxy-middleware,20.2,26.1,82.7,10.0,44.5,25.8,10.5,71.7,79.9,77.6,89.1,40.3,74.6,20.9,32.7,38.125,44.0,34.75,42.125,38.333333333333336,749.0,805.5,B,A
jantimon,html-webpack-plugin,36.9,27.5,45.2,47.5,50.8,19.4,28.0,69.2,80.3,84.4,86.3,25.8,61.7,26.3,67.5,41.849999999999994,48.3,39.275,45.325,42.15,831.0,869.0,A,A
reactjs,react-transition-group,19.5,0.0,29.2,33.0,39.2,0.0,0.0,62.9,79.5,73.7,73.9,24.4,89.2,1.4,73.3,25.525,37.8,20.425,47.075,31.008333333333336,584.0,669.0,C,B
auth0,node-jsonwebtoken,23.7,24.3,58.2,69.5,46.0,19.9,7.8,51.6,87.7,83.0,4.3,31.4,20.4,15.3,69.6,31.325,38.8,43.925,34.175,36.475,706.0,686.5,B,B
react-bootstrap,dom-helpers,20.6,0.0,15.1,37.5,32.0,0.0,0.0,38.2,29.2,31.7,74.2,17.9,83.2,0.0,38.9,17.55,27.0,18.3,35.0,23.616666666666664,315.0,370.0,D,D
mde,ejs,21.2,0.0,77.7,65.8,41.2,3.5,0.0,68.2,75.2,76.4,83.3,38.0,51.4,0.2,60.1,28.225,40.4,41.175,37.425,35.608333333333334,683.0,731.0,B,B
TooTallNate,node-bindings,3.4,0.0,19.3,78.5,32.1,0.0,0.0,29.3,29.3,38.8,4.2,44.8,9.6,0.0,36.5,15.350000000000001,20.2,25.3,22.725,21.125000000000004,218.0,167.5,D,F
hij1nx,EventEmitter2,4.6,0.0,75.5,0.0,39.5,3.5,0.0,59.6,61.9,58.3,61.1,57.1,31.8,0.0,54.9,25.65,30.7,20.025,35.95,27.208333333333332,470.0,493.5,C,C
sindresorhus,pretty-bytes,3.3,13.6,45.0,76.5,38.3,6.5,10.6,50.6,46.6,35.7,85.4,34.7,42.3,10.1,49.9,26.5,34.4,34.6,34.25,31.78333333333333,603.0,600.5,B,B
webpack-contrib,sass-loader,38.4,28.7,56.0,62.3,52.8,28.9,29.3,68.4,67.2,68.3,87.6,50.7,76.4,30.7,50.5,44.85000000000001,51.1,46.35,52.075,47.75833333333335,930.0,917.5,A,A
AriaMinaei,pretty-error,0.0,0.0,37.9,51.7,32.1,0.0,0.0,48.7,53.5,26.3,86.0,28.9,62.8,0.0,33.7,20.200000000000003,28.5,22.4,31.35,24.650000000000002,363.0,420.0,D,C
handlebars-lang,handlebars.js,26.1,25.2,55.7,19.2,52.0,30.9,30.4,75.6,88.1,90.1,76.2,48.1,78.0,29.4,75.9,47.225,51.5,31.550000000000004,57.85,45.541666666666664,887.0,923.0,A,A
browserify,commonjs-assert,4.3,8.6,35.8,64.6,35.0,11.8,10.7,22.3,24.7,29.1,4.1,31.2,20.1,9.0,30.8,19.95,22.4,28.324999999999996,22.775000000000002,23.683333333333334,319.0,221.5,D,D
JedWatson,classnames,39.9,29.1,60.8,61.9,48.5,35.9,26.4,63.5,87.6,71.4,75.0,20.1,47.9,28.2,69.9,43.575,49.3,47.925,41.525,44.34166666666667,864.0,889.0,A,A
motdotla,dotenv-expand,47.7,23.7,69.0,74.7,36.3,2.5,7.9,44.7,43.7,39.4,83.9,11.8,70.3,15.8,53.1,22.85,40.1,53.775000000000006,37.75000000000001,38.125,743.0,725.0,B,B
mafintosh,tar-fs,3.0,1.3,24.3,69.7,33.2,2.5,8.0,39.2,27.7,36.0,65.3,27.7,32.6,11.6,48.8,20.725,27.3,24.575000000000003,30.175,25.158333333333335,392.0,381.5,D,D
webpack-contrib,mini-css-extract-plugin,42.3,27.6,59.6,62.6,54.3,26.2,26.8,62.5,68.4,67.3,86.8,27.6,64.1,30.0,56.7,42.45,49.2,48.025,44.6,45.025,880.0,886.0,A,A
webpack,webpack-dev-server,44.4,30.3,79.4,58.5,53.1,36.1,18.8,78.6,75.7,85.9,89.7,63.0,64.4,31.5,76.7,46.65,56.3,53.150000000000006,58.900000000000006,52.900000000000006,994.0,989.0,A,A
bripkens,connect-history-api-fallback,0.0,2.2,30.3,54.5,34.8,2.4,5.0,56.5,55.9,47.6,90.2,32.1,83.4,3.4,21.0,24.674999999999997,32.0,21.75,34.975,27.133333333333336,460.5,543.0,C,C
webpack-contrib,file-loader,0.0,0.0,60.6,62.5,30.0,0.0,0.0,65.5,56.1,60.9,87.9,57.1,88.1,0.0,56.6,23.875,38.6,30.775,50.449999999999996,35.03333333333333,668.0,681.0,B,B
jashkenas,underscore,24.7,16.1,59.0,57.2,42.8,14.0,12.0,78.3,94.4,96.3,72.9,49.5,75.2,17.6,81.6,36.775,49.7,39.25,55.975,44.0,858.0,897.0,A,A
github,fetch,35.2,26.0,83.0,57.2,52.6,37.2,32.3,78.4,93.3,93.2,85.0,42.0,51.2,36.0,73.2,50.125,55.7,50.349999999999994,50.6,50.35833333333333,969.0,980.5,A,A
prettier,eslint-plugin-prettier,27.9,28.2,73.5,22.4,54.0,35.9,31.3,51.5,63.4,54.2,72.0,16.5,54.7,32.4,58.1,43.175000000000004,44.6,38.0,40.425000000000004,40.53333333333334,802.0,817.5,A,A
winstonjs,winston,31.0,33.6,89.2,47.8,56.0,34.2,34.4,75.0,91.2,88.6,59.9,60.2,50.2,33.0,76.4,49.9,55.0,50.400000000000006,54.95,51.75,983.0,975.0,A,A
nodejs,node-gyp,22.6,29.5,83.1,56.1,57.6,35.5,37.4,74.1,78.9,88.2,77.4,52.1,38.0,38.8,67.6,51.15,53.4,47.824999999999996,49.12499999999999,49.36666666666667,954.0,953.0,A,A
jsx-eslint,eslint-plugin-jsx-a11y,15.1,23.0,80.1,22.1,53.2,26.8,30.3,63.5,64.3,73.3,84.4,32.0,49.6,34.4,78.0,43.45,47.3,35.074999999999996,48.5,42.34166666666667,837.0,851.0,A,A
expressjs,serve-index,2.7,0.0,37.9,54.9,32.0,0.0,0.0,53.3,30.9,49.2,90.3,42.8,48.0,0.0,14.2,21.325,27.1,23.875,26.25,23.816666666666666,326.5,374.0,D,D
zspecza,common-tags,0.0,0.0,73.9,60.4,29.7,0.0,0.0,31.3,57.7,34.1,4.0,29.4,59.5,0.0,61.9,15.25,28.8,33.575,37.7,28.84166666666667,525.0,429.0,C,C
felixge,node-stack-trace,2.4,0.0,33.4,78.9,34.4,0.0,0.0,33.2,31.6,23.5,30.9,46.8,63.9,0.0,48.2,16.9,27.7,28.675,39.724999999999994,28.433333333333334,508.0,390.0,C,D
ramda,ramda,35.4,22.6,49.4,36.8,53.4,29.0,35.4,71.7,92.3,86.0,60.5,48.1,66.8,30.4,92.1,47.375,52.5,36.05,59.349999999999994,47.59166666666666,928.0,936.5,A,A
syntax-tree,unist-util-visit,0.0,5.2,67.6,47.9,29.9,10.4,5.1,32.6,22.3,15.4,62.3,30.5,40.0,4.2,35.5,19.5,26.1,30.174999999999997,27.55,25.741666666666664,408.0,336.5,C,D
sindresorhus,gzip-size,7.1,0.0,52.7,33.4,32.4,0.0,0.0,37.1,19.2,15.1,84.1,30.1,42.7,0.0,46.6,17.375,25.2,23.3,29.85,23.508333333333336,311.0,305.0,D,D
survivejs,webpack-merge,21.6,11.2,71.1,32.1,43.1,12.6,20.6,50.7,61.1,47.5,78.5,15.8,57.3,14.7,44.0,31.75,37.2,34.0,32.95,32.9,631.0,659.0,B,B
indutny,elliptic,2.3,0.0,26.8,73.5,34.6,0.0,0.0,56.6,54.0,65.7,82.7,24.1,74.0,0.0,54.5,22.8,34.2,25.65,38.15,28.866666666666664,526.5,591.5,C,C
cssnano,cssnano,35.3,29.8,54.3,13.5,51.6,33.1,31.6,65.6,68.3,63.5,87.4,43.3,67.1,33.5,68.8,45.474999999999994,48.5,33.224999999999994,53.175,43.958333333333336,857.0,873.0,A,A
graphql,graphql-js,22.9,27.6,42.4,21.3,53.7,34.4,34.9,56.5,89.4,89.6,3.9,43.1,54.9,39.9,74.8,44.87500000000001,45.6,28.55,53.175,42.2,833.0,834.5,A,A
