owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
jshttp,basic-auth,27.1,22.4,0.0,28.9,57.0,8.6,25.7,0.0,0.0,46.1,38.4,36.9,72.4,36.7,26.8,47.5,0.0,32.9,28.0,27.1,49.333333333333336,18.758333333333333,27.075,29.275000000000002,25.03611111111111,322.0,D,346.5,D,-0.5157502048255016,D,-0.4409096939951672,C
Raynos,global,30.2,3.3,0.0,28.7,88.8,8.3,24.8,0.0,0.0,32.7,22.7,17.0,66.7,24.6,16.2,35.8,0.0,12.8,16.0,21.9,35.63333333333333,15.108333333333334,30.2,18.299999999999997,21.20277777777778,183.0,F,187.0,F,-0.8530236252155726,D,-0.853508745387132,D
JedWatson,react-select,47.9,44.5,19.1,66.0,62.1,38.1,52.8,28.6,33.0,71.2,94.2,95.3,52.1,43.1,52.4,60.5,23.8,73.0,75.9,52.4,80.63333333333333,48.758333333333326,47.925,50.1,48.92777777777778,928.0,A,928.0,A,1.5863430479100074,A,1.566543382969583,A
FezVrasta,popper.js,44.9,43.8,24.6,57.9,53.3,45.6,54.9,43.9,38.0,73.5,94.9,86.6,71.9,40.6,53.3,75.1,40.5,44.3,75.7,54.3,84.56666666666666,55.34166666666667,44.89999999999999,50.12499999999999,50.12222222222221,954.0,A,960.0,A,1.6914354904953186,A,1.7173007286704929,A
styled-components,polished,46.6,45.0,26.5,86.5,28.3,14.4,29.0,11.9,2.4,53.4,75.5,55.8,49.7,32.8,46.9,69.2,17.0,54.5,48.6,40.3,60.4,25.925,46.575,43.375,38.625,732.0,B,718.0,B,0.679859630354374,B,0.60645712876905,B
pvorb,node-md5,34.6,20.6,0.0,38.8,78.8,8.8,26.3,0.0,0.0,40.1,44.1,53.5,20.6,42.1,27.2,49.9,0.0,31.6,35.5,27.6,39.6,16.475,34.55,30.9,27.308333333333334,414.0,C,357.5,D,-0.3158301628841405,C,-0.4012367082844014,C
senchalabs,connect,35.2,29.7,0.0,51.5,59.4,8.8,26.4,0.0,0.0,71.8,79.1,82.0,77.8,48.2,20.4,46.0,0.0,15.3,56.6,34.0,79.73333333333333,26.53333333333333,35.15,27.375,29.686111111111114,510.0,C,573.5,C,-0.10662288183058892,C,0.10657750881340097,C
styled-components,styled-components,45.0,45.3,30.4,76.2,28.2,44.2,54.9,38.2,39.4,73.8,96.6,92.0,69.8,36.9,54.2,74.2,39.8,48.5,77.6,54.3,86.23333333333335,54.68333333333334,45.025,49.85,49.85277777777778,947.0,A,960.0,A,1.6677285906563075,A,1.7173007286704929,A
jfromaniello,url-join,38.0,24.3,18.8,35.5,73.7,25.6,32.7,25.4,18.7,37.5,27.4,23.7,64.0,34.8,34.8,44.2,18.2,42.0,25.6,34.0,38.43333333333333,28.808333333333334,38.075,34.8,33.894444444444446,618.0,B,573.5,C,0.26364467751068477,C,0.10657750881340097,C
apollographql,graphql-tag,35.4,13.3,23.1,66.4,38.6,28.3,39.2,21.7,23.9,46.9,59.2,52.6,60.9,14.8,43.1,61.8,24.9,42.5,46.7,38.4,57.6,35.6,35.35,36.0,35.65,655.0,B,669.0,B,0.41810612800816643,C,0.4556997830681401,C
brix,crypto-js,37.3,20.4,13.6,69.8,45.5,17.8,40.2,9.1,4.1,67.0,86.1,91.7,57.4,32.9,28.6,35.1,2.0,48.8,65.2,37.7,78.5,32.975,37.324999999999996,29.700000000000003,33.333333333333336,609.0,B,653.5,B,0.21427566959851505,C,0.40015760307306825,C
arcanis,ts-pnp,16.3,0.8,0.0,16.4,48.0,8.5,25.5,0.0,0.0,25.7,13.4,11.1,76.0,2.1,16.1,43.4,0.0,4.9,11.0,16.6,33.53333333333333,14.758333333333333,16.3,12.6,14.552777777777777,84.0,F,112.5,F,-1.438119689283566,D,-1.2740423939212493,D
gregberge,svgr,45.4,33.4,19.4,71.9,56.7,37.4,52.3,26.0,33.9,64.3,79.8,68.0,80.7,28.6,52.1,69.4,29.0,57.8,61.7,49.8,76.26666666666667,47.11666666666667,45.35000000000001,46.199999999999996,46.22222222222222,883.0,A,887.0,A,1.3482964454028121,B,1.3602438572736006,B
kentcdodds,cross-env,39.5,29.0,0.0,71.6,57.1,8.5,25.6,0.0,0.0,59.7,73.2,60.3,71.1,34.1,35.0,42.3,0.0,62.9,47.3,35.7,68.3,23.475,39.425,34.824999999999996,32.574999999999996,590.5,C,604.5,B,0.14755418860830471,C,0.24146566023000499,C
postcss,postcss-safe-parser,25.0,22.2,7.6,19.2,51.0,17.3,28.9,10.4,12.5,29.6,16.1,12.3,75.1,14.8,23.8,50.4,10.9,9.9,15.2,23.9,34.46666666666667,21.566666666666666,25.0,21.5,22.688888888888886,231.5,D,243.0,D,-0.7222690745571033,D,-0.6948168025440686,D
octokit,rest.js,37.0,21.3,29.5,68.6,28.6,40.7,49.7,38.2,34.0,27.0,33.5,29.4,14.8,30.2,52.0,59.5,38.8,57.7,34.5,39.1,25.733333333333334,36.90833333333333,37.0,46.55,40.15277777777778,766.0,B,679.0,B,0.8142801964518662,B,0.5112419630632125,B
jergason,recursive-readdir,29.3,17.0,0.0,26.1,74.2,8.9,26.8,0.0,0.0,47.2,27.1,38.6,82.0,41.0,36.9,65.5,0.0,45.3,24.9,30.6,49.333333333333336,19.033333333333335,29.325000000000003,37.95,28.769444444444446,477.0,C,469.5,C,-0.1872752214890843,C,-0.16319879401980647,C
blakeembrey,change-case,44.2,48.9,23.3,36.9,67.8,36.6,50.8,28.7,30.2,50.7,58.3,38.3,53.8,52.6,42.6,54.0,26.8,47.0,44.4,43.5,50.166666666666664,39.96666666666666,44.224999999999994,45.1,43.09722222222222,826.0,A,784.0,B,1.0733452874761236,B,0.8603642373179515,B
webpack-contrib,webpack-bundle-analyzer,45.7,30.2,22.8,67.9,62.2,31.9,43.2,23.9,28.5,57.7,82.9,69.8,69.6,8.7,54.7,78.6,26.3,59.1,61.5,47.5,74.2,42.45,45.775000000000006,43.175,43.800000000000004,842.0,A,848.0,A,1.1351787478809705,B,1.177748123004078,B
isaacs,node-touch,31.1,5.4,0.0,32.2,86.8,8.1,24.4,0.0,0.0,37.3,16.2,13.5,77.0,42.5,24.7,69.0,0.0,5.1,12.6,25.3,35.63333333333333,15.008333333333333,31.1,29.15,25.08611111111111,325.0,D,283.5,D,-0.5113509862986748,D,-0.5837324425539242,D
remy,nodemon,55.1,51.6,21.4,83.9,63.7,31.9,45.7,30.2,19.9,82.7,93.6,87.8,77.6,71.7,57.4,77.5,33.6,60.9,71.1,56.8,86.43333333333334,45.55833333333334,55.150000000000006,60.925,53.87777777777777,989.0,A,986.0,A,2.0218656820658816,A,1.915665657224322,A
matthew-andrews,isomorphic-fetch,34.2,25.4,0.0,36.7,74.8,8.8,26.5,0.0,0.0,59.0,74.3,61.5,71.5,28.8,24.3,45.3,0.0,27.7,48.2,31.6,69.2,23.925,34.225,25.45,27.86666666666667,438.0,C,502.5,C,-0.2667055560012385,C,-0.08385282259827484,C
que-etc,resize-observer-polyfill,13.6,4.3,0.0,31.5,18.5,8.2,24.6,0.0,0.0,46.8,54.9,47.3,63.2,21.8,28.8,73.9,0.0,12.6,36.8,24.4,55.166666666666664,19.941666666666666,13.575,27.075,20.197222222222223,166.0,F,255.5,D,-0.9414967978106493,D,-0.6551438168333028,D
node-modules,detect-port,37.6,29.9,1.4,61.4,57.9,9.1,24.6,2.8,0.0,32.0,28.1,18.2,57.2,24.5,31.2,39.6,11.1,43.0,18.5,27.5,34.56666666666667,15.491666666666667,37.65,29.549999999999997,27.563888888888886,425.0,C,355.5,D,-0.29334526819146933,C,-0.40917130542655467,C
babel,babylon,33.3,29.9,0.0,60.3,43.1,8.2,24.6,0.0,0.0,40.6,54.8,59.8,14.7,33.1,39.4,63.6,0.0,54.5,40.9,30.4,42.93333333333333,16.883333333333333,33.324999999999996,37.8,29.33611111111111,497.0,C,463.5,C,-0.13741741151837847,C,-0.17906798830411302,C
emotion-js,emotion,39.9,41.7,19.5,81.4,17.1,31.6,49.1,22.8,23.0,63.5,87.1,81.7,48.2,37.0,57.0,78.6,26.9,65.5,66.8,48.0,72.43333333333334,41.833333333333336,39.925000000000004,52.0,44.58611111111111,853.0,A,852.0,A,1.2043442391638612,B,1.2174211087148439,B
slevithan,xregexp,24.7,28.4,0.0,43.5,26.8,11.6,32.1,2.9,0.0,62.9,63.8,64.1,72.2,51.4,38.8,61.7,0.0,54.6,46.5,34.5,66.76666666666667,25.44166666666667,24.675,41.925000000000004,30.68055555555556,544.0,C,586.5,C,-0.0191273133525847,C,0.1462504945241668,C
auth0,jwt-decode,47.6,36.7,27.8,56.5,69.5,40.9,47.6,42.5,32.5,54.0,62.9,65.6,55.4,31.9,50.7,60.0,36.2,55.8,56.5,48.3,61.36666666666667,45.99166666666667,47.625,45.975,46.53055555555556,885.0,A,858.5,A,1.375424959651579,B,1.2412249001413032,B
twbs,bootstrap,49.3,41.3,33.5,86.0,36.4,47.9,57.2,44.8,41.7,86.3,99.7,99.9,77.7,68.0,51.0,49.4,45.2,58.5,82.5,58.6,92.53333333333335,59.05833333333334,49.300000000000004,55.275000000000006,54.54444444444445,993.0,A,994.0,A,2.0805219290902426,A,2.0584884057830792,A
markdown-it,markdown-it,50.4,51.4,30.0,75.9,44.5,40.0,52.4,32.0,35.6,62.5,86.9,87.6,56.0,19.5,39.0,41.3,33.0,42.6,71.5,48.0,76.93333333333332,49.23333333333333,50.45,34.1,44.59444444444444,854.0,A,852.0,A,1.2050774422516657,B,1.2174211087148439,B
facebook,create-react-app,45.7,31.2,14.1,90.8,46.6,21.2,42.5,21.1,0.0,79.4,99.2,99.2,85.6,33.6,59.8,89.1,12.6,77.8,73.2,51.5,94.76666666666667,39.59166666666667,45.675,53.27499999999999,46.18055555555555,882.0,A,914.5,A,1.3446304299637892,B,1.4951320086902047,B
d3,d3-shape,24.6,22.0,3.3,19.9,53.3,12.9,30.0,4.5,4.2,52.3,60.1,62.6,51.8,34.5,32.1,52.5,3.5,40.2,45.2,30.5,58.23333333333334,24.233333333333338,24.625,32.675,27.177777777777777,410.0,C,466.0,C,-0.32731701125974444,C,-0.17113339116195975,C
pinojs,pino,42.7,37.0,30.4,75.0,28.6,44.5,55.4,38.2,39.9,63.2,83.6,77.9,50.3,41.0,53.7,41.3,40.4,79.3,68.7,51.0,70.7,51.050000000000004,42.75,50.5,48.1,917.0,A,909.0,A,1.5135115411880935,A,1.4554590229794389,B
socketio,socket.io,41.7,43.4,30.2,62.1,31.0,37.7,52.3,28.4,32.4,85.9,98.1,97.6,76.6,71.3,50.7,79.2,32.1,40.9,77.8,54.0,90.86666666666667,50.99166666666667,41.675,55.875,49.513888888888886,942.0,A,953.0,A,1.6379116650855905,A,1.6934969372440336,A
gajus,eslint-plugin-flowtype,39.6,18.7,0.0,80.7,59.0,8.4,25.1,0.0,0.0,54.2,47.3,49.5,82.3,37.7,45.8,56.3,0.0,81.0,35.1,37.0,59.73333333333333,21.208333333333332,39.6,43.75,34.85277777777778,637.5,B,636.5,B,0.34796303260820277,C,0.34461542307799586,C
npm,read,39.8,7.0,26.3,64.9,61.0,30.5,36.1,31.8,23.7,37.1,20.0,22.7,59.5,46.2,35.6,37.3,32.0,37.6,24.4,35.8,34.1,31.425,39.8,38.275000000000006,36.5,681.0,B,607.5,B,0.4928928429642258,C,0.24940025737215768,C
webpack-contrib,raw-loader,33.9,24.5,0.0,48.5,62.4,8.4,25.2,0.0,0.0,49.4,43.0,39.1,67.9,47.6,38.4,81.7,0.0,33.5,30.2,32.5,50.06666666666666,18.816666666666666,33.85,40.7,31.122222222222224,559.0,C,534.5,C,0.0197324503010536,C,-0.012441448318896481,C
npm,cli,49.7,33.0,31.2,73.7,60.9,48.6,58.6,45.2,42.1,55.5,76.4,93.1,18.7,33.7,52.2,58.8,45.0,52.9,72.7,51.5,63.099999999999994,52.25,49.7,47.599999999999994,49.85,946.0,A,914.5,A,1.6674841896270391,A,1.4951320086902047,B
d3,d3-scale,26.4,19.6,12.4,20.3,53.2,15.3,31.5,10.2,4.3,51.2,53.7,62.0,51.5,37.8,33.2,56.3,4.1,39.4,43.7,31.5,55.800000000000004,25.45,26.375,34.39999999999999,28.741666666666664,476.0,C,501.0,C,-0.18971923178176636,C,-0.09178741974042812,C
less,less.js,49.2,45.8,24.1,71.7,55.2,29.4,47.0,22.8,18.6,63.9,87.0,94.3,7.6,66.8,43.7,56.9,23.1,51.0,70.2,46.6,61.06666666666666,37.36666666666667,49.2,49.45,45.33888888888888,866.0,A,836.0,A,1.2705769180955342,B,1.1063367487246998,B
sindresorhus,multimatch,38.9,23.1,1.3,55.3,75.8,11.7,28.0,2.6,4.4,33.0,24.8,17.8,56.1,33.2,29.9,34.2,3.6,52.0,18.1,28.4,32.96666666666667,16.991666666666667,38.875,30.75,28.872222222222224,480.0,C,389.5,D,-0.1782323834061621,C,-0.3377599311471763,C
dankogai,js-base64,44.6,37.7,13.6,51.2,75.8,19.6,33.4,12.6,12.6,69.5,67.5,84.7,76.1,49.8,36.5,40.6,18.4,50.5,57.2,42.6,76.19999999999999,33.699999999999996,44.575,39.825,39.36666666666667,748.0,B,762.0,B,0.7451147051689747,B,0.7889528630385731,B
mikehall314,es6-promisify,19.6,30.0,0.0,36.8,11.8,8.9,26.6,0.0,0.0,40.5,34.1,21.4,68.2,38.5,29.5,73.6,0.5,14.2,21.5,24.6,41.36666666666667,16.991666666666667,19.65,31.7,22.780555555555555,235.0,D,261.0,D,-0.7142038405912536,D,-0.6392746225489963,D
oliviertassinari,babel-plugin-transform-react-remove-prop-types,25.9,14.9,0.0,50.9,37.9,8.9,26.6,0.0,0.0,46.7,44.3,29.5,81.0,32.1,42.7,84.1,0.0,43.9,27.6,31.1,51.599999999999994,19.549999999999997,25.924999999999997,40.025,28.5,466.5,C,487.0,C,-0.21098212132809666,C,-0.12352580830904066,C
npm,osenv,27.9,4.5,0.0,46.0,61.0,8.9,26.7,0.0,0.0,37.6,17.6,16.0,78.4,38.2,33.5,75.8,0.0,24.7,14.2,27.0,37.36666666666667,16.016666666666666,27.875,34.675,26.188888888888886,377.0,D,342.5,D,-0.41432377767921225,C,-0.4488442911373205,C
bevacqua,hash-sum,28.5,1.6,0.0,33.0,79.4,8.4,25.3,0.0,0.0,32.3,24.5,17.9,71.7,15.2,21.3,60.2,0.0,3.6,16.9,22.6,38.03333333333333,15.833333333333332,28.5,19.75,21.36111111111111,189.0,F,202.0,D,-0.8390927665472873,D,-0.7979665653920596,D
mongodb,js-bson,32.5,0.0,29.9,52.5,47.8,36.1,37.1,36.0,35.1,43.6,47.2,60.2,7.7,59.2,47.6,42.4,32.0,68.5,47.8,39.9,36.43333333333333,36.15833333333333,32.55,50.525000000000006,39.74444444444445,758.0,B,706.0,B,0.7783532451494457,B,0.5747187402004376,B
bjyoungblood,es6-error,25.6,10.1,0.0,32.9,59.6,8.5,25.4,0.0,0.0,30.2,21.4,20.3,54.2,24.8,40.9,72.1,0.0,50.5,16.7,26.3,32.199999999999996,14.399999999999999,25.65,36.85,25.633333333333336,347.0,D,313.0,D,-0.4632039835328453,C,-0.5043864711323925,D
jest-community,jest-watch-typeahead,22.0,9.3,34.5,25.8,18.6,26.1,30.1,34.9,13.2,35.9,29.4,14.5,80.5,19.0,44.7,62.3,24.4,47.5,23.3,32.2,41.46666666666666,29.916666666666668,22.049999999999997,38.3,30.08888888888889,525.0,C,526.0,C,-0.07118473258670487,C,-0.03624523974535575,C
babel,babel-eslint,36.2,30.0,0.0,71.5,43.5,8.6,25.7,0.0,0.0,58.9,62.6,57.9,78.3,36.9,51.7,81.6,0.0,73.5,43.0,38.9,66.33333333333333,23.008333333333333,36.25,48.0,35.75277777777777,657.0,B,675.5,B,0.4271489660910883,C,0.49537276877890585,C
niksy,throttle-debounce,33.3,26.6,0.0,47.8,58.8,9.5,28.4,0.0,0.0,42.0,45.7,41.6,55.6,25.1,26.3,48.3,0.0,30.5,32.3,27.8,47.666666666666664,19.016666666666666,33.3,25.975,26.097222222222218,371.0,D,366.5,D,-0.422389011645062,C,-0.3853675140000951,C
gulpjs,vinyl,33.6,20.1,0.0,57.7,56.5,8.6,25.8,0.0,0.0,50.1,50.1,41.2,64.7,44.5,35.5,41.2,1.9,63.4,33.3,31.9,51.96666666666666,19.441666666666666,33.575,37.75,30.255555555555556,533.0,C,514.5,C,-0.05652067083061471,C,-0.06004903117181558,C
webpack-contrib,webpack-hot-middleware,41.2,21.3,22.1,58.9,62.5,29.1,38.8,21.0,27.5,51.3,59.4,63.2,60.6,22.0,46.2,57.9,13.8,66.9,50.6,41.9,61.133333333333326,37.108333333333334,41.2,40.150000000000006,39.486111111111114,751.0,B,748.0,B,0.7556239494275062,B,0.7334106830435008,B
puppeteer,puppeteer,32.7,37.1,29.6,56.1,8.2,47.9,55.1,47.4,41.2,71.0,98.7,97.3,51.4,36.8,50.5,61.9,44.9,44.6,81.3,50.5,82.56666666666666,56.56666666666666,32.75,47.05,45.455555555555556,868.0,A,901.0,A,1.280841761324798,B,1.415786037268673,B
sockjs,sockjs-client,46.5,31.5,25.9,75.0,53.5,22.2,37.1,16.2,13.3,74.3,77.1,84.2,79.6,56.3,43.2,66.4,24.8,38.5,61.2,46.6,80.39999999999999,36.75,46.475,46.5,43.24166666666667,830.0,A,836.0,A,1.0860541409980684,B,1.1063367487246998,B
philbooth,bfj,29.3,0.0,0.0,74.3,43.0,7.7,23.1,0.0,0.0,31.9,18.8,9.5,80.4,19.0,21.2,52.4,0.0,11.2,12.0,22.5,36.266666666666666,14.841666666666667,29.325,20.65,21.605555555555554,199.0,F,199.5,F,-0.8175854759716886,D,-0.8059011625342128,D
reduxjs,redux-thunk,34.7,38.0,13.4,65.1,22.3,30.6,40.7,24.5,26.7,67.5,88.2,81.4,71.4,29.1,53.0,65.6,25.6,67.9,66.7,46.5,80.43333333333334,43.08333333333333,34.7,47.05,41.61111111111111,800.0,A,833.5,A,0.9425907368176537,B,1.0984021515825464,B
mongodb,node-mongodb-native,41.8,0.0,32.5,87.1,47.8,38.8,36.0,43.5,37.0,79.3,79.3,88.3,75.2,74.5,53.5,70.8,41.6,48.0,68.8,53.4,81.03333333333335,49.38333333333334,41.849999999999994,58.725,49.986111111111114,952.0,A,944.5,A,1.6794598400611795,A,1.6458893543911146,A
omnidan,node-emoji,48.0,36.4,24.1,71.3,60.4,32.5,38.6,34.9,24.0,52.6,50.2,58.9,64.3,37.0,54.0,71.6,34.3,56.2,47.2,46.8,57.866666666666674,38.84166666666667,48.05,49.775,45.55555555555555,871.0,A,841.5,A,1.2896401983784516,B,1.1222059430090057,B
expressjs,serve-favicon,33.6,33.8,0.0,43.6,56.9,8.8,26.4,0.0,0.0,42.4,37.0,34.4,57.3,40.9,21.8,45.9,0.0,19.4,26.7,26.6,42.93333333333334,17.333333333333336,33.575,26.549999999999997,25.819444444444446,355.0,D,324.0,D,-0.4468291145718782,C,-0.480582679705933,C
request,request-promise-native,23.1,11.5,0.0,30.2,50.6,7.7,23.2,0.0,0.0,41.9,47.7,34.3,75.7,9.8,19.5,48.6,0.0,9.8,29.9,23.0,52.56666666666666,18.941666666666666,23.075000000000003,17.05,19.688888888888886,152.0,F,215.0,D,-0.9862221861667243,D,-0.766228176823447,D
brianc,node-postgres,46.8,28.5,29.1,47.6,81.8,40.4,52.1,32.4,36.8,54.5,81.6,82.6,7.2,46.6,50.6,57.0,35.3,59.4,68.2,48.1,55.800000000000004,44.275000000000006,46.75,49.574999999999996,46.86666666666667,893.0,A,854.5,A,1.404997484193027,B,1.225355705856997,B
jasmine,jasmine,44.7,38.8,19.8,67.4,52.7,26.7,40.4,21.3,18.5,68.5,86.2,91.1,23.9,72.8,35.1,32.5,9.2,63.5,68.0,43.7,67.13333333333334,36.833333333333336,44.675,44.5,42.00277777777777,811.0,A,790.5,B,0.9770512819444652,B,0.8762334316022581,B
expressjs,multer,38.6,38.7,9.2,49.4,57.1,21.4,40.7,10.1,13.4,63.8,81.4,81.3,65.9,26.4,40.7,45.4,6.7,70.1,61.4,41.1,76.3,35.125,38.6,37.15,36.958333333333336,691.0,B,733.5,B,0.5332190127934737,B,0.6699339059062757,B
paulmillr,es6-shim,26.0,23.9,0.9,42.8,36.1,10.7,27.1,1.9,3.2,59.6,63.2,67.6,43.9,63.7,24.4,41.7,8.3,23.2,47.2,30.2,58.300000000000004,22.625000000000004,25.924999999999997,34.225,27.59166666666667,427.0,C,453.0,C,-0.2909012578987873,C,-0.1949371825884193,C
shellscape,webpack-manifest-plugin,34.7,28.7,0.0,71.0,39.4,8.9,26.7,0.0,0.0,54.2,52.4,53.2,81.3,29.9,46.7,76.8,9.0,54.2,38.2,36.1,62.300000000000004,22.25,34.775,42.475,33.166666666666664,604.0,B,615.0,B,0.19961160784242457,C,0.27320404879861754,C
i18next,i18next,39.5,47.4,26.6,51.5,32.6,42.2,52.8,37.8,36.1,65.4,74.6,72.8,45.2,69.2,47.6,61.8,30.0,51.0,63.2,48.7,64.30000000000001,47.75,39.525,53.0,46.75833333333333,890.0,A,867.5,A,1.3954658440515684,B,1.2729632887099163,B
socketio,socket.io-client,33.7,49.5,11.5,42.7,30.9,21.6,40.5,13.9,10.4,79.5,80.1,93.6,73.3,71.0,52.2,76.2,19.5,61.0,65.1,46.7,82.43333333333334,36.80833333333334,33.65,56.925,42.461111111111116,819.0,A,839.0,A,1.0173774517737137,B,1.114271345866853,B
stylelint,stylelint,41.1,39.7,27.8,78.3,18.4,47.0,54.3,46.0,40.7,66.7,80.6,80.5,56.9,48.8,50.9,56.4,43.5,52.9,69.4,51.4,72.76666666666667,53.44166666666666,41.050000000000004,50.400000000000006,48.297222222222224,920.0,A,911.5,A,1.5308640142661336,A,1.4871974115480513,B
stephenhandley,requireindex,19.8,14.9,0.0,21.0,43.4,7.8,23.5,0.0,0.0,30.1,14.5,12.4,54.3,39.0,12.5,31.5,0.0,6.0,11.6,17.6,27.03333333333333,12.633333333333333,19.825,19.125,17.194444444444443,110.0,F,124.5,F,-1.2056943104495386,D,-1.1946964224997176,D
eslint-community,eslint-plugin-promise,25.7,17.4,4.2,72.7,8.7,11.2,31.4,2.2,0.0,40.5,44.0,38.9,64.2,15.0,47.1,58.9,6.5,75.8,31.4,31.1,49.06666666666666,20.666666666666664,25.75,39.05,28.48888888888889,465.0,C,487.0,C,-0.21195972544516917,C,-0.12352580830904066,C
expressjs,morgan,32.2,22.5,0.0,48.6,57.8,10.0,27.6,2.2,0.0,65.6,75.9,71.1,73.4,41.9,31.6,49.5,0.0,45.2,52.3,34.8,73.56666666666666,25.84166666666667,32.224999999999994,34.15,30.73888888888889,550.0,C,590.5,C,-0.013994891737953477,C,0.17005428595062605,C
googlechrome,workbox,35.5,43.6,10.8,55.8,31.6,18.9,38.8,17.8,0.0,68.7,82.2,77.1,80.8,34.7,48.7,70.4,14.3,61.4,59.4,42.9,80.13333333333334,34.18333333333334,35.45,45.2,38.27777777777778,723.0,B,768.5,B,0.6493095016958531,B,0.8127566544650324,B
vuejs,core,40.1,28.9,35.0,49.3,47.0,49.4,56.6,47.6,43.9,58.2,96.9,96.9,7.3,31.8,51.4,41.1,46.1,67.0,81.1,49.8,65.7,53.45,40.05,46.5,46.666666666666664,889.0,A,887.0,A,1.3874006100857188,B,1.3602438572736006,B
npm,fstream,23.2,3.1,0.0,28.8,61.0,7.8,23.4,0.0,0.0,40.9,20.6,26.6,74.5,42.0,41.8,71.9,0.0,53.6,18.3,28.4,40.63333333333333,16.008333333333333,23.225,41.875,27.03611111111111,405.0,C,389.5,D,-0.3397814637524209,C,-0.3377599311471763,C
sindresorhus,debounce,54.5,61.4,27.2,52.8,76.5,20.0,31.3,11.8,16.9,41.1,38.5,34.6,59.6,31.7,32.4,37.5,10.3,49.2,31.0,37.0,44.333333333333336,26.083333333333336,54.474999999999994,32.175,37.577777777777776,705.0,B,636.5,B,0.5877204423202746,B,0.34461542307799586,C
luin,ioredis,47.2,34.0,17.5,83.5,53.9,22.1,42.8,15.8,7.7,64.5,84.0,82.2,46.9,45.0,48.0,63.8,13.0,67.3,62.8,45.5,71.13333333333333,34.35833333333333,47.225,47.275,42.952777777777776,825.0,A,819.0,A,1.0606364339541787,B,1.0190561801610147,B
ladjs,supertest,40.6,39.1,15.1,66.2,41.9,18.8,36.0,10.1,10.5,70.1,84.3,76.1,63.7,56.4,43.7,52.7,10.2,68.2,59.7,43.3,74.86666666666667,32.86666666666667,40.575,46.875,40.105555555555554,765.0,B,777.5,B,0.8101253789543071,B,0.844495043033645,B
dominictarr,map-stream,28.0,3.5,0.0,17.5,90.8,7.9,23.8,0.0,0.0,32.5,16.3,15.5,61.3,36.9,17.4,33.7,0.0,18.4,13.2,21.4,31.099999999999998,13.725,27.95,22.25,21.308333333333334,186.0,F,176.5,F,-0.8437363861033824,D,-0.8931817310978978,D
cthackers,adm-zip,26.5,17.3,7.4,38.5,42.9,18.2,38.4,5.2,10.9,58.8,57.1,66.1,66.3,45.5,43.1,53.4,5.5,70.3,47.1,36.6,63.23333333333334,29.433333333333337,26.525,43.675,33.21111111111111,605.0,B,625.5,B,0.20352202431071525,C,0.3128770345093833,C
bgrins,TinyColor,38.6,35.7,2.1,59.9,56.9,10.9,29.9,2.6,0.0,49.1,69.5,68.6,13.2,45.2,19.4,17.5,4.8,36.0,49.7,29.5,50.166666666666664,20.666666666666664,38.65,25.875,28.397222222222222,460.0,C,427.5,C,-0.22002495941101888,C,-0.2504793625834914,C
dominictarr,event-stream,41.7,19.3,0.0,56.5,90.8,7.6,22.9,0.0,0.0,53.5,58.8,49.8,60.2,45.0,27.3,46.1,0.0,35.7,38.7,32.5,56.29999999999999,19.799999999999997,41.65,31.700000000000003,31.05,558.0,C,534.5,C,0.013378023540081191,C,-0.012441448318896481,C
adaltas,node-csv,40.6,39.7,20.2,65.0,37.4,31.4,44.5,24.6,25.1,52.6,66.8,60.6,36.2,47.0,34.1,35.6,25.1,41.7,52.9,39.7,54.63333333333333,37.208333333333336,40.575,37.35,38.37777777777777,728.0,B,700.5,B,0.6581079387495067,B,0.5588495459161316,B
airbnb,javascript,44.8,28.0,20.4,68.7,61.9,37.1,47.8,32.4,31.1,74.9,99.6,99.1,65.5,35.2,52.3,48.0,35.4,73.5,78.6,52.2,88.16666666666667,49.86666666666667,44.75,48.025000000000006,47.547222222222224,904.0,A,922.5,A,1.4648757363637284,B,1.550674188685277,A
janl,mustache.js,39.1,26.0,0.0,55.7,74.5,9.9,29.7,0.0,0.0,61.8,86.3,91.8,7.4,61.6,39.8,53.9,0.0,65.5,62.7,37.6,60.5,22.55,39.05,45.25,35.61666666666667,653.0,B,649.0,B,0.4151733156569486,C,0.39222300593091497,C
log4js-node,log4js-node,31.4,36.4,17.6,46.0,25.6,23.4,39.8,19.5,11.0,51.3,72.0,76.6,7.5,49.1,43.4,45.0,22.4,62.8,57.3,37.4,50.70000000000001,30.250000000000004,31.4,44.824999999999996,35.49166666666667,649.0,B,645.5,B,0.40417526933988107,C,0.3763538116466084,C
beautifier,js-beautify,45.5,33.8,35.1,86.9,26.1,39.7,47.9,38.0,33.2,71.4,77.2,85.2,57.8,65.5,53.2,55.1,35.0,69.5,67.4,52.4,73.5,48.150000000000006,45.475,56.275,49.96666666666667,950.0,A,928.0,A,1.6777490328563023,A,1.566543382969583,A
