owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
ladjs,consolidate,22.4,0.0,10.9,36.8,42.0,20.7,25.2,17.2,19.8,11.5,8.4,6.1,27.5,3.9,38.9,25.9,16.8,74.0,11.7,23.4,14.0,19.05,22.424999999999997,30.150000000000002,23.875,275.0,D,229.5,D,-0.6051059548382144,D,-0.7319372862008204,D
webpack-contrib,stylus-loader,43.0,30.0,17.4,62.2,62.4,26.7,27.1,26.2,26.6,46.3,33.8,40.4,68.8,42.0,48.0,64.2,27.4,52.5,33.6,41.0,47.666666666666664,31.891666666666666,43.0,46.525,40.47222222222222,774.0,B,732.5,B,0.830809232093787,B,0.6630895417270609,B
yeikos,js.merge,25.3,11.0,5.8,34.5,50.0,15.5,22.1,12.8,11.5,38.7,19.5,24.6,66.9,44.0,27.8,50.7,9.8,22.9,19.9,26.8,37.0,20.85,25.325,31.849999999999998,26.00833333333333,366.0,D,331.0,D,-0.4205397852041098,C,-0.46244346716929774,C
expressjs,session,48.2,48.0,27.6,59.4,57.7,29.8,40.7,25.9,22.8,52.7,72.8,80.7,9.2,48.2,36.3,25.5,23.2,60.2,61.1,41.8,54.23333333333333,35.90833333333333,48.175,39.275000000000006,41.11944444444445,787.0,B,746.0,B,0.8868039163708009,B,0.7264998520874189,B
react-bootstrap,react-bootstrap,42.3,40.3,28.9,62.5,37.5,40.6,47.4,36.2,38.2,75.5,91.4,94.6,65.7,50.4,54.5,73.8,37.0,52.7,75.5,53.2,83.89999999999999,51.425,42.3,53.475,49.06666666666666,932.0,A,941.0,A,1.574360962364517,A,1.6300967747225241,A
stylelint-scss,stylelint-scss,36.1,29.0,30.6,73.8,11.0,38.0,40.9,41.0,32.2,41.5,43.2,38.5,48.0,36.3,55.7,58.0,38.2,71.1,39.9,42.8,43.23333333333333,39.33333333333333,36.1,50.900000000000006,42.111111111111114,812.0,A,766.5,B,0.9725983467866545,B,0.8057627400378666,B
palantir,tslint,30.3,30.1,0.0,39.5,51.6,6.1,18.4,0.0,0.0,70.1,72.3,79.9,70.8,57.5,46.2,76.9,0.0,61.6,52.8,38.2,74.33333333333333,23.18333333333333,30.299999999999997,49.0,34.161111111111104,627.0,B,664.0,B,0.2848009802595593,C,0.44115345546580725,C
bvaughn,react-virtualized,39.6,29.2,0.0,82.3,47.0,12.7,31.6,6.3,0.0,60.6,93.2,93.7,36.7,18.9,48.8,73.5,0.0,73.0,66.5,40.4,74.53333333333335,28.108333333333334,39.625,41.35,36.361111111111114,673.0,B,721.5,B,0.4751348426947309,C,0.615531808956792,B
xmldom,xmldom,28.1,22.0,24.9,64.0,1.4,37.8,41.7,40.5,31.2,34.9,25.5,37.6,56.5,19.8,52.6,58.7,38.3,60.9,33.6,38.3,39.86666666666667,38.31666666666667,28.075000000000003,44.425,36.93888888888889,686.0,B,667.0,B,0.5251215136373008,B,0.44907974426085157,C
gulpjs,plugin-error,26.8,7.3,0.0,43.7,56.0,7.4,22.2,0.0,0.0,28.0,10.1,13.3,64.5,24.2,27.3,49.9,0.0,31.9,10.3,22.4,29.3,12.875,26.75,26.5,22.041666666666668,212.0,D,199.5,F,-0.7637175068675233,D,-0.8112001741512682,D
Automattic,mongoose,54.1,44.2,30.0,86.4,55.8,47.3,54.1,46.9,40.8,84.7,93.7,94.7,75.3,75.0,47.2,55.0,43.8,42.6,78.6,58.3,87.89999999999999,57.425,54.10000000000001,54.099999999999994,55.208333333333336,995.0,A,992.0,A,2.1057096616627025,A,2.0343375032698074,A
karma-runner,karma-jasmine,33.5,14.6,13.7,41.9,63.9,14.5,27.0,9.4,7.0,53.2,34.8,50.9,73.7,53.5,50.4,73.1,13.2,65.0,33.4,37.9,53.133333333333326,24.133333333333333,33.525,51.199999999999996,36.286111111111104,671.0,B,655.0,B,0.46864618829353105,C,0.4173745890806726,C
jaredhanson,passport,47.5,30.9,10.6,64.3,84.3,21.4,37.8,19.3,7.1,69.7,91.5,83.3,61.4,42.4,31.9,46.3,9.5,39.8,65.4,42.6,78.73333333333333,35.73333333333333,47.52499999999999,34.5,39.25277777777777,745.0,B,761.0,B,0.7253085179409584,B,0.7899101624477775,B
jinder,path,20.5,2.9,0.0,29.3,49.6,7.4,21.3,1.0,0.0,32.8,17.0,36.1,58.6,19.3,16.6,39.1,0.0,10.6,20.2,19.3,37.233333333333334,14.883333333333333,20.450000000000003,17.25,17.52777777777778,119.5,F,142.0,F,-1.1542383736063522,D,-1.0569151267976562,D
chjj,blessed,34.3,22.3,0.0,52.5,62.3,9.8,29.3,0.0,0.0,55.8,81.1,70.8,37.2,34.2,13.6,30.3,0.0,10.6,53.9,28.4,63.033333333333324,23.083333333333332,34.275,18.775,25.377777777777776,338.0,D,390.0,D,-0.47509254628085673,C,-0.3356228464485815,C
Pomax,react-onclickoutside,29.8,12.3,0.0,55.7,51.0,7.5,22.5,0.0,0.0,46.0,56.0,53.7,46.0,28.1,46.7,70.6,0.0,69.4,39.1,32.5,51.9,18.6,29.75,42.025,30.125,527.0,C,534.5,C,-0.06438475473829755,C,-0.010645005851745392,C
mariocasciaro,object-path,28.8,7.6,0.0,60.8,46.8,7.5,22.5,0.0,0.0,46.4,46.5,38.9,70.9,29.2,38.9,69.8,0.0,47.0,31.0,30.4,52.1,18.65,28.799999999999997,36.5,27.98333333333333,440.0,C,462.5,C,-0.24967188597253595,C,-0.17709707054768586,C
SheetJS,sheetjs,32.0,40.2,16.7,24.7,46.4,12.3,27.4,9.3,0.0,67.6,96.2,97.1,42.4,34.9,38.5,45.4,10.1,59.9,68.5,37.6,78.56666666666668,28.81666666666667,32.0,37.574999999999996,32.797222222222224,596.0,C,648.5,B,0.1668035983710893,C,0.3935957226955385,C
jaredhanson,passport-strategy,32.8,6.9,0.0,40.1,84.3,8.3,24.9,0.0,0.0,31.2,15.6,19.6,59.3,30.5,16.1,45.8,0.0,2.5,14.5,22.1,31.5,14.1,32.825,19.7,22.208333333333332,217.0,D,192.0,F,-0.749298274864859,D,-0.8349790405364024,D
gulpjs,vinyl-fs,35.9,33.3,0.0,54.0,56.2,7.0,21.0,0.0,0.0,51.9,45.4,51.5,62.8,48.0,43.6,48.5,11.8,70.7,34.6,34.6,53.23333333333333,18.55833333333333,35.875,44.75,33.06111111111111,603.0,B,585.5,C,0.18963404904197442,C,0.1558070588441951,C
oclif,config,19.5,8.1,16.1,22.6,31.1,24.7,25.2,29.5,19.6,22.8,10.4,22.2,24.9,33.5,47.9,54.6,30.4,58.6,19.1,28.7,19.166666666666668,23.366666666666667,19.475,44.275,29.03888888888889,488.0,C,402.5,C,-0.158350083288994,C,-0.31184398006344705,C
SeleniumHQ,selenium,50.1,41.2,33.7,93.1,32.4,47.5,52.1,47.4,43.0,74.4,95.3,97.0,46.1,59.3,53.0,66.9,45.5,46.8,79.9,56.3,79.46666666666667,55.49166666666667,50.1,54.625,53.40555555555556,984.0,A,980.0,A,1.9497416355005486,A,1.8758117273689119,A
wnr,element-resize-detector,37.0,30.0,0.0,48.9,69.2,6.2,18.7,0.0,0.0,38.4,51.0,42.8,40.9,18.7,30.5,59.3,0.0,32.2,33.3,28.0,44.9,15.899999999999999,37.025000000000006,27.55,26.825000000000003,397.0,D,372.5,D,-0.3498855483910534,C,-0.36732800162876045,C
browserify,browserify,40.9,17.4,0.6,81.4,64.4,14.8,29.6,7.6,7.2,69.9,85.5,82.8,52.6,58.5,39.6,42.9,3.6,72.3,61.0,41.3,73.63333333333334,29.508333333333336,40.95,44.324999999999996,38.26111111111111,724.0,B,739.0,B,0.6395140875251055,B,0.686868408112195,B
mathiasbynens,base64,29.6,6.7,0.0,46.3,65.4,6.3,18.8,0.0,0.0,35.8,33.7,40.7,45.0,23.6,13.8,38.9,0.0,2.6,26.9,21.4,39.800000000000004,14.650000000000002,29.6,16.275,20.175,164.0,F,177.0,F,-0.9252129052973651,D,-0.890463062101716,D
mscdex,ssh2,45.2,47.7,16.1,58.8,58.2,20.7,36.8,18.1,7.3,54.5,70.9,74.5,35.1,37.4,22.8,35.1,14.6,18.8,55.4,35.8,60.166666666666664,30.591666666666665,45.2,26.475,34.088888888888896,623.0,B,608.5,B,0.2785526463917392,C,0.2509225243847321,C
airbnb,enzyme,43.3,22.6,12.3,76.1,62.0,10.1,23.8,6.5,0.0,61.6,89.6,89.9,54.1,12.9,41.1,50.7,13.4,59.0,63.2,39.0,77.86666666666666,27.041666666666664,43.25,34.0,34.763888888888886,635.0,B,677.5,B,0.3369505360025294,C,0.5045637658261652,B
epeli,underscore.string,12.2,10.0,0.0,38.7,0.0,6.3,18.9,0.0,0.0,60.3,64.7,68.1,52.3,56.0,37.9,56.1,0.0,57.6,46.4,29.2,61.70000000000001,20.150000000000002,12.175,42.425,24.916666666666668,310.0,D,416.0,C,-0.5149857548215615,D,-0.27221253608822316,C
sindresorhus,user-home,39.7,29.9,0.0,54.3,74.8,6.3,18.9,0.0,0.0,29.3,18.6,13.0,63.3,22.2,18.0,40.7,0.0,13.3,12.6,23.3,31.633333333333336,12.633333333333333,39.75,19.05,23.811111111111114,272.0,D,226.0,D,-0.6106333271059022,D,-0.7398635749958651,D
angular,components,48.7,35.5,27.1,67.3,64.7,47.9,53.4,47.6,42.8,72.8,92.7,96.7,59.4,42.6,56.2,78.1,46.0,44.5,79.1,56.4,82.93333333333334,56.68333333333334,48.650000000000006,52.8,52.71111111111111,978.0,A,981.5,A,1.889661502156113,A,1.8837380161639568,A
vuejs,vue-style-loader,19.7,5.3,0.0,26.8,46.7,7.2,21.7,0.0,0.0,34.6,22.0,32.6,71.6,12.3,35.7,55.8,0.0,51.2,20.6,24.3,42.06666666666666,15.941666666666666,19.700000000000003,29.825,21.822222222222223,207.0,D,253.5,D,-0.7827028290043648,D,-0.6606006870454173,D
stevemao,left-pad,27.2,18.2,0.0,25.8,64.7,7.2,21.7,0.0,0.0,48.5,50.6,48.2,70.1,24.9,32.8,45.3,0.0,53.1,35.3,28.9,56.300000000000004,19.5,27.175,30.825000000000003,25.833333333333332,354.0,D,406.0,C,-0.43567997880690723,C,-0.2959914024733576,C
remarkjs,react-markdown,46.2,36.4,24.7,79.3,44.2,26.9,41.5,28.4,10.8,58.7,82.1,78.5,45.6,28.6,46.1,45.1,24.1,69.2,62.5,44.5,68.73333333333333,37.358333333333334,46.14999999999999,41.75,41.75277777777777,802.0,A,806.5,A,0.9415969979809251,B,0.9405096495536281,B
Hacker0x01,react-datepicker,48.9,36.5,29.3,85.5,44.5,46.2,52.3,45.8,40.6,65.8,75.8,90.9,44.8,51.5,58.2,61.4,43.4,69.9,71.0,54.8,70.5,52.3,48.95,56.550000000000004,52.6,976.0,A,965.5,A,1.8800486808210037,A,1.7569173954432402,A
nfl,react-helmet,35.0,19.9,0.5,73.8,45.9,11.9,30.3,5.5,0.0,60.1,87.3,75.0,58.7,19.5,50.2,80.5,0.0,70.1,58.1,39.3,73.66666666666667,27.366666666666667,35.025,42.525,34.97222222222222,640.0,B,683.5,B,0.35497457600586013,C,0.5283426322112994,B
node-js-libs,cli,23.6,8.7,0.0,32.9,52.9,7.3,21.8,0.0,0.0,41.3,41.5,34.9,42.9,46.0,21.1,32.5,0.0,30.8,27.9,23.3,39.76666666666667,15.39166666666667,23.625,27.325,22.11388888888889,215.0,D,226.0,D,-0.757469172999702,D,-0.7398635749958651,D
koajs,compose,36.9,19.7,0.0,57.0,70.9,7.3,21.9,0.0,0.0,43.4,45.7,48.3,49.6,30.1,40.1,63.4,5.5,51.4,33.8,31.9,47.86666666666667,17.441666666666666,36.900000000000006,37.6,30.647222222222222,544.0,C,515.0,C,-0.01920449446328228,C,-0.05820273862201418,C
http-party,http-server,40.8,32.3,0.9,77.6,52.2,13.6,27.7,13.1,0.0,68.1,83.9,86.1,48.3,54.2,48.0,66.2,18.1,59.7,61.2,42.6,72.76666666666667,28.391666666666666,40.75,49.55,39.56388888888889,754.0,B,761.0,B,0.7522244176792658,B,0.7899101624477775,B
ethereumjs,ethereumjs-monorepo,36.7,40.6,29.7,37.6,38.9,43.5,47.1,45.5,37.9,48.0,59.9,74.1,12.7,45.5,54.5,46.5,44.0,73.0,59.2,45.7,48.9,44.85,36.7,52.25,44.6,848.0,A,822.5,A,1.18792554469311,B,1.0356251150941658,B
dcodeIO,bcrypt.js,27.9,22.1,0.0,44.0,45.4,11.0,27.5,5.5,0.0,46.3,64.8,59.5,23.5,37.4,14.5,25.7,0.0,17.9,45.1,24.9,49.26666666666667,20.56666666666667,27.875,20.25,22.897222222222222,239.5,D,271.0,D,-0.6896987825871792,D,-0.6130429542751488,D
goto100,xpath,38.6,45.0,32.4,36.7,40.2,31.7,39.5,29.5,26.2,31.7,21.3,32.9,35.6,36.9,31.7,33.2,13.1,48.9,28.6,33.4,29.933333333333337,31.283333333333335,38.575,33.025,34.294444444444444,628.0,B,563.0,C,0.29633636586169143,C,0.06069159330365751,C
hapijs,boom,36.0,31.8,7.6,47.2,57.2,11.1,27.7,5.6,0.0,56.3,62.4,54.1,68.6,40.0,39.2,46.2,6.9,64.5,42.5,35.6,61.699999999999996,23.75,35.95,39.400000000000006,33.03333333333334,601.0,B,604.0,B,0.18723084370819756,C,0.23506994679464288,C
request,request-promise,29.6,14.0,0.8,53.0,50.8,9.2,25.6,2.1,0.0,52.2,68.7,62.2,48.7,29.1,33.0,43.3,0.0,55.6,46.7,31.0,59.866666666666674,21.89166666666667,29.65,32.0,27.847222222222225,436.0,C,482.0,C,-0.2614475921080448,C,-0.12953933777741708,C
expressjs,errorhandler,34.2,29.9,0.0,49.5,57.2,6.9,20.7,0.0,0.0,42.2,30.0,29.9,68.4,40.4,26.2,51.9,0.0,26.8,22.3,27.4,42.76666666666667,15.866666666666667,34.150000000000006,29.775,26.597222222222225,391.0,D,354.5,D,-0.36959183212802815,C,-0.41488573439902926,C
react-icons,react-icons,37.5,34.3,33.6,49.9,32.3,39.1,48.2,35.7,33.4,65.0,80.8,75.2,70.2,33.8,50.8,61.6,34.5,56.4,65.0,48.1,75.39999999999999,48.175000000000004,37.52499999999999,46.575,44.09166666666666,843.0,A,855.0,A,1.143946887084983,B,1.2258560461752404,B
apostrophecms,sanitize-html,41.4,38.7,6.6,77.3,42.9,17.9,32.6,9.2,11.8,52.1,65.8,67.4,45.8,29.3,37.5,45.4,5.9,61.3,50.4,37.2,59.666666666666664,28.316666666666666,41.375,35.475,35.05555555555555,644.0,B,641.0,B,0.36218419200719193,C,0.3618905675153595,C
react-dnd,react-dnd,30.3,29.6,11.1,59.4,21.2,15.2,34.9,10.6,0.0,67.7,89.8,89.5,44.4,47.2,39.9,73.9,4.3,41.4,64.8,38.3,74.56666666666668,30.016666666666666,30.325,41.7,34.01388888888889,618.0,B,667.0,B,0.27206399199053993,C,0.44907974426085157,C
mishoo,UglifyJS2,50.6,43.3,16.5,81.1,61.4,6.7,20.1,0.0,0.0,12.3,0.0,0.0,19.6,29.6,18.5,27.0,24.8,3.6,2.2,22.0,19.6,9.925,50.574999999999996,21.25,27.25,414.0,C,189.5,F,-0.3131165067842593,C,-0.8429053293314472,D
zenorocha,clipboard.js,47.4,46.7,10.1,74.9,58.0,13.1,30.9,8.3,0.0,57.2,96.1,95.0,4.6,33.2,41.5,55.2,4.2,65.0,68.1,39.8,65.23333333333333,26.108333333333334,47.425000000000004,39.400000000000006,37.644444444444446,704.0,B,702.0,B,0.586162929115247,B,0.5679740761865233,B
reactjs,react-modal,36.5,28.6,27.8,56.4,33.0,23.4,36.6,14.3,19.2,57.0,74.8,78.0,50.7,24.3,56.6,77.3,17.8,74.8,58.7,43.4,67.83333333333333,34.48333333333333,36.45,48.550000000000004,39.82777777777778,760.0,B,784.0,B,0.7750548683501516,B,0.8533204728081355,B
medialize,URI.js,34.4,12.8,0.0,70.5,54.4,12.6,18.3,19.6,0.0,57.5,73.3,71.5,24.1,61.0,28.0,25.1,0.0,58.9,52.5,33.1,56.300000000000004,23.55,34.425,36.25,31.40833333333333,565.0,C,554.5,C,0.04664333168221855,C,0.036912726918523396,C
sindresorhus,tildify,33.0,7.8,0.0,48.5,75.6,6.0,18.1,0.0,0.0,28.8,14.7,11.5,59.0,30.1,26.7,44.1,0.0,36.1,10.7,23.6,28.400000000000002,11.625,32.974999999999994,27.575000000000003,24.058333333333334,282.0,D,236.5,D,-0.5892447996352835,D,-0.7160847086107307,D
apollographql,apollo-link,28.0,5.1,0.0,68.5,38.5,6.0,18.1,0.0,0.0,43.4,52.7,65.8,49.2,6.0,53.6,82.1,0.0,78.7,41.5,32.8,55.9,18.5,28.025,41.7,29.40833333333333,501.0,C,548.0,C,-0.12638745234975485,C,0.013133860533388721,C
winstonjs,winston-daily-rotate-file,35.3,31.4,25.1,37.3,47.5,15.0,31.5,7.8,5.7,36.9,43.3,49.4,33.0,21.9,38.4,46.0,8.7,60.5,35.9,31.4,41.9,21.724999999999998,35.324999999999996,34.275,30.441666666666663,539.0,C,499.0,C,-0.036988213933235425,C,-0.09783418259723808,C
facebook,react-native,48.8,40.5,26.5,81.3,46.8,44.9,49.6,43.8,41.4,78.7,99.5,98.9,67.2,49.1,55.3,69.9,46.0,50.0,81.1,56.9,88.53333333333335,55.833333333333336,48.775000000000006,53.75,52.78611111111112,979.0,A,987.0,A,1.896150156557313,A,1.9233694601391806,A
75lb,command-line-args,33.9,21.0,0.0,49.3,65.5,6.6,17.1,2.5,0.0,40.1,38.1,41.7,49.5,31.0,23.7,54.6,0.8,15.8,28.8,26.1,43.1,15.675,33.95,25.55,25.058333333333334,318.0,D,302.5,D,-0.5027294076192969,D,-0.5179274887346111,D
naugtur,xhr,35.6,17.9,0.0,76.4,48.2,5.7,17.2,0.0,0.0,45.3,42.1,41.6,58.3,39.2,38.5,59.5,0.0,56.0,29.8,31.3,47.333333333333336,16.133333333333333,35.625,38.675,30.144444444444446,529.0,C,496.5,C,-0.06270251100465325,C,-0.10576047139228269,C
sidorares,node-mysql2,48.7,21.0,30.1,67.4,76.2,43.3,46.8,44.1,38.9,61.8,67.0,72.3,56.6,51.3,44.5,55.7,42.8,34.9,60.9,49.6,65.3,48.775,48.675,46.175,47.875,906.0,A,883.0,A,1.4712634535454663,B,1.344750378100912,B
vuejs,vue-hot-reload-api,19.6,4.3,0.0,26.4,47.5,5.7,17.2,0.0,0.0,36.5,32.4,26.9,70.0,16.6,39.2,76.3,0.0,41.4,21.7,25.2,43.1,15.075,19.55,33.574999999999996,22.73333333333333,231.0,D,277.0,D,-0.7038776940564662,D,-0.5892640878900144,D
vuejs,vuex,35.3,36.3,6.4,50.9,47.5,16.2,27.7,15.1,5.8,73.1,95.1,97.4,63.8,36.2,49.8,72.8,6.9,69.7,69.6,43.6,85.43333333333334,33.50833333333333,35.275,46.400000000000006,38.394444444444446,727.0,B,789.0,B,0.651049473127237,B,0.8691730503982252,B
prettymuchbryce,http-status-codes,32.4,33.6,5.4,37.7,52.7,17.5,27.3,13.4,11.9,41.3,45.2,41.2,37.8,40.9,34.5,57.9,10.9,34.7,34.6,31.4,41.4,23.5,32.35000000000001,36.1,30.650000000000006,545.0,C,499.0,C,-0.01896417392990404,C,-0.09783418259723808,C
kelektiv,node-cron,52.5,39.6,28.4,91.8,50.2,35.7,39.0,42.2,25.8,62.9,76.6,72.7,39.0,63.2,47.8,41.3,35.7,66.4,61.7,49.7,62.76666666666667,42.44166666666667,52.5,51.650000000000006,48.86388888888889,927.0,A,887.0,A,1.556817563427942,A,1.352676666895957,B
jasmine,jasmine-npm,41.5,44.2,4.1,64.8,52.8,11.9,21.6,8.2,5.9,36.8,28.6,47.7,24.2,46.8,23.4,32.0,3.0,35.2,29.4,28.4,33.50000000000001,17.3,41.474999999999994,29.25,29.341666666666665,499.0,C,390.0,D,-0.1321551451508206,C,-0.3356228464485815,C
parshap,node-sanitize-filename,30.9,8.2,0.0,41.6,73.8,6.5,16.8,2.6,0.0,23.2,26.5,27.7,9.0,29.4,25.4,53.5,0.0,22.8,20.2,21.5,21.066666666666666,10.116666666666667,30.9,26.424999999999997,22.480555555555554,222.0,D,182.5,F,-0.7257468625938405,D,-0.8825367733066711,D
mui-org,material-ui,40.2,39.8,30.2,90.9,0.0,43.6,42.2,46.4,42.3,78.3,98.9,99.4,62.5,52.3,56.3,71.3,46.3,51.3,80.6,54.6,86.93333333333334,54.45833333333334,40.224999999999994,55.3,49.99444444444445,945.0,A,964.0,A,1.6546280205126829,A,1.741064817853151,A
knex,knex,36.7,38.3,33.5,53.9,21.3,39.9,40.3,38.5,41.1,71.1,88.6,90.2,49.1,56.6,55.9,54.2,43.0,70.4,72.9,50.9,75.96666666666667,48.96666666666666,36.75,56.050000000000004,47.25555555555556,896.0,A,907.5,A,1.4176719746022306,B,1.447792132436494,B
sequelize,sequelize,48.3,46.7,33.5,76.4,36.8,42.2,39.6,47.5,39.4,82.2,95.4,95.5,59.8,78.2,54.7,66.6,44.0,53.7,77.7,56.9,83.56666666666666,52.516666666666666,48.35000000000001,60.625,53.830555555555556,989.0,A,987.0,A,1.9865106771073426,A,1.9233694601391806,A
react-component,slider,37.9,28.3,24.9,49.0,49.5,29.7,29.6,31.0,28.6,45.9,62.9,75.7,9.1,35.9,49.1,35.7,31.9,79.7,56.1,40.7,49.23333333333333,34.60833333333333,37.925,45.800000000000004,39.44444444444445,751.0,B,728.0,B,0.7418906347440234,B,0.6393106753419268,B
trentm,node-bunyan,37.2,6.3,9.7,81.9,51.0,8.4,16.1,9.1,0.0,59.1,74.4,70.9,50.4,40.6,36.7,66.3,2.9,40.8,51.2,35.3,65.23333333333333,22.608333333333334,37.225,37.65,32.49444444444445,588.0,C,597.5,C,0.1406086602329156,C,0.2112910804095082,C
nashwaan,xml-js,22.0,3.6,0.0,54.2,30.4,5.6,16.7,0.0,0.0,42.7,49.7,53.2,50.1,17.9,34.4,79.5,0.0,23.6,36.2,26.2,51.0,16.925,22.05,30.25,23.075,246.0,D,307.5,D,-0.6743182684510038,D,-0.5100011999395666,D
websockets,bufferutil,28.9,43.3,4.7,32.1,35.4,10.2,15.2,9.3,6.0,31.8,16.7,25.0,54.4,31.1,29.7,39.8,9.8,39.6,17.3,25.2,32.03333333333333,15.633333333333333,28.875,30.075000000000003,24.861111111111114,307.0,D,277.0,D,-0.5197921654891161,D,-0.5892640878900144,D
firebase,firebase-js-sdk,48.1,33.8,28.1,89.8,40.9,41.9,40.5,44.3,40.9,57.6,68.5,79.0,65.4,17.4,69.2,83.5,45.4,78.8,63.1,54.2,70.96666666666667,49.166666666666664,48.15,56.275000000000006,51.19722222222222,963.0,A,957.0,A,1.7586868114652445,A,1.709359662672972,A
hudochenkov,stylelint-order,33.4,26.8,28.3,39.8,38.5,15.2,20.7,18.9,6.1,36.0,44.3,31.4,42.8,25.6,33.9,55.6,12.6,33.4,30.3,29.6,39.49999999999999,21.299999999999997,33.349999999999994,31.799999999999997,28.816666666666663,481.0,C,432.0,C,-0.1775757259592138,C,-0.24050738090804388,C
googleapis,google-api-nodejs-client,51.7,34.5,33.5,90.6,48.1,40.4,44.1,43.5,33.6,60.1,81.0,88.9,5.7,64.8,40.9,34.7,39.7,48.4,70.1,48.3,58.53333333333333,44.93333333333333,51.675,46.9,47.83611111111111,903.0,A,859.0,A,1.4678989660781778,B,1.2417086237653296,B
FortAwesome,Font-Awesome,33.8,24.5,18.2,73.3,19.4,29.5,42.2,23.4,23.0,79.1,98.6,98.1,58.0,61.6,34.5,40.2,11.5,51.9,75.4,44.2,84.89999999999999,43.375,33.85,41.3,39.50833333333333,753.0,B,800.0,A,0.7474180070117109,B,0.916730783168494,B
webpack-contrib,eslint-loader,39.1,30.0,0.0,64.2,62.2,5.5,16.6,0.0,0.0,51.9,46.7,46.3,74.1,40.5,49.7,85.2,0.0,63.8,32.8,36.6,55.699999999999996,18.075,39.1,47.375,34.85,636.0,B,626.0,B,0.3444004725372397,C,0.31433283474509066,C
ciaranj,node-oauth,29.7,4.6,12.8,21.7,79.7,8.9,16.7,10.1,0.0,47.1,59.8,74.0,5.6,49.0,23.4,23.2,0.0,47.0,47.6,27.3,46.46666666666667,18.316666666666666,29.7,29.8,25.938888888888886,360.0,D,352.5,D,-0.4265477985385532,C,-0.42281202319407385,C
webpack-contrib,html-loader,52.6,54.7,19.5,73.8,62.4,25.5,28.4,24.4,23.8,52.6,48.9,55.4,63.0,43.3,52.2,65.5,25.1,65.9,43.3,45.7,55.76666666666667,33.09166666666667,52.6,49.95,45.21388888888888,856.0,A,822.5,A,1.24103638256959,B,1.0356251150941658,B
npm,security-holder,21.7,0.0,0.0,25.7,61.2,5.4,16.3,0.0,0.0,16.6,18.0,26.6,11.6,10.4,20.2,23.0,0.0,37.5,16.7,16.0,18.733333333333334,8.758333333333333,21.725,17.725,16.069444444444446,105.0,F,104.0,F,-1.2804066536296659,D,-1.318482657034134,D
pugjs,pug,34.8,33.4,0.0,52.8,52.9,9.0,27.0,0.0,0.0,74.6,90.8,89.3,55.8,62.6,40.8,71.5,2.5,48.4,63.0,39.8,78.63333333333333,26.40833333333333,34.775,46.25,35.81111111111111,659.0,B,702.0,B,0.4275513770859378,C,0.5679740761865233,B
typeorm,typeorm,47.6,36.5,38.6,90.8,24.2,45.1,49.4,42.0,44.0,67.3,95.9,96.5,48.4,28.3,47.4,59.2,22.0,61.1,79.2,51.8,80.26666666666667,53.916666666666664,47.525,42.650000000000006,48.03055555555556,907.0,A,918.5,A,1.4847214034146201,B,1.5191287315918969,A
yiminghe,async-validator,27.8,14.1,3.1,49.8,44.4,9.6,23.5,5.2,0.0,57.5,77.7,76.3,57.9,18.1,39.1,73.9,0.0,43.2,54.5,33.5,70.63333333333334,24.833333333333336,27.85,33.800000000000004,28.827777777777783,482.0,C,566.5,C,-0.17661444382570207,C,0.0686178820987024,C
formatjs,formatjs,48.1,52.0,36.9,62.0,41.5,42.1,45.9,42.0,38.5,66.5,85.0,85.1,40.7,55.3,57.1,76.7,38.4,56.3,70.7,53.5,70.26666666666667,49.166666666666664,48.1,56.675,51.31388888888889,966.0,A,949.0,A,1.7687802738671097,A,1.6538756411076583,A
flitbit,diff,29.9,10.8,0.0,46.1,62.9,5.5,16.5,0.0,0.0,51.0,62.5,59.0,47.7,35.0,34.4,62.8,0.0,40.5,42.3,30.2,56.4,18.225,29.950000000000003,34.575,27.583333333333332,423.0,C,452.5,C,-0.28427804277893054,C,-0.19294964813777538,C
driverdan,node-XMLHttpRequest,26.0,2.7,0.0,36.1,65.2,5.5,16.5,0.0,0.0,36.9,29.7,62.9,5.5,49.5,22.6,20.0,0.0,47.9,32.7,22.8,32.699999999999996,12.299999999999999,26.0,29.35,22.55,224.0,D,211.5,D,-0.7197388492593967,D,-0.779495018971089,D
gulpjs,gulp,45.4,40.2,7.0,77.8,56.5,12.6,29.0,8.7,0.0,76.5,95.8,95.6,68.7,45.8,44.6,54.3,0.0,79.6,68.0,44.8,86.69999999999999,31.099999999999998,45.375,44.925,40.46666666666666,773.0,B,812.5,A,0.8303285910270312,B,0.9642885159387623,B
roryrjb,md5-file,18.5,18.3,0.0,43.1,12.3,5.3,16.0,0.0,0.0,31.3,21.0,15.0,62.1,27.0,27.7,43.7,0.0,39.4,13.8,20.7,32.699999999999996,12.174999999999999,18.425,27.525,19.375,148.0,F,161.5,F,-0.9944252189101546,D,-0.9459470836670294,D
