owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
webpack-contrib,sass-loader,50.0,53.2,28.7,55.8,62.3,35.6,48.6,28.9,29.3,68.5,67.2,68.3,87.6,50.8,52.5,76.4,30.7,50.5,57.0,51.7,74.36666666666666,45.291666666666664,50.0,52.099999999999994,49.13055555555555,934.0,A,916.5,A,1.579888334632205,A,1.5112024427968525,A
AriaMinaei,pretty-error,24.1,6.7,0.0,37.8,51.7,9.8,29.5,0.0,0.0,48.7,53.5,26.3,86.0,28.9,32.2,62.9,0.0,33.7,29.9,28.7,55.26666666666667,21.19166666666667,24.05,31.375,25.53888888888889,343.0,D,402.5,C,-0.46115395534494746,C,-0.31184398006344705,C
handlebars-lang,handlebars.js,34.4,37.6,25.2,55.8,19.0,37.9,52.6,30.8,30.4,75.6,88.1,90.1,76.2,48.2,61.1,78.1,29.4,75.9,72.0,52.3,84.8,49.65,34.400000000000006,57.900000000000006,47.31666666666667,897.0,A,925.5,A,1.4229590263365408,B,1.5587601755671208,A
browserify,commonjs-assert,33.0,22.6,8.6,36.1,64.6,19.4,35.6,11.8,10.7,22.2,24.7,29.1,4.1,30.9,20.0,20.1,9.0,30.8,24.4,23.6,19.3,19.35,32.974999999999994,22.700000000000003,25.008333333333336,313.0,D,236.5,D,-0.5070551772200959,D,-0.7160847086107307,D
JedWatson,classnames,51.5,53.4,29.1,61.5,61.9,37.1,49.0,35.9,26.4,63.5,87.6,71.4,75.0,20.1,48.7,47.9,28.2,69.9,65.4,50.2,78.0,47.325,51.475,41.525,46.775000000000006,886.0,A,894.5,A,1.3760965223278814,B,1.3923081108711808,B
motdotla,dotenv-expand,55.0,52.8,23.7,68.8,74.7,15.2,35.3,2.5,7.9,44.7,43.7,39.4,83.9,11.8,46.4,70.3,15.8,53.1,32.8,40.3,55.666666666666664,25.34166666666667,55.0,37.75000000000001,39.36388888888889,749.0,B,719.5,B,0.7349213392760683,B,0.6076055201617472,B
mafintosh,tar-fs,30.7,27.3,1.3,24.6,69.7,14.6,33.2,2.5,8.0,39.2,27.7,36.0,65.3,27.7,31.0,32.6,11.6,48.8,26.1,28.9,43.0,21.675,30.725,30.175,27.525000000000002,421.0,C,406.0,C,-0.2893247739798628,C,-0.2959914024733576,C
webpack-contrib,mini-css-extract-plugin,50.8,53.2,27.6,59.6,62.6,34.7,51.0,26.2,26.8,62.5,68.4,67.3,86.8,27.6,50.3,64.1,30.0,56.7,56.8,49.6,74.16666666666667,44.54166666666667,50.75,44.6,46.63055555555556,882.0,A,883.0,A,1.3635998545922388,B,1.344750378100912,B
webpack,webpack-dev-server,56.6,58.4,30.3,79.0,58.6,34.9,49.8,36.1,18.8,78.6,75.7,85.9,89.7,62.9,57.5,64.4,31.5,76.7,65.5,56.9,83.76666666666667,47.116666666666674,56.575,58.87500000000001,54.1888888888889,992.0,A,987.0,A,2.017512025913072,A,1.9233694601391806,A
bripkens,connect-history-api-fallback,25.2,12.9,2.2,31.0,54.5,13.3,32.6,2.4,5.0,56.5,55.9,47.6,90.2,32.1,35.9,83.4,3.4,21.0,38.9,32.7,64.56666666666666,26.141666666666666,25.15,34.975,28.755555555555556,477.0,C,542.5,C,-0.18286277769352371,C,0.005207571738344392,C
webpack-contrib,file-loader,38.4,30.6,0.0,60.6,62.5,10.2,30.5,0.0,0.0,65.5,56.1,60.9,87.9,57.1,48.2,88.1,0.0,56.6,42.4,40.6,68.3,24.7,38.425,50.449999999999996,37.85833333333333,710.0,B,725.0,B,0.6046676101853324,B,0.6313843865468819,B
jashkenas,underscore,41.7,34.9,16.1,58.6,57.2,23.2,43.3,14.4,12.0,78.3,94.4,96.3,72.9,49.5,58.2,75.3,17.6,81.6,71.3,50.3,87.86666666666667,39.391666666666666,41.7,55.99999999999999,45.69722222222222,866.0,A,897.0,A,1.2828521553773176,B,1.4002343996662252,B
github,fetch,54.1,49.9,26.0,83.1,57.2,40.9,53.1,37.2,32.3,78.4,93.3,93.2,85.0,42.1,53.5,51.2,36.0,73.2,75.8,56.7,90.5,53.275000000000006,54.05,50.625,52.65,977.0,A,984.5,A,1.8843744504218027,A,1.9075168825490916,A
prettier,eslint-plugin-prettier,40.9,39.1,28.2,73.7,22.5,40.5,54.4,35.9,31.3,51.6,63.4,54.2,72.0,16.9,48.4,54.8,32.4,58.1,52.7,45.4,63.199999999999996,46.2,40.875,40.550000000000004,42.541666666666664,818.0,A,819.5,A,1.0098480294602037,B,1.011846248709031,B
winstonjs,winston,50.8,32.6,33.6,89.2,47.8,41.7,56.6,34.1,34.4,75.0,91.2,88.6,59.9,60.2,53.2,50.3,33.0,76.4,73.8,55.2,79.9,51.25,50.8,54.974999999999994,52.34166666666666,975.0,A,970.0,A,1.8576988712168732,A,1.7886225506234197,A
nodejs,node-gyp,50.7,34.1,29.5,83.0,56.1,43.4,57.6,35.3,37.4,74.0,78.9,88.2,77.4,51.6,48.1,38.0,38.8,67.6,70.2,54.1,81.50000000000001,52.95,50.675,48.99999999999999,50.875,957.0,A,954.5,A,1.7308096295934265,A,1.701433373877927,A
jsx-eslint,eslint-plugin-jsx-a11y,36.4,19.7,23.0,80.2,22.6,36.7,53.2,26.5,30.3,63.5,64.3,73.3,84.4,32.0,54.0,49.6,34.4,78.0,58.1,47.6,74.0,46.0,36.375,48.5,43.625,832.0,A,848.5,A,1.103573037477523,B,1.1862246022000165,B
expressjs,serve-index,26.6,12.9,0.0,38.6,54.9,11.1,33.2,0.0,0.0,53.3,30.9,49.2,90.3,42.8,20.7,48.0,0.0,14.2,30.4,27.9,56.79999999999999,22.5,26.6,26.25,25.116666666666664,324.0,D,369.0,D,-0.49768267641836456,C,-0.37525429042380537,C
zspecza,common-tags,37.5,15.9,0.0,73.9,60.3,9.6,28.7,0.0,0.0,31.2,57.7,34.1,4.0,29.0,40.5,59.5,0.0,61.9,33.8,29.7,31.933333333333337,15.158333333333335,37.525000000000006,37.6,30.094444444444445,524.0,C,437.0,C,-0.06702828060545266,C,-0.23258109211299927,C
felixge,node-stack-trace,29.1,3.9,0.0,33.5,78.9,11.1,33.3,0.0,0.0,33.1,31.6,23.5,30.9,46.4,37.4,63.9,0.0,48.2,22.1,27.7,28.666666666666668,15.491666666666667,29.075000000000003,39.625,28.063888888888886,444.0,C,362.0,D,-0.24270259050458146,C,-0.3911068680138949,C
ramda,ramda,38.2,44.3,22.6,49.3,36.8,38.9,52.3,29.0,35.4,71.7,92.3,86.0,60.5,47.8,63.1,66.9,30.4,92.1,72.4,53.0,79.60000000000001,49.075,38.25,59.3,48.875,928.0,A,938.0,A,1.557778845561453,A,1.6142441971324344,A
syntax-tree,unist-util-visit,37.8,30.5,5.2,67.6,47.9,16.0,32.5,10.4,5.1,32.7,22.3,15.4,62.3,30.6,26.6,40.1,4.2,35.5,17.9,28.3,33.333333333333336,20.333333333333332,37.8,27.6,28.577777777777772,466.0,C,385.5,D,-0.19824329182969969,C,-0.34354913524362607,C
sindresorhus,gzip-size,27.3,22.7,0.0,52.8,33.5,11.1,33.4,0.0,0.0,37.0,19.2,14.8,84.1,29.9,29.8,42.7,0.0,46.6,15.0,26.3,39.36666666666667,18.191666666666666,27.25,29.800000000000004,25.08055555555556,319.5,D,312.5,D,-0.5008068433522745,D,-0.5020749111445216,D
survivejs,webpack-merge,36.8,33.5,11.2,70.3,32.1,25.8,44.1,12.6,20.6,50.7,61.1,47.5,78.5,15.8,38.7,57.3,14.7,44.0,44.8,38.0,62.36666666666667,34.916666666666664,36.775,32.95,34.88055555555555,637.0,B,657.0,B,0.34704399840439454,C,0.42530087787571746,C
indutny,elliptic,26.1,4.1,0.0,26.9,73.5,11.9,35.6,0.0,0.0,56.6,54.0,65.7,82.7,24.1,42.9,74.1,0.0,54.5,43.9,34.4,67.46666666666667,25.766666666666666,26.125,38.175,30.022222222222222,520.0,C,582.0,C,-0.07327661447327397,C,0.1399544812541053,C
cssnano,cssnano,35.9,45.2,29.8,54.6,13.8,38.3,50.4,33.0,31.6,65.6,68.3,63.5,87.4,43.3,56.5,67.1,33.5,68.8,56.7,49.1,73.06666666666668,47.016666666666666,35.85000000000001,53.175,45.34722222222223,859.0,A,873.5,A,1.2525717681717228,B,1.3051189341256881,B
graphql,graphql-js,31.3,32.7,27.6,43.5,21.3,41.2,54.2,34.4,34.9,56.5,89.4,89.6,3.9,43.1,56.5,54.9,39.9,74.8,73.4,46.4,60.96666666666667,46.11666666666667,31.275000000000002,53.175,43.52222222222222,830.0,A,833.0,A,1.0946811777425463,B,1.091109136659479,B
kulshekhar,ts-jest,46.2,46.4,34.1,66.6,37.8,40.8,54.7,33.6,34.0,60.3,73.8,68.8,63.6,35.0,59.5,75.2,38.0,65.3,61.1,51.7,68.73333333333333,47.75833333333334,46.224999999999994,53.375,49.11944444444445,933.0,A,916.5,A,1.5789270524986945,A,1.5112024427968525,A
aws,aws-sdk-js,52.8,47.1,29.8,87.6,46.8,43.8,56.9,38.0,36.4,58.4,75.3,86.9,3.7,67.8,42.0,24.6,40.5,60.9,68.7,49.3,55.29999999999999,46.65,52.825,48.45,49.30833333333334,937.0,A,877.5,A,1.595268848768381,A,1.3209715117157774,B
hughsk,flat,38.9,14.1,15.2,38.0,88.2,28.2,42.3,21.6,20.7,53.9,55.1,54.8,67.6,38.1,39.1,44.6,17.6,55.1,46.0,40.0,59.166666666666664,35.94166666666666,38.875,38.85,37.888888888888886,711.0,B,712.0,B,0.6073111360524878,B,0.583826653776613,B
alexreardon,memoize-one,30.2,40.6,0.0,41.9,38.4,11.0,32.9,0.0,0.0,46.4,62.2,36.7,65.6,21.1,30.4,73.6,0.0,17.8,36.6,29.5,54.833333333333336,21.933333333333334,30.225,28.125,26.76111111111111,395.5,D,427.0,C,-0.35541292065874186,C,-0.24843366970308878,C
expressjs,cors,42.5,38.3,2.1,71.7,57.8,16.9,39.3,11.4,0.0,63.8,72.4,69.5,79.1,34.1,36.4,44.3,3.1,61.8,52.9,39.9,73.66666666666667,31.09166666666667,42.474999999999994,35.824999999999996,36.46388888888888,675.0,B,707.5,B,0.4840267024297064,C,0.5759003649815682,B
remix-run,react-router,34.9,40.8,27.5,58.6,12.7,49.5,62.4,44.4,41.7,81.9,97.6,97.7,79.3,53.2,63.1,81.3,44.7,63.4,81.6,57.4,91.53333333333335,60.00833333333334,34.9,60.64999999999999,51.85277777777778,971.0,A,990.0,A,1.8154024573423915,A,1.9630009041144045,A
crypto-browserify,createHash,8.2,6.7,0.0,26.0,0.0,10.4,31.3,0.0,0.0,13.7,12.3,20.6,3.0,19.1,12.9,12.5,0.0,26.2,14.4,11.3,11.966666666666669,10.816666666666666,8.175,14.450000000000001,11.147222222222224,46.0,F,54.0,F,-1.7062546387750228,F,-1.6910182304012387,F
BerkeleyTrue,warning,28.1,30.3,0.0,50.7,31.5,9.6,28.9,0.0,0.0,33.5,21.8,17.1,72.3,23.0,38.5,79.8,0.0,35.9,16.2,27.5,37.06666666666667,16.491666666666667,28.125,34.675,26.430555555555554,383.0,D,357.0,D,-0.384011064130693,C,-0.4069594456039844,C
then,is-promise,26.5,24.3,0.0,30.5,51.4,9.5,28.4,0.0,0.0,40.8,23.9,19.9,78.8,40.7,18.7,36.2,0.0,19.9,17.8,23.9,40.86666666666667,17.316666666666666,26.549999999999997,24.200000000000003,22.688888888888886,229.0,D,241.5,D,-0.70772282259051,D,-0.6923058422255965,D
immerjs,immer,25.9,42.8,15.6,34.9,10.5,22.0,43.4,17.2,5.2,70.9,94.0,78.1,81.6,29.9,57.1,85.8,19.1,66.3,64.7,44.0,84.56666666666666,37.59166666666666,25.949999999999996,50.275,37.93888888888889,715.0,B,796.5,B,0.6116369056532875,B,0.9008782055784043,B
avoidwork,filesize.js,41.5,39.7,20.5,45.8,60.1,33.6,44.1,26.9,29.8,54.1,53.3,39.9,83.4,39.9,39.9,53.9,17.8,48.0,42.3,42.3,58.86666666666667,39.91666666666667,41.525,39.9,40.44722222222222,771.0,B,754.5,B,0.8286463472933875,B,0.7661312960626427,B
jest-community,eslint-plugin-jest,32.9,42.4,31.3,39.3,18.6,41.0,50.6,39.9,32.6,54.6,48.1,56.4,79.8,34.0,57.8,60.2,37.7,75.5,48.5,46.6,61.43333333333334,46.13333333333333,32.9,51.849999999999994,43.62777777777777,833.0,A,837.0,A,1.1038133580109002,B,1.1069617142495687,B
typicode,husky,42.0,49.1,35.0,41.2,42.5,43.3,56.9,35.2,37.7,71.9,95.5,80.9,64.4,46.6,47.9,58.9,36.0,48.9,73.2,51.2,80.26666666666667,52.516666666666666,41.95,47.6,47.355555555555554,899.0,A,910.0,A,1.4263235138038288,B,1.4715709988216286,B
mscdex,busboy,31.1,29.4,6.4,30.2,58.2,17.5,38.9,8.2,5.3,55.5,61.6,55.6,73.0,31.9,24.2,40.2,5.4,27.1,44.9,32.1,63.4,28.95,31.05,26.150000000000006,28.71666666666667,472.0,C,523.0,C,-0.18622726516081198,C,-0.0423501610319244,C
stefanpenner,es6-promise,32.4,17.1,0.0,30.8,81.6,10.3,31.0,0.0,0.0,62.4,74.7,72.5,74.3,28.0,53.2,83.0,0.0,76.7,52.5,39.6,73.83333333333333,26.208333333333332,32.375,46.925,35.169444444444444,648.0,B,693.5,B,0.3720373338756798,C,0.5521214985964341,B
postcss,postcss-import,40.1,48.0,31.5,29.6,51.5,32.9,47.7,30.6,20.4,54.6,51.4,45.2,81.9,39.8,44.1,46.3,25.8,60.1,43.2,42.9,59.5,39.550000000000004,40.15,43.0,40.9,782.0,B,770.0,B,0.867818594233959,B,0.8136890288329116,B
MikeMcl,bignumber.js,32.7,41.3,15.5,34.4,39.6,28.2,50.8,13.3,20.5,62.9,73.5,75.6,66.6,36.1,21.1,31.9,10.8,20.4,59.1,36.2,71.89999999999999,39.125,32.699999999999996,24.799999999999997,32.20833333333333,583.0,C,616.5,B,0.11585564529500766,C,0.2826276795649117,C
felixge,node-dateformat,35.0,17.7,0.0,43.2,79.0,10.9,32.8,0.0,0.0,42.8,50.9,51.1,10.0,59.2,41.3,53.0,0.0,70.9,37.6,32.5,37.333333333333336,17.53333333333333,34.975,45.775000000000006,32.76111111111111,594.0,C,534.5,C,0.16367943143717864,C,-0.010645005851745392,C
benjamn,recast,36.4,16.9,24.6,31.4,72.7,28.9,47.7,26.9,12.1,60.1,68.8,64.8,68.0,38.7,55.4,68.7,20.6,77.0,54.2,45.2,67.2,38.475,36.400000000000006,51.25,42.041666666666664,809.0,A,816.5,A,0.9665903334522105,B,0.9959936711189419,B
validatorjs,validator.js,36.7,33.5,22.6,54.9,35.8,41.9,59.6,31.4,34.6,61.6,91.7,91.2,7.0,56.3,51.1,28.9,37.7,86.8,74.9,47.8,63.300000000000004,47.225,36.7,52.425,45.45000000000001,860.0,A,850.5,A,1.2614636279066995,B,1.2020771797901058,B
reduxjs,redux,41.8,32.5,24.0,88.3,22.4,46.7,60.5,39.2,40.4,78.1,98.2,98.5,74.9,40.7,68.2,87.9,39.5,77.1,81.1,58.7,90.53333333333335,57.65833333333334,41.800000000000004,61.3,53.58611111111111,988.0,A,994.5,A,1.9653624701701013,A,2.066042658449987,A
moment,moment-timezone,40.6,42.4,16.3,56.3,47.2,30.1,51.3,18.8,20.3,67.6,66.7,78.7,64.1,60.8,54.9,64.0,20.8,79.8,58.5,48.3,69.83333333333333,40.05833333333334,40.55,56.35000000000001,45.65277777777778,865.0,A,859.0,A,1.2790070268432738,B,1.2417086237653296,B
hapijs,joi,45.0,47.8,33.5,41.3,57.5,41.1,56.8,34.1,32.5,71.3,90.1,86.5,72.5,36.2,52.6,45.4,28.7,83.8,72.6,52.5,83.03333333333333,51.608333333333334,45.025,48.52499999999999,48.3861111111111,917.0,A,929.5,A,1.5154824316869695,A,1.5746127531572105,A
node-formidable,formidable,43.7,44.1,22.0,71.1,37.5,20.9,45.6,11.6,5.4,67.2,74.0,74.8,67.0,52.9,54.5,75.1,21.6,66.8,56.6,46.6,71.93333333333334,33.63333333333333,43.675,54.099999999999994,43.80277777777778,837.0,A,837.0,A,1.1189535516136984,B,1.1069617142495687,B
remix-run,history,19.2,27.6,0.0,36.9,12.3,12.4,37.1,0.0,0.0,65.2,76.8,80.6,74.6,28.6,45.1,81.1,0.0,54.3,56.6,35.5,77.33333333333333,28.608333333333334,19.2,40.99999999999999,29.602777777777778,508.0,C,600.5,B,-0.10956501501331282,C,0.227143657999598,C
dominictarr,split,31.3,16.9,0.0,17.4,90.8,10.5,31.4,0.0,0.0,38.6,27.6,22.9,67.4,36.6,17.8,34.3,0.0,19.0,20.3,24.5,39.300000000000004,17.675,31.275,22.475,23.808333333333337,271.0,D,258.0,D,-0.6108736476392799,D,-0.6447481094553278,D
yeoman,configstore,35.1,23.8,0.0,51.3,65.2,12.4,37.2,0.0,0.0,48.5,43.4,28.0,77.2,45.4,32.5,41.6,3.2,52.6,27.9,32.1,49.53333333333334,21.683333333333337,35.075,35.7,30.819444444444446,555.0,C,523.0,C,-0.00430462139386217,C,-0.0423501610319244,C
gulpjs,findup-sync,32.5,25.1,10.5,38.0,56.2,13.9,33.3,2.8,5.5,38.6,15.0,18.7,73.1,47.5,26.2,43.8,5.1,29.6,15.9,27.8,35.6,19.299999999999997,32.45,31.5,27.75,433.0,C,365.5,D,-0.26985881077626594,C,-0.38318057921884996,C
airbnb,babel-plugin-dynamic-import-node,32.8,26.7,0.0,42.6,61.9,10.5,31.5,0.0,0.0,39.9,36.0,31.3,84.2,8.2,30.4,55.3,0.0,35.9,25.9,28.4,50.5,20.5,32.8,24.849999999999998,26.049999999999997,370.0,D,390.0,D,-0.4169349772034436,C,-0.3356228464485815,C
image-size,image-size,30.7,22.1,13.6,40.0,47.2,22.4,42.1,21.1,4.0,56.8,57.1,53.1,76.9,40.2,36.6,71.0,3.2,35.6,44.2,36.6,62.366666666666674,32.391666666666666,30.725,37.5,33.53888888888889,614.0,B,626.0,B,0.23096918078294615,C,0.31433283474509066,C
ladjs,superagent,38.5,26.7,23.1,62.5,41.5,36.2,51.1,27.5,29.9,76.3,86.7,84.6,64.8,69.2,56.3,59.6,24.7,84.6,69.2,51.8,78.7,46.800000000000004,38.45,59.52499999999999,48.258333333333326,914.0,A,918.5,A,1.504427687151594,A,1.5191287315918969,A
tildeio,rsvp.js,29.8,22.9,0.0,42.1,54.2,13.0,31.1,8.0,0.0,59.9,66.1,60.8,77.3,35.4,55.8,87.8,0.0,79.6,46.6,39.6,68.06666666666666,26.791666666666664,29.8,50.699999999999996,35.763888888888886,657.0,B,693.5,B,0.42346592801851607,C,0.5521214985964341,B
normalize,mz,20.8,6.9,0.0,29.5,46.8,10.4,31.1,0.0,0.0,45.5,52.0,28.1,78.0,23.8,30.6,43.5,0.0,48.3,30.2,26.8,52.699999999999996,20.95,20.799999999999997,28.9,23.55,267.0,D,331.0,D,-0.63322345724341,D,-0.46244346716929774,C
ljharb,js-traverse,33.9,8.1,15.3,64.0,48.1,23.3,36.7,16.5,16.6,7.2,11.4,10.1,7.1,0.3,28.0,17.2,23.6,43.3,14.9,23.1,9.533333333333333,19.833333333333336,33.875,21.099999999999998,24.936111111111114,311.0,D,218.0,D,-0.5133035110879172,D,-0.7557161525859546,D
pimterry,loglevel,43.3,31.2,23.8,57.1,61.0,29.1,44.0,30.1,13.3,60.1,60.4,51.7,79.7,48.8,40.1,44.7,16.0,59.7,47.1,43.2,63.93333333333334,37.833333333333336,43.275,42.3,41.13611111111111,788.5,B,777.0,B,0.8882458395710673,B,0.8374678952180462,B
Urthen,case-sensitive-paths-webpack-plugin,19.8,12.6,0.0,19.7,46.9,11.1,33.4,0.0,0.0,37.3,30.4,24.9,83.1,10.7,44.1,85.4,0.0,47.0,22.1,28.1,46.133333333333326,19.883333333333333,19.799999999999997,35.775,25.152777777777775,329.0,D,376.5,D,-0.4945585094844539,C,-0.3594017128337156,C
blakeembrey,pluralize,29.4,8.2,0.5,41.1,67.9,12.8,34.3,1.1,3.1,57.4,58.2,53.5,73.2,44.6,41.2,68.9,1.6,53.0,41.5,35.2,61.63333333333333,25.03333333333333,29.425,42.025,32.161111111111104,580.0,C,596.0,C,0.1117701962275859,C,0.20336479161446389,C
dashed,shallowequal,27.1,20.4,0.0,34.0,53.9,10.2,30.7,0.0,0.0,30.1,19.3,14.0,70.7,16.6,39.2,80.7,0.0,36.8,14.5,26.7,34.666666666666664,16.341666666666665,27.075,33.525,25.647222222222222,346.0,D,327.5,D,-0.4517814545432158,C,-0.47036975596434266,C
shelljs,shelljs,43.9,38.5,26.5,79.8,30.8,33.8,52.1,24.1,25.3,71.2,85.2,75.4,72.1,52.2,46.9,46.5,24.2,70.0,64.8,49.0,77.56666666666668,44.76666666666667,43.900000000000006,48.224999999999994,45.63055555555556,864.0,A,871.0,A,1.277084462576252,B,1.2971926453306433,B
markedjs,marked,33.0,38.1,25.2,60.1,8.7,49.4,63.4,44.7,40.0,80.7,95.6,94.1,63.1,70.0,58.8,58.5,41.7,76.3,79.7,55.5,84.26666666666667,58.09166666666667,33.025,61.625,50.91388888888889,958.0,A,973.5,A,1.734174117060715,A,1.8124014170085538,A
http-party,node-portfinder,24.6,23.5,0.0,23.1,51.9,11.6,33.2,1.7,0.0,55.4,43.5,40.3,82.6,55.0,39.2,53.4,0.5,63.8,31.8,32.7,55.46666666666666,22.59166666666667,24.625,43.175,30.130555555555556,528.0,C,542.5,C,-0.06390411367154199,C,0.005207571738344392,C
PrismJS,prism,30.6,35.9,14.8,42.9,28.9,21.4,49.0,15.2,0.0,60.9,82.0,84.0,20.7,57.0,45.7,56.2,12.4,68.4,62.5,39.7,62.23333333333333,31.60833333333333,30.625,48.5,36.91111111111111,685.0,B,699.0,B,0.5227183083035233,B,0.560047787391479,B
chaijs,chai,50.5,43.4,26.7,75.0,56.8,39.4,56.6,32.5,29.2,70.3,76.5,74.6,67.8,62.1,52.7,53.4,31.3,73.4,63.5,53.2,72.96666666666665,47.81666666666666,50.474999999999994,55.050000000000004,51.11388888888889,961.0,A,941.0,A,1.7514771954639121,A,1.6300967747225241,A
domenic,opener,24.5,13.7,0.0,22.1,62.4,11.8,35.3,0.0,0.0,40.6,25.1,18.4,71.3,47.8,27.5,64.0,0.0,18.6,18.4,26.1,38.266666666666666,18.391666666666666,24.549999999999997,32.599999999999994,25.180555555555554,331.0,D,302.5,D,-0.4921553041506764,C,-0.5179274887346111,D
sindresorhus,get-port,36.8,21.2,0.0,50.8,75.2,11.0,32.9,0.0,0.0,44.0,43.0,32.7,66.1,34.1,32.7,36.2,7.5,54.4,28.9,31.1,47.26666666666667,20.041666666666668,36.8,33.05,29.96388888888889,518.0,C,488.0,C,-0.07832334567420654,C,-0.1216130489823722,C
okonet,lint-staged,39.9,29.6,23.8,46.2,60.0,42.0,59.0,36.5,30.6,63.5,83.2,67.8,62.0,41.0,50.4,52.5,34.5,64.1,64.3,48.9,71.0,49.275,39.900000000000006,48.025,45.73333333333334,868.0,A,869.5,A,1.2859763223112288,B,1.2892663565355984,B
webpack-contrib,url-loader,36.4,28.9,0.0,55.2,61.5,11.0,33.0,0.0,0.0,58.5,52.1,50.2,79.0,52.5,46.3,85.2,0.0,53.8,37.8,38.0,60.43333333333334,23.358333333333334,36.4,47.875,35.87777777777777,663.0,B,657.0,B,0.4333190698870033,C,0.42530087787571746,C
reactjs,react-lifecycles-compat,25.4,14.4,0.0,54.3,33.0,11.0,33.0,0.0,0.0,31.8,32.0,20.8,70.3,4.2,41.9,79.1,0.0,46.5,21.3,27.5,41.03333333333333,18.508333333333333,25.425,32.449999999999996,25.46111111111111,341.0,D,357.0,D,-0.4678829302795246,C,-0.4069594456039844,C
luisrudge,postcss-flexbugs-fixes,17.6,18.9,0.0,39.2,12.1,14.0,33.0,8.8,0.0,40.5,39.8,21.3,82.2,18.6,41.5,72.3,0.0,52.3,25.0,28.4,47.76666666666667,22.39166666666667,17.55,35.8,25.247222222222224,335.0,D,390.0,D,-0.48638761134961034,C,-0.3356228464485815,C
jquery,jquery,55.4,41.0,31.1,88.2,61.3,40.3,56.8,36.7,27.5,83.6,97.9,98.7,79.5,58.5,64.0,69.7,34.6,87.7,79.0,60.8,92.03333333333335,53.25833333333334,55.39999999999999,62.625,57.09444444444444,997.0,A,997.0,A,2.268887303826188,A,2.232494723145927,A
cheeriojs,cheerio,52.2,51.5,34.3,74.6,48.3,41.8,50.3,46.1,29.1,77.7,94.5,87.3,64.9,64.2,59.1,66.1,37.9,73.4,74.5,57.7,82.23333333333333,51.93333333333333,52.175,60.400000000000006,54.83611111111111,994.0,A,991.0,A,2.0735067101900846,A,1.9867797704995394,A
mochajs,mocha,36.9,52.2,25.4,41.1,28.8,37.2,52.5,29.9,29.0,81.2,91.6,93.4,70.5,69.5,64.9,75.6,35.1,84.0,74.1,55.0,85.16666666666667,49.141666666666666,36.87500000000001,66.05,50.68888888888889,954.0,A,969.0,A,1.7147081538571178,A,1.77276997303333,A
ljharb,json-stable-stringify,33.7,19.8,14.7,52.4,48.1,29.1,43.3,22.7,21.2,24.8,12.0,10.8,76.4,0.1,35.5,41.5,24.0,40.9,17.3,30.8,33.06666666666667,30.066666666666666,33.75,26.625,30.147222222222222,530.5,C,474.5,C,-0.06246219047127563,C,-0.1453919153675066,C
rbuckton,reflect-metadata,34.5,29.1,24.5,44.6,39.8,23.2,36.2,30.2,3.2,54.7,63.2,52.5,73.6,29.6,22.6,46.9,11.2,9.7,46.3,33.7,63.1,33.175,34.5,24.35,30.675,546.0,C,571.5,C,-0.016801289129504803,C,0.08447045968879219,C
tomas,needle,36.4,15.4,25.2,51.2,53.9,27.2,44.6,15.7,21.3,61.8,53.9,58.7,75.4,59.4,46.2,59.2,16.3,63.0,46.6,42.9,62.666666666666664,36.06666666666667,36.425000000000004,49.475,40.65555555555556,776.0,B,770.0,B,0.8466703872967182,B,0.8136890288329116,B
archiverjs,node-archiver,40.5,40.3,32.8,46.9,42.1,36.5,48.1,36.0,25.5,58.4,61.4,57.6,55.5,59.1,38.0,40.7,30.6,42.7,51.8,43.4,58.166666666666664,41.94166666666666,40.525,43.275,41.91388888888889,806.0,A,784.0,B,0.9555355889168348,B,0.8533204728081355,B
webpack-contrib,copy-webpack-plugin,44.4,44.4,21.6,49.3,62.2,31.3,44.3,24.0,25.6,59.4,62.0,62.1,76.7,37.0,49.7,61.6,27.6,60.0,51.8,46.2,66.93333333333334,40.208333333333336,44.375,46.55,43.71111111111111,835.0,A,831.0,A,1.1110229740122326,B,1.0752565590693897,B
reworkcss,css,29.2,13.5,4.6,38.2,60.4,13.8,31.4,10.2,0.0,57.3,53.6,59.3,78.7,37.7,24.1,41.1,0.0,31.3,42.2,31.1,63.866666666666674,26.366666666666667,29.175,27.525000000000002,27.688888888888894,429.0,C,488.0,C,-0.2751458625105759,C,-0.1216130489823722,C
js-cookie,js-cookie,47.6,48.6,20.9,84.3,36.7,27.8,40.3,26.7,16.5,68.9,91.0,90.5,58.2,36.0,39.7,42.2,24.2,52.8,69.8,46.0,79.89999999999999,40.849999999999994,47.625,38.8,42.425,815.0,A,827.5,A,0.9997545670583387,B,1.0594039814793,B
