owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull
GuillaumeIsabelleX,gix-npm-server,985,969,885,604,499,N/A,N/A,N/A,N/A,N/A,N/A,631,886,752,880,215,927,279,259,744,965,N/A,958,N/A,N/A,N/A,N/A,N/A,N/A,N/A,632
conveyal,modeify,870,807,887,606,513,N/A,N/A,N/A,N/A,N/A,N/A,389,885,767,530,337,388,965,990,759,905,77,466,443,N/A,N/A,N/A,N/A,N/A,N/A,631
rachmanzz,bim,994,968,806,609,516,N/A,N/A,N/A,N/A,N/A,N/A,489,902,766,823,425,912,484,302,758,964,933,981,N/A,N/A,N/A,N/A,N/A,N/A,N/A,630
smashingboxes,smashing-dev-tool,954,914,833,608,519,N/A,N/A,N/A,N/A,N/A,N/A,640,966,765,274,705,520,548,303,757,900,909,546,N/A,N/A,N/A,N/A,N/A,N/A,N/A,644
jkhax0r,require_bluetooth_le,993,967,809,607,524,N/A,N/A,N/A,N/A,N/A,N/A,825,958,764,944,848,670,12,253,756,963,N/A,772,N/A,N/A,N/A,N/A,N/A,N/A,N/A,643
elandamor,the-react-scripts,992,963,939,605,531,N/A,N/A,N/A,N/A,N/A,N/A,488,969,763,N/A,604,946,535,714,780,962,N/A,990,N/A,N/A,N/A,N/A,N/A,N/A,N/A,642
unctionjs,complete,924,962,771,602,532,N/A,N/A,N/A,N/A,N/A,N/A,584,774,762,2,305,713,913,780,779,961,N/A,887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,641
hades217,lightsight,952,939,829,591,538,N/A,N/A,N/A,N/A,N/A,N/A,634,368,254,723,545,689,701,254,778,960,N/A,933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,640
Joywok,JwComponents,984,961,778,589,542,N/A,N/A,N/A,N/A,N/A,N/A,824,967,760,943,777,386,33,255,777,959,N/A,877,N/A,N/A,N/A,N/A,N/A,N/A,N/A,639
founderlab,frameworkstein,950,934,938,610,545,N/A,N/A,N/A,N/A,N/A,N/A,492,940,775,617,686,533,950,821,280,958,621,908,N/A,N/A,353,N/A,148,N/A,N/A,638
teambit,bit,121,205,937,619,17,54,297,256,11,158,255,37,239,20,398,443,945,970,843,776,426,6,853,96,84,62,11,5,130,206,871
bshack,white-label,971,960,867,620,809,N/A,N/A,N/A,N/A,N/A,N/A,736,908,774,235,805,626,882,982,930,955,N/A,788,291,N/A,N/A,N/A,N/A,N/A,N/A,692
SinaMFE,webpack-marauder,889,888,749,618,804,N/A,N/A,N/A,N/A,N/A,N/A,576,941,773,197,742,789,959,201,929,899,407,883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,691
keystonejs,keystone,221,179,719,621,970,175,348,306,44,206,138,895,75,181,425,685,693,881,631,42,244,4,930,184,93,50,43,63,228,273,690
ipfs,aegir,851,689,717,627,68,53,433,89,63,278,331,42,464,865,349,204,876,442,203,76,479,185,790,28,370,137,65,74,299,205,689
choerodon,choerodon-front-boot,890,828,750,625,802,N/A,N/A,N/A,N/A,N/A,N/A,481,779,864,233,583,857,856,787,928,769,169,936,N/A,N/A,N/A,346,N/A,N/A,N/A,688
kevrat,keystone-rus,979,957,868,624,801,N/A,N/A,N/A,N/A,N/A,N/A,563,N/A,248,323,973,983,24,971,501,186,24,898,N/A,N/A,N/A,N/A,N/A,N/A,N/A,687
nodecg,nodecg,538,519,742,622,20,41,414,88,117,200,133,145,273,141,504,767,727,702,561,149,768,161,533,132,291,195,125,137,417,209,686
react-component,rn-packager,867,871,781,623,565,N/A,N/A,N/A,N/A,N/A,N/A,483,778,814,531,353,639,741,197,878,827,150,754,N/A,N/A,N/A,N/A,N/A,N/A,N/A,685
JowayYoung,bruce-cli,706,614,839,626,877,N/A,N/A,N/A,326,340,350,540,660,813,942,813,954,361,198,877,954,N/A,968,N/A,N/A,440,392,309,N/A,204,700
palantir,blueprint,101,92,698,645,16,62,315,234,29,179,195,38,240,200,266,202,749,791,624,876,361,36,833,116,63,26,32,34,302,203,699
resin-io,resin-cli,686,531,754,646,132,61,388,244,95,243,271,97,360,91,311,N/A,N/A,502,200,69,234,88,636,8,175,77,94,64,297,222,698
TryGhost,Ghost,30,25,716,638,12,86,307,227,1,136,221,47,17,812,769,298,893,990,874,10,330,3,352,10,38,3,1,2,118,18,697
INSIDEM2M,slim,930,935,872,629,567,N/A,N/A,N/A,N/A,N/A,N/A,531,777,811,N/A,857,587,31,986,875,846,480,844,N/A,N/A,N/A,N/A,N/A,N/A,N/A,696
fluidtrends,chunky,875,890,984,628,569,N/A,N/A,N/A,N/A,N/A,N/A,670,776,810,768,679,897,755,879,867,837,103,857,562,N/A,N/A,N/A,N/A,N/A,N/A,695
npm,npm,120,65,762,635,576,N/A,N/A,N/A,N/A,N/A,N/A,30,775,809,948,148,608,2,190,866,696,12,8,40,N/A,N/A,N/A,N/A,N/A,N/A,694
shubhsherl,Ghost,978,966,857,636,577,N/A,N/A,N/A,N/A,N/A,N/A,669,N/A,808,828,383,915,3,976,865,178,21,975,N/A,N/A,N/A,N/A,N/A,N/A,N/A,693
suntoe,wnode,983,959,824,632,583,N/A,N/A,N/A,N/A,N/A,N/A,836,658,823,954,264,472,684,944,864,973,N/A,861,N/A,N/A,N/A,N/A,N/A,N/A,N/A,900
smartprix,sm-webpack-config,945,917,773,631,584,N/A,N/A,N/A,N/A,N/A,N/A,817,943,822,117,711,779,674,191,815,840,609,830,N/A,N/A,N/A,N/A,N/A,N/A,N/A,899
bdefore,redux-universal-starter,679,743,761,634,588,N/A,N/A,N/A,N/A,N/A,N/A,818,411,206,482,444,567,680,192,814,570,203,746,N/A,N/A,N/A,N/A,N/A,N/A,N/A,898
codemotion,cogear.js,744,827,774,630,591,N/A,N/A,N/A,N/A,N/A,N/A,370,696,821,309,N/A,N/A,612,193,813,907,872,948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,897
apache,couchdb-fauxton,717,432,768,637,87,N/A,165,186,167,185,8,411,95,209,451,44,676,789,560,235,322,38,464,389,338,223,183,207,245,17,896
idancali,react-native,982,982,789,633,598,N/A,N/A,N/A,N/A,N/A,N/A,820,N/A,62,258,439,913,63,195,812,164,20,863,N/A,N/A,N/A,N/A,N/A,N/A,N/A,895
superdesk,superdesk-client-core,883,623,744,643,177,178,N/A,101,57,188,277,285,454,187,767,448,835,785,981,75,290,18,771,70,468,93,59,54,565,16,894
maxijonson,tchin-react-components,946,981,803,639,601,N/A,N/A,N/A,N/A,N/A,N/A,519,742,820,257,682,974,780,940,858,972,N/A,978,561,N/A,N/A,N/A,N/A,N/A,N/A,893
davanmonet,DaVanMonet,916,920,802,644,602,N/A,N/A,N/A,N/A,N/A,N/A,390,953,819,187,985,705,958,941,857,730,196,896,273,N/A,N/A,N/A,N/A,N/A,N/A,908
zero1five,lambda,987,937,870,642,609,N/A,N/A,N/A,N/A,N/A,N/A,465,692,818,907,454,853,956,966,856,971,899,986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,907
ssbc,patchwork,341,329,783,640,616,N/A,N/A,N/A,N/A,N/A,N/A,140,287,817,443,186,883,776,848,871,222,86,682,170,N/A,N/A,N/A,N/A,N/A,N/A,906
Travelab,scot4,986,980,869,641,619,N/A,N/A,N/A,N/A,N/A,N/A,627,768,816,379,886,627,949,950,870,908,394,848,169,N/A,N/A,N/A,N/A,N/A,N/A,905
facebook,metro,302,276,351,649,42,14,282,312,89,337,226,155,97,25,525,290,756,878,721,234,104,45,845,97,61,27,85,61,240,267,904
react-zeroconfig,react-zeroconfig,891,915,970,650,625,N/A,N/A,N/A,N/A,N/A,N/A,671,767,831,198,963,985,951,906,869,N/A,N/A,965,359,N/A,N/A,N/A,N/A,N/A,N/A,903
websage-team,super-project,869,870,748,647,627,177,N/A,N/A,262,33,N/A,299,444,190,873,852,671,633,114,444,875,119,873,104,N/A,441,284,232,N/A,288,902
devCrossNet,universal-cli,849,858,741,648,825,N/A,N/A,N/A,N/A,N/A,N/A,329,N/A,35,N/A,824,959,54,111,868,509,85,807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,901
skypager,skypager,901,907,770,651,824,N/A,N/A,N/A,N/A,N/A,N/A,430,419,158,199,668,568,869,983,420,922,935,949,N/A,N/A,N/A,391,N/A,N/A,N/A,922
xiefei89,rc-tools,973,976,866,652,823,N/A,N/A,N/A,N/A,N/A,N/A,561,N/A,830,722,964,986,25,108,997,583,365,937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,921
nextstrain,auspice,756,491,758,655,60,51,325,316,127,213,247,256,241,963,335,714,934,868,745,156,237,80,801,226,292,161,124,80,366,320,920
andywer,ava-ts,842,885,727,653,822,N/A,N/A,N/A,N/A,N/A,N/A,538,749,962,559,377,663,811,923,996,132,145,907,N/A,N/A,N/A,N/A,N/A,N/A,N/A,919
GrabarzUndPartner,gp-boilerplate-environment,990,986,788,654,831,N/A,N/A,N/A,N/A,N/A,N/A,784,955,961,952,647,905,604,99,995,921,N/A,868,N/A,N/A,N/A,N/A,N/A,N/A,N/A,918
Netflix,conductor,165,85,743,659,988,N/A,361,334,78,366,358,156,1,960,267,198,660,907,747,84,53,33,843,29,87,33,77,96,354,319,917
Azure,azure-xplat-cli,626,331,736,657,832,N/A,N/A,N/A,N/A,N/A,N/A,53,47,778,42,48,911,550,865,994,38,11,297,173,N/A,N/A,N/A,N/A,N/A,N/A,932
openfin-js-app,react-openfin-scripts,963,985,800,658,816,N/A,N/A,N/A,N/A,N/A,N/A,560,761,325,513,911,888,593,162,763,917,N/A,979,N/A,N/A,N/A,N/A,N/A,N/A,N/A,931
vueComponent,tools,913,897,764,656,815,N/A,N/A,N/A,N/A,N/A,N/A,537,N/A,455,903,788,920,26,154,988,581,358,950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,930
vatesfr,xo-server,958,921,983,661,814,N/A,N/A,N/A,N/A,N/A,N/A,559,952,519,980,716,569,27,136,987,985,N/A,919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,929
yanxlg,rc-tools,962,947,860,660,800,N/A,N/A,N/A,N/A,N/A,N/A,562,911,524,721,516,879,623,135,986,984,N/A,946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,928
zxf969175364,keystone,957,946,859,662,828,N/A,N/A,N/A,N/A,N/A,N/A,788,N/A,266,322,495,910,28,134,985,238,26,808,591,N/A,N/A,N/A,N/A,N/A,N/A,927
umijs,umi,142,76,679,197,923,216,106,132,59,232,9,22,275,265,512,332,931,991,881,18,659,22,911,16,23,18,53,62,87,271,926
cmux,super,868,873,747,196,827,141,N/A,N/A,265,34,N/A,290,443,198,883,818,914,634,121,438,843,120,872,105,N/A,442,279,229,N/A,324,925
ssbc,patchbay,710,649,785,195,826,N/A,N/A,N/A,N/A,N/A,N/A,426,878,526,163,187,884,797,920,984,494,157,805,417,N/A,N/A,N/A,N/A,N/A,N/A,940
mbret,chewie-system,937,949,777,194,807,N/A,N/A,N/A,N/A,N/A,N/A,789,957,279,895,445,621,515,183,885,981,934,841,N/A,N/A,N/A,N/A,N/A,N/A,N/A,939
Frezc,rc-tools,967,948,817,193,806,N/A,N/A,N/A,N/A,N/A,N/A,564,N/A,278,806,504,740,22,182,839,660,384,906,N/A,N/A,N/A,N/A,N/A,N/A,N/A,938
krakenjs,grumbler,753,774,990,192,821,N/A,N/A,N/A,N/A,N/A,N/A,791,276,100,962,352,332,220,176,943,834,819,851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,937
pavjacko,renative,448,472,740,202,953,40,345,380,52,190,295,58,2,42,583,606,862,912,685,56,665,16,944,268,115,82,54,6,379,9,936
utryfe,vue-cli-builder,966,956,991,203,820,N/A,N/A,N/A,N/A,N/A,N/A,482,951,277,897,897,901,774,960,707,953,N/A,982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,935
duanguang,brain-vue-cli,965,955,799,198,819,N/A,N/A,N/A,N/A,N/A,N/A,685,731,276,582,270,939,930,951,712,952,N/A,947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,934
jasonvillalon,generator-arwen,964,954,849,205,818,N/A,N/A,N/A,N/A,N/A,N/A,794,961,275,106,539,528,845,174,714,951,N/A,750,N/A,N/A,N/A,N/A,N/A,N/A,N/A,933
DEEP-IMPACT-AG,cherry,936,953,801,206,817,N/A,N/A,N/A,N/A,N/A,N/A,436,939,274,732,474,844,657,956,717,950,936,960,N/A,N/A,N/A,N/A,N/A,N/A,N/A,948
Automattic,zeditor,876,899,819,201,799,N/A,N/A,N/A,N/A,N/A,N/A,799,884,273,925,58,808,507,204,736,873,573,663,N/A,N/A,N/A,N/A,N/A,N/A,N/A,947
adlnet,xAPIWrapper,792,569,772,207,798,N/A,N/A,N/A,N/A,N/A,N/A,692,759,272,445,536,731,477,808,747,856,430,412,366,N/A,N/A,N/A,N/A,N/A,N/A,946
gitana,cloudcms-server,900,864,756,208,813,N/A,N/A,N/A,N/A,N/A,N/A,864,771,287,314,611,367,510,4,825,853,291,345,N/A,N/A,435,N/A,242,N/A,N/A,945
douhao4648,jujin-dv,915,918,818,204,812,N/A,N/A,N/A,N/A,N/A,N/A,583,704,286,798,972,801,608,189,830,957,N/A,921,N/A,N/A,N/A,N/A,N/A,N/A,N/A,944
twreporter,twreporter-react,740,602,848,199,38,89,N/A,69,42,85,198,429,285,135,516,643,766,933,912,832,407,57,726,86,556,167,42,23,564,8,943
paranoidjk,rc-tools,938,936,992,200,810,N/A,N/A,N/A,N/A,N/A,N/A,755,N/A,755,639,306,616,23,187,966,695,398,891,N/A,N/A,N/A,N/A,N/A,N/A,N/A,942
ember-cli,ember-cli,358,173,658,212,92,88,359,275,74,317,363,91,222,71,971,340,409,714,816,71,24,35,424,32,193,83,70,44,316,272,941
stephenplusplus,sindredash,878,970,840,211,808,N/A,N/A,N/A,N/A,N/A,N/A,762,703,941,884,185,269,422,3,972,956,N/A,629,N/A,N/A,N/A,N/A,N/A,N/A,N/A,684
avajs,ava,98,143,625,218,965,59,150,135,116,349,333,135,84,940,138,680,641,592,547,181,582,60,602,122,162,128,133,134,137,6,683
crowi,crowi,523,483,856,221,709,N/A,N/A,N/A,N/A,N/A,N/A,200,880,939,641,892,352,984,968,450,337,59,562,364,N/A,N/A,N/A,N/A,N/A,N/A,956
215566435,TrumpDoc,894,913,845,219,805,N/A,N/A,N/A,N/A,N/A,N/A,557,729,938,797,974,984,629,5,965,929,N/A,926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,955
ciena-blueplanet,ciena-devops-testbed,956,898,851,220,657,N/A,N/A,N/A,N/A,N/A,N/A,476,434,320,896,501,552,500,962,964,628,865,920,N/A,N/A,N/A,459,N/A,N/A,N/A,954
NodeBB,NodeBB,154,71,779,239,39,203,133,175,22,110,105,167,286,793,458,405,667,380,6,43,208,7,348,38,99,116,23,4,101,5,953
cchamberlain,redux-webpack-boilerplate,914,893,853,240,659,N/A,N/A,N/A,N/A,N/A,N/A,684,877,974,900,256,481,721,7,963,982,N/A,796,N/A,N/A,N/A,N/A,N/A,N/A,N/A,952
frdl,frdl.js,989,984,814,233,667,N/A,N/A,N/A,N/A,N/A,N/A,683,764,973,923,450,967,154,8,989,989,N/A,959,613,N/A,N/A,N/A,N/A,N/A,N/A,951
michaelrgalloway,angular-cli,988,983,854,224,674,N/A,N/A,N/A,N/A,N/A,N/A,709,N/A,36,38,748,659,30,202,958,496,96,854,N/A,N/A,N/A,N/A,N/A,N/A,N/A,950
DallasMorningNews,chartwerk-editor,911,919,815,236,727,N/A,N/A,N/A,N/A,N/A,N/A,708,763,972,945,304,691,954,945,957,988,685,789,N/A,N/A,N/A,N/A,N/A,N/A,N/A,949
eyedea-io,create-react-app,953,995,987,235,686,N/A,N/A,N/A,N/A,N/A,N/A,678,N/A,32,183,455,811,5,946,956,109,106,976,N/A,N/A,N/A,N/A,N/A,N/A,N/A,964
electrode-io,electrode-archetype-react-app,827,810,986,244,693,N/A,N/A,N/A,N/A,N/A,N/A,394,762,971,366,360,837,696,199,955,332,437,822,N/A,N/A,N/A,N/A,N/A,N/A,N/A,963
devCrossNet,vue-starter-packages,934,903,985,243,697,N/A,N/A,N/A,N/A,N/A,N/A,677,927,970,957,827,960,996,972,954,987,937,962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,962
sai9268619,for-make-tests-ava,998,994,858,231,701,N/A,N/A,N/A,N/A,N/A,N/A,707,895,969,956,987,634,613,196,953,986,N/A,858,N/A,N/A,N/A,N/A,N/A,N/A,N/A,961
aegis-design,aegis-tools,933,993,834,230,702,N/A,N/A,N/A,N/A,N/A,N/A,703,756,968,733,945,559,678,62,952,N/A,N/A,829,N/A,N/A,N/A,N/A,N/A,N/A,N/A,960
tableflip,guvnor,695,778,791,229,703,N/A,N/A,N/A,N/A,N/A,N/A,702,883,983,270,235,507,333,2,980,904,473,495,N/A,N/A,N/A,N/A,N/A,N/A,N/A,959
RunningCoderLee,sprint-scripts,997,992,821,228,708,N/A,N/A,N/A,N/A,N/A,N/A,473,157,31,893,522,845,934,915,979,84,108,971,N/A,N/A,N/A,N/A,N/A,N/A,N/A,958
xiaowuye,Treasury-architectureTools,996,991,994,242,711,N/A,N/A,N/A,N/A,N/A,N/A,682,963,982,N/A,841,932,1,N/A,978,N/A,N/A,925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,957
PRINTR3D,formide-client,918,945,842,241,712,N/A,N/A,N/A,N/A,N/A,N/A,944,882,981,809,881,535,549,212,977,913,602,597,357,N/A,N/A,N/A,N/A,N/A,N/A,972
ezracelli,slate-tools,995,944,820,237,715,N/A,N/A,N/A,N/A,N/A,N/A,681,893,980,796,649,923,870,957,976,980,N/A,980,574,N/A,N/A,N/A,N/A,N/A,N/A,971
Donmclean,riko,909,904,841,238,928,N/A,N/A,N/A,N/A,N/A,N/A,680,399,229,573,877,600,957,989,991,928,916,823,318,N/A,N/A,378,N/A,N/A,N/A,970
zenjoy,nimbu-toolbelt,943,996,892,227,58,N/A,N/A,N/A,248,86,N/A,385,935,979,19,278,696,974,562,291,990,876,951,267,N/A,282,269,175,N/A,4,969
heyui,hey-cli,813,832,776,248,718,N/A,N/A,N/A,N/A,N/A,N/A,679,881,705,157,839,775,906,933,942,809,846,847,N/A,N/A,N/A,N/A,N/A,N/A,N/A,968
mahesh-kedari,angular2-starter-pack,961,916,855,247,719,N/A,N/A,N/A,N/A,N/A,N/A,704,956,977,185,584,926,722,206,971,791,199,865,N/A,N/A,N/A,N/A,N/A,N/A,N/A,967
rlidwka,yapm,857,876,825,246,726,N/A,N/A,N/A,N/A,N/A,N/A,911,647,976,519,308,262,65,205,970,656,31,362,N/A,N/A,N/A,N/A,N/A,N/A,N/A,966
newsomellc,compages,960,997,850,245,780,N/A,N/A,N/A,N/A,N/A,N/A,787,929,991,640,946,662,874,949,969,920,N/A,892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,965
nanyuantingfeng,hollow-cli,902,924,767,226,739,N/A,N/A,N/A,N/A,N/A,N/A,687,928,990,924,644,951,690,34,968,919,686,889,N/A,N/A,N/A,N/A,N/A,N/A,N/A,980
qixuan,akpack,940,950,847,225,741,N/A,N/A,N/A,N/A,N/A,N/A,705,938,989,579,940,234,794,35,983,918,N/A,821,N/A,N/A,N/A,N/A,N/A,N/A,N/A,979
joewalnes,crunchicorn,884,912,804,232,742,N/A,N/A,N/A,N/A,N/A,N/A,701,725,988,987,406,24,647,225,982,811,749,773,N/A,N/A,N/A,N/A,N/A,N/A,N/A,978
makamekm,reiso,991,951,816,234,743,N/A,N/A,N/A,N/A,N/A,N/A,690,726,987,799,507,969,967,947,981,991,N/A,913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,977
madebywild,wildplate,941,926,852,249,745,N/A,N/A,N/A,N/A,N/A,N/A,724,861,986,79,866,840,964,952,834,983,N/A,850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,976
jaswantmandloi,js,968,998,989,250,748,N/A,N/A,N/A,N/A,N/A,N/A,691,970,978,N/A,740,952,9,222,990,926,N/A,932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,975
core-ds,arui-scripts,906,905,759,251,138,139,317,321,68,102,96,386,879,285,946,880,981,841,221,102,653,127,997,234,223,74,69,43,135,3,974
mereyn,react-scripts-custom-template,959,990,846,254,851,N/A,N/A,N/A,N/A,N/A,N/A,695,N/A,29,523,966,886,35,916,939,95,115,974,N/A,N/A,N/A,N/A,N/A,N/A,N/A,973
leomYili,create-react-app-scripts-custom,949,952,979,253,768,N/A,N/A,N/A,N/A,N/A,N/A,689,N/A,26,164,551,968,11,918,940,103,111,983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,725
holodex,app,895,925,823,255,774,N/A,N/A,N/A,N/A,N/A,N/A,263,934,681,459,758,268,367,23,941,927,918,615,N/A,N/A,N/A,N/A,N/A,N/A,N/A,923
quasarframework,quasar-cli,795,730,715,252,779,N/A,N/A,N/A,N/A,N/A,N/A,469,158,685,242,548,814,932,917,975,906,477,724,210,N/A,N/A,N/A,N/A,N/A,N/A,924
