owner,repo,stars,forks,issue_closed_rate,issue_time_to_close,issue_time_to_response,issue_monthly,issue_participants,labeled_issues,pulls_closed_rate,pulls_time_to_close,pulls_time_to_response,pulls_monthly,pulls_participants,pulls_merged_rate,issues_average_comments,pulls_average_comments,code_review_score,maintained_score,vulnerabilities,issue_per_participants,pulls_per_participants,open_issues,dependent_repositories,dependent_packages,commits_with_vertification_rate,commits_avg_msg_length,commits_author_count,commits_committer_count,issue_commented_rate,readme_headers_num,watchers,network_count,subscribers_count,comments_avg_length,pulls_last_90days,commmits_last_90days,health_percentage,projects_owned_by_maintainer,age_of_other_projects,workflow_runs_count,contributors_per_code_file,files_with_more_than_1_contributors,labels,releases,time_since_created,created_time,pull_authors_dec,pull_authors_jan,pull_difference,pull_authors_2024,Usage_Popularity,outdated_dependencies,headings_count
koajs,logger,0.03,0.01,7.80,1.62,1.25,0.02,0.16,0.06,8.00,0.96,0.32,0.02,0.74,4.00,1.25,2.20,2.73,0.00,0.00,1.47,3.50,0.03,0.00,0.00,1.00,0.07,0.12,0.16,6.80,0.48,0.03,0.01,0.02,0.47,,,8.70,0.92,7.06,0.00,2.50,0.00,0.08,0.00,,6.73,,,0.82,,0.00,0.02,0.00
jaredhanson,passport-oauth,0.01,0.01,5.40,0.90,1.73,0.02,0.08,0.02,9.00,3.73,0.17,0.01,0.37,6.00,1.18,3.54,0.91,0.00,0.00,2.35,4.50,0.01,0.01,0.02,0.00,0.07,0.06,0.15,6.20,0.40,0.01,0.01,0.01,1.15,0.00,,4.20,3.78,7.08,0.00,0.13,0.00,0.00,,,8.01,,0.00,0.96,0.00,0.01,0.02,0.00
hughsk,vinyl-source-stream,0.02,0.00,9.50,1.53,1.04,0.02,0.16,0.00,10.00,2.21,1.43,0.01,0.21,7.00,1.99,2.44,2.73,0.00,0.00,3.53,4.50,0.00,0.04,0.25,0.00,0.10,0.04,0.11,8.40,0.40,0.02,0.00,0.01,2.38,,,4.20,4.46,7.36,0.00,1.03,0.00,0.08,,,6.46,,,0.82,,0.04,0.00,0.00
MoOx,postcss-cssnext,0.24,0.03,10.00,0.55,0.18,0.39,2.14,2.96,10.00,0.25,0.08,0.12,1.29,6.00,3.53,3.78,2.73,0.00,5.47,2.35,2.50,0.00,0.05,0.13,1.00,0.08,0.31,0.53,9.20,0.32,0.24,0.03,0.19,1.04,,,7.10,1.33,5.13,0.00,0.36,0.04,0.32,0.09,,6.08,,,0.82,,0.06,4.19,1.14
ivogabe,gulp-typescript,0.04,0.02,9.10,0.37,0.12,0.33,4.13,3.82,9.00,0.18,0.09,0.07,1.50,8.00,2.72,2.93,2.73,0.00,1.03,3.24,2.50,0.11,0.02,0.34,0.00,0.07,0.29,0.60,9.30,0.00,0.04,0.02,0.02,1.11,,,4.20,0.27,5.21,0.00,0.26,0.12,0.18,0.16,,6.24,,,0.82,,0.02,0.12,0.00
sindresorhus,gulp-filter,0.01,0.00,9.50,0.47,0.27,0.05,0.53,0.18,10.00,0.44,0.09,0.03,0.58,5.00,2.72,4.76,2.73,0.00,0.00,3.24,4.00,0.01,0.03,0.10,0.00,0.04,0.09,0.15,8.90,0.71,0.01,0.00,0.02,0.73,,,7.10,10.00,6.01,0.00,1.38,0.00,0.12,0.02,,6.46,,,0.82,,0.03,0.00,0.00
adametry,gulp-eslint,0.03,0.02,9.20,0.25,0.18,0.12,1.37,0.26,8.00,0.75,0.07,0.05,1.45,5.00,2.43,3.54,2.73,0.00,2.20,2.94,3.50,0.05,0.05,0.35,0.00,0.12,0.19,0.36,9.00,1.27,0.03,0.02,0.02,1.04,,,4.20,0.05,5.88,0.00,1.64,0.01,0.10,0.00,,6.48,,,0.82,,0.05,0.60,0.00
sindresorhus,gulp-imagemin,0.09,0.02,9.30,0.24,0.19,0.15,3.04,0.16,10.00,0.14,0.16,0.04,0.99,4.00,2.35,2.68,2.73,0.00,0.00,3.82,3.00,0.04,0.12,0.09,0.00,0.05,0.16,0.19,9.60,0.63,0.09,0.02,0.04,0.81,0.00,,8.50,10.00,6.01,0.00,1.90,0.00,0.10,0.02,,6.48,,,0.82,0.00,0.13,0.00,0.00
hughsk,vinyl-buffer,0.00,0.00,10.00,1.94,5.86,0.00,0.01,0.00,8.00,2.29,2.02,0.00,0.12,8.00,0.74,1.95,2.73,0.00,0.00,1.47,5.00,0.00,0.03,0.16,1.00,0.04,0.02,0.06,7.50,0.32,0.00,0.00,0.01,0.43,,,4.20,4.46,7.36,0.00,0.59,0.00,0.10,,,6.38,,,0.82,,0.03,0.00,0.00
jaredhanson,connect-flash,0.06,0.02,4.80,0.39,1.16,0.01,0.41,0.02,5.00,7.07,1.32,0.01,0.18,2.00,1.76,0.61,0.91,0.00,0.00,5.00,2.00,0.05,0.09,0.02,0.00,0.04,0.01,0.03,7.60,0.56,0.06,0.02,0.05,0.91,,,4.20,3.78,7.08,0.00,0.04,0.00,0.15,,,7.71,,,0.82,,0.09,0.03,0.00
palantir,tslint-react,0.03,0.01,9.90,2.07,2.17,0.16,1.08,1.68,10.00,0.50,0.04,0.13,1.27,8.00,2.21,2.68,4.55,0.00,0.26,3.53,2.50,0.00,0.02,0.17,1.00,0.08,0.22,0.06,9.10,0.40,0.03,0.01,0.37,0.68,,,3.70,2.05,4.62,0.00,0.55,0.02,0.45,0.07,,4.79,,,0.82,,0.02,0.13,0.00
karma-runner,karma-phantomjs-launcher,0.01,0.02,5.60,0.91,0.65,0.07,3.11,0.68,4.00,1.59,0.12,0.12,1.15,5.00,4.56,2.68,2.73,0.00,3.62,9.12,3.00,0.20,0.09,0.49,0.00,0.12,0.11,0.24,8.10,0.24,0.01,0.02,0.03,0.87,,,5.00,0.41,7.63,0.00,1.56,0.00,0.27,,,7.05,,,0.82,,0.09,0.45,0.00
s-panferov,awesome-typescript-loader,0.11,0.02,5.70,0.29,0.34,0.50,5.71,2.16,9.00,0.25,0.17,0.13,1.11,8.00,2.87,1.22,5.45,0.00,2.80,4.71,2.00,0.42,0.03,0.36,0.00,0.07,0.36,0.42,7.90,2.22,0.11,0.02,0.04,0.94,,,5.70,0.78,5.64,0.00,0.37,0.01,0.20,0.02,,5.70,,,0.82,,0.04,0.76,1.71
gruntjs,grunt-contrib-jshint,0.03,0.03,8.80,0.47,0.34,0.14,1.65,0.10,10.00,0.44,0.08,0.06,1.92,4.00,2.35,2.80,2.73,0.00,0.43,3.82,3.00,0.04,0.18,0.68,2.00,0.14,0.26,0.34,8.90,0.48,0.03,0.03,0.04,0.71,,,5.00,0.59,7.96,0.00,3.23,0.01,0.12,0.03,,7.33,,,0.82,,0.18,0.75,0.00
clessg,progress-bar-webpack-plugin,0.02,0.01,5.00,0.66,1.02,0.01,0.23,0.00,9.00,0.69,0.33,0.00,0.14,9.00,1.32,1.34,3.64,0.00,0.00,3.53,2.00,0.03,0.02,0.16,1.00,0.06,0.08,0.13,6.90,0.40,0.02,0.01,0.01,0.48,,,4.20,0.43,5.87,0.00,1.72,0.00,0.10,,,5.24,,,0.82,,0.02,0.01,0.00
gulp-community,gulp-less,0.03,0.01,9.50,0.31,0.16,0.13,1.91,0.06,10.00,0.76,0.40,0.11,1.55,5.00,3.01,3.66,3.64,0.00,0.00,3.53,3.00,0.02,0.06,0.23,1.00,0.09,0.21,0.44,9.50,0.71,0.03,0.01,0.04,0.86,,,2.50,0.19,7.13,0.00,2.05,0.01,0.10,0.02,,6.81,,,0.82,,0.06,0.01,0.00
jackfranklin,gulp-load-plugins,0.03,0.01,9.90,0.83,0.69,0.08,0.66,0.16,10.00,0.33,0.18,0.02,0.95,8.00,3.31,5.73,0.91,0.00,0.13,2.94,4.00,0.00,0.05,0.22,0.00,0.09,0.16,0.36,9.60,1.03,0.03,0.01,0.02,0.89,,,8.50,2.92,6.28,0.00,2.43,0.01,0.12,0.01,,6.53,,,0.82,,0.06,0.13,2.86
floatdrop,gulp-watch,0.03,0.01,8.30,0.41,0.19,0.16,1.73,0.36,7.00,0.18,0.18,0.04,0.79,8.00,2.65,1.71,1.82,0.00,1.25,2.35,2.50,0.13,0.05,0.17,0.00,0.06,0.19,0.36,8.10,0.71,0.03,0.01,0.03,0.85,,,4.20,3.33,6.40,0.00,0.75,0.01,0.20,0.02,,6.44,,,0.82,,0.05,0.80,0.00
buglabs,node-xml2json,0.04,0.03,6.50,0.55,0.69,0.04,0.86,0.00,9.00,0.80,0.84,0.03,0.79,8.00,2.06,2.93,8.18,0.00,0.99,2.65,2.50,0.10,0.00,0.00,1.00,0.10,0.18,0.44,7.90,0.56,0.04,0.03,0.04,1.39,,,2.50,0.65,8.64,0.00,1.27,0.02,0.00,,,8.20,,,0.82,,0.00,0.20,0.00
jdesboeufs,connect-mongo,0.09,0.04,9.60,1.04,0.95,0.09,3.10,2.02,10.00,0.93,0.23,0.05,3.07,6.00,3.09,3.29,3.64,0.00,1.34,4.12,4.00,0.03,0.06,0.02,1.00,0.09,0.42,0.68,9.00,2.14,0.09,0.04,0.08,0.74,,,7.10,0.66,4.86,0.00,1.40,0.01,0.25,,,8.41,,,0.82,,0.06,5.53,0.00
loganfsmyth,babel-plugin-transform-decorators-legacy,0.04,0.01,7.30,0.12,0.27,0.08,0.62,0.00,8.00,0.94,0.02,0.02,0.37,6.00,2.57,2.80,2.73,0.00,0.00,3.53,4.50,0.04,0.05,0.36,0.00,0.07,0.04,0.10,8.90,0.48,0.04,0.01,0.02,1.41,,,4.20,0.61,5.73,0.00,0.40,0.00,0.10,0.00,,5.16,,,0.82,,0.05,0.40,0.00
maritz,node-sprintf,0.00,0.00,10.00,0.22,0.05,0.01,0.06,0.00,9.00,1.54,0.05,0.01,0.16,8.00,2.28,3.78,2.73,0.00,0.00,2.06,3.00,0.00,0.01,0.02,0.00,0.09,0.04,0.10,10.00,0.40,0.00,0.00,0.01,0.50,,,2.80,0.41,6.28,0.00,1.03,0.00,,,,8.64,,,0.82,,0.01,0.00,0.00
ryanmcgrath,wrench-js,0.02,0.01,6.40,0.38,0.69,0.04,0.29,0.10,9.00,0.59,0.37,0.06,0.42,8.00,1.40,1.71,3.64,0.00,0.00,2.06,2.00,0.05,0.02,0.05,0.00,0.13,0.17,0.42,7.50,0.16,0.02,0.01,0.02,0.61,,,4.20,0.53,5.50,0.00,1.47,0.00,0.03,,,9.10,,,0.82,,0.02,0.00,0.00
pull-stream,pull-stream,0.04,0.01,,,,,0.00,0.00,10.00,1.50,0.30,0.05,0.48,8.00,,5.00,7.27,0.00,0.00,,1.50,0.04,0.04,0.04,1.00,0.05,0.18,0.36,,1.75,0.04,0.01,0.02,,,,3.70,0.49,6.66,0.00,0.45,0.02,0.08,,,7.01,,,0.82,,0.04,0.00,0.00
mikaelbr,gulp-notify,0.03,0.00,7.20,0.37,0.35,0.10,1.09,0.04,8.00,2.02,1.16,0.04,0.30,7.00,2.72,1.59,1.82,0.00,0.34,3.53,2.50,0.07,0.06,0.10,1.00,0.06,0.08,0.23,8.50,1.43,0.03,0.00,0.02,0.80,,,4.20,1.89,5.79,0.00,0.64,0.00,0.10,0.00,,6.46,,,0.82,,0.06,0.09,0.00
evilstreak,markdown-js,0.35,0.11,5.60,0.80,1.28,0.08,1.59,0.14,9.00,1.15,0.31,0.08,1.50,6.00,1.99,3.41,5.45,0.00,0.00,3.24,2.50,0.19,0.00,0.00,0.00,0.10,0.22,0.39,8.30,1.43,0.35,0.11,0.28,0.86,,,2.80,0.30,6.42,0.00,0.16,0.04,0.05,0.00,,9.25,,,0.82,,0.00,0.01,0.00
Polymer,polymer,1.00,0.26,9.20,1.69,0.78,0.51,2.49,5.04,9.00,0.69,0.40,0.45,1.89,8.00,0.37,0.61,7.27,10.00,0.00,2.06,1.00,0.13,0.00,0.00,0.00,0.11,0.84,1.63,9.00,0.63,1.00,0.26,1.26,1.14,0.04,,6.20,0.49,5.45,0.00,1.11,0.53,1.10,0.28,,7.41,0.00,0.00,0.82,0.00,0.01,3.53,3.71
jprichardson,string.js,0.08,0.03,6.00,0.61,0.74,0.07,0.76,0.70,8.00,2.62,0.08,0.06,1.22,7.00,1.76,2.56,4.55,0.00,0.00,2.35,3.00,0.13,0.00,0.00,0.00,0.06,0.17,0.42,7.70,5.79,0.08,0.03,0.08,0.68,,,2.80,1.50,7.76,0.00,1.12,0.01,0.07,,,7.93,,,0.82,,0.00,0.04,0.00
goldhand,sw-precache-webpack-plugin,0.07,0.01,7.70,0.22,0.23,0.15,0.83,0.40,10.00,0.47,0.12,0.08,0.58,7.00,2.50,2.32,4.55,0.00,2.11,2.94,2.50,0.05,0.17,0.09,0.00,0.08,0.16,0.10,8.30,1.03,0.07,0.01,0.04,0.94,,,4.20,0.96,5.53,0.00,0.72,0.00,0.13,,,4.82,,,0.82,,0.18,4.41,0.00
spalger,gulp-jshint,0.02,0.01,8.90,0.27,0.23,0.11,1.03,0.12,9.00,0.12,0.04,0.07,0.83,7.00,2.94,4.15,2.73,0.00,1.42,4.41,3.00,0.03,0.06,0.25,0.00,0.11,0.22,0.57,9.10,0.95,0.02,0.01,0.02,0.71,,,4.20,0.06,5.77,0.00,1.60,0.01,0.10,,,6.75,,,0.82,,0.06,0.10,0.00
nuysoft,Mock,0.88,0.34,3.20,0.62,1.41,0.19,2.77,0.64,4.00,0.89,0.03,0.02,0.35,3.00,1.10,0.98,0.91,0.00,0.00,2.35,1.50,0.60,0.00,0.00,0.00,0.02,0.03,0.10,6.60,0.40,0.88,0.34,0.62,0.59,,,4.20,0.09,6.74,0.00,0.05,0.00,0.17,0.03,,6.95,,,0.82,,0.01,0.07,0.00
stylus,nib,0.09,0.03,6.50,2.15,0.84,0.11,1.43,0.84,9.00,2.19,0.66,0.11,1.96,7.00,2.43,2.68,3.64,0.00,0.13,2.94,2.50,0.16,0.04,0.03,0.00,0.08,0.34,0.81,8.90,0.56,0.09,0.03,0.09,0.62,,,3.70,0.06,4.99,0.00,1.43,0.04,0.13,0.07,,8.36,,,0.82,,0.04,0.08,0.00
sun-zheng-an,gulp-shell,0.02,0.01,9.90,1.39,0.64,0.06,0.64,0.04,7.00,0.88,0.01,0.02,0.46,5.00,2.35,3.90,0.91,0.00,1.29,3.53,2.00,0.03,0.03,0.11,2.00,0.06,0.07,0.18,8.10,0.48,0.02,0.01,0.01,0.71,,,4.20,0.00,7.47,0.00,0.85,0.00,0.12,0.04,,6.38,,,0.82,,0.03,1.65,0.00
caolan,highland,0.16,0.02,6.90,0.32,0.21,0.27,1.46,1.96,10.00,0.45,0.03,0.31,1.71,7.00,3.90,3.78,3.64,0.00,3.28,1.47,1.00,0.23,0.00,0.02,0.00,0.10,0.33,0.81,9.50,0.40,0.16,0.02,0.10,1.53,,,5.70,1.23,7.49,0.00,3.54,0.02,0.28,,,7.41,,,0.82,,0.01,0.76,0.00
ftlabs,fastclick,0.85,0.41,4.60,0.55,0.68,0.22,4.86,1.12,7.00,4.11,0.52,0.12,3.88,5.00,2.79,2.20,3.64,0.00,0.00,5.00,4.00,0.50,0.04,0.04,0.00,0.10,0.27,0.68,7.90,1.03,0.85,0.41,0.72,0.73,,,3.70,1.00,5.33,0.00,0.86,0.01,0.08,0.00,,7.77,,,0.82,,0.06,0.00,0.00
jamestalmage,cli-table2,0.01,0.00,3.10,0.84,0.66,0.05,0.22,0.00,8.00,0.81,0.03,0.02,0.44,5.00,2.13,3.90,2.73,0.00,0.00,2.65,4.50,0.05,0.01,0.02,0.00,0.06,0.03,0.05,6.60,0.87,0.01,0.00,0.00,0.52,,,4.20,3.08,6.12,0.00,0.25,0.00,0.10,,,5.82,,,0.82,,0.01,0.02,0.00
serialport,node-serialport,0.26,0.13,8.00,0.51,0.39,0.43,4.07,5.42,10.00,0.26,0.14,0.34,1.69,8.00,0.96,0.85,0.91,10.00,0.17,3.24,0.50,0.26,0.01,0.06,3.00,0.16,1.02,1.37,8.90,1.03,0.26,0.13,0.26,1.65,0.18,0.68,10.00,0.10,3.87,0.04,0.51,0.11,0.37,0.24,,8.75,,0.14,1.10,0.09,0.01,1.05,3.43
nathanpeck,clui,0.08,0.01,5.50,2.38,3.74,0.01,0.12,0.06,9.00,2.44,1.68,0.04,0.23,5.00,1.62,2.20,2.73,0.00,0.00,4.41,3.50,0.01,0.01,0.05,0.00,0.08,0.05,0.11,8.20,,0.08,0.01,0.03,0.84,,,4.20,0.90,4.94,0.00,0.44,0.00,0.08,,,6.30,,,0.82,,0.01,0.01,0.00
hapijs,hapi,0.66,0.17,8.90,0.19,1.32,0.37,2.09,9.64,10.00,0.19,5.13,0.25,3.19,8.00,0.29,1.10,6.36,8.00,0.00,1.76,1.50,0.12,0.02,0.09,0.00,0.07,1.25,2.63,8.60,0.32,0.66,0.17,0.61,1.00,,0.12,7.50,0.67,6.17,0.00,1.74,0.18,0.27,0.03,,8.13,,,0.82,,0.02,0.01,0.00
baryon,tracer,0.05,0.02,9.20,0.88,1.40,0.02,0.35,0.12,10.00,0.22,0.55,0.02,0.25,8.00,1.47,0.61,2.73,0.00,0.22,1.76,1.00,0.01,0.00,0.02,1.00,0.08,0.20,0.45,9.50,5.40,0.05,0.02,0.06,0.61,,,2.80,1.36,4.08,0.00,1.08,0.02,0.12,0.01,,7.74,,,0.82,,0.00,0.41,0.00
louischatriot,nedb,0.61,0.13,6.60,0.26,0.53,0.24,3.57,0.06,7.00,1.64,0.87,0.05,2.22,4.00,1.99,3.05,1.82,0.00,0.00,2.94,3.50,0.37,0.01,0.04,0.00,0.05,0.16,0.42,8.60,1.67,0.61,0.13,0.37,0.96,,,4.20,0.75,5.82,0.00,0.60,0.01,0.10,,,6.94,,,0.82,,0.02,0.08,0.00
Timer,fork-ts-checker-webpack-plugin,0.00,0.00,,,,,0.00,0.00,5.00,0.00,0.04,0.00,0.09,0.00,,8.54,0.91,0.00,2.93,,10.00,0.00,0.06,0.03,3.00,0.08,0.15,0.23,,1.03,0.00,0.03,0.01,,,,,1.32,4.20,0.00,1.85,0.04,0.12,,,3.18,,,0.82,,0.06,0.00,0.00
nodegit,nodegit,0.25,0.09,5.00,0.44,0.45,0.30,4.01,0.80,9.00,0.59,0.31,0.31,2.40,9.00,1.25,1.34,1.82,10.00,0.47,3.24,1.00,0.67,0.00,0.04,1.00,0.11,0.89,2.05,8.10,0.79,0.25,0.09,0.12,1.25,0.08,0.44,5.00,0.09,6.43,0.00,0.90,0.93,0.22,0.21,,8.45,,0.14,1.10,0.09,0.01,0.19,0.57
pouchdb,pouchdb,0.74,0.19,8.40,0.46,0.32,0.48,2.99,4.16,9.00,0.39,0.34,0.50,1.92,7.00,0.29,0.24,10.00,10.00,0.00,2.35,1.00,0.23,0.01,0.03,1.00,0.15,2.28,0.90,8.70,0.00,0.74,0.19,0.41,1.15,0.42,0.54,6.20,0.46,6.78,0.04,1.12,0.58,0.18,0.16,,8.92,0.54,0.27,0.82,0.26,0.02,0.14,0.29
sindresorhus,unique-random-array,0.00,0.00,,,,,0.00,0.00,10.00,0.01,0.00,0.00,0.05,7.00,,1.59,1.82,0.00,0.00,,3.50,0.00,0.01,0.04,1.00,0.02,0.02,0.03,,0.48,0.00,0.00,0.01,,,,7.10,10.00,6.01,0.00,0.49,0.00,0.10,0.00,,5.76,,,0.82,,0.01,0.01,0.00
jupyterlab,jupyterlab,0.62,0.38,5.40,0.10,0.04,2.96,1.98,10.00,9.00,0.07,,4.25,0.00,9.00,1.25,1.59,9.09,10.00,0.17,1.47,0.00,4.36,0.00,0.05,2.00,0.25,3.14,4.26,8.50,1.11,0.62,0.38,0.46,2.46,4.43,3.35,8.70,0.56,3.60,3.01,3.13,2.61,2.29,0.45,,4.81,4.05,2.70,1.51,2.89,0.01,3.50,0.29
dthree,vorpal,0.26,0.04,5.10,0.57,0.58,0.23,1.54,0.92,8.00,0.84,0.22,0.11,1.29,8.00,2.94,4.15,8.18,0.00,0.00,2.35,2.50,0.25,0.00,0.02,0.00,0.05,0.18,0.45,8.30,0.79,0.26,0.04,0.10,0.96,,,4.20,0.07,3.65,0.00,2.28,0.02,0.13,,,5.35,,,0.82,,0.01,0.28,0.00
hapijs,inert,0.01,0.01,9.40,0.42,4.40,0.06,0.46,1.90,10.00,0.49,4.72,0.04,0.44,8.00,2.28,2.93,6.36,0.00,0.00,1.76,1.50,0.01,0.01,0.02,1.00,0.06,0.13,0.27,9.50,0.24,0.01,0.01,0.04,0.69,,,7.50,0.67,6.17,0.00,1.32,0.01,0.27,0.01,,5.95,,,0.82,,0.01,0.01,0.00
EvanOxfeld,node-unzip,0.03,0.04,2.80,0.54,2.23,0.04,1.44,0.00,6.00,5.98,1.18,0.03,0.88,1.00,2.57,2.44,0.91,0.00,0.04,5.88,5.00,0.15,0.00,0.00,0.00,0.09,0.02,0.06,7.20,0.48,0.03,0.04,0.02,0.75,,,4.20,0.34,7.25,0.00,0.61,0.00,0.10,,,7.44,,,0.82,,0.00,0.01,0.00
cloudhead,node-static,0.10,0.03,6.80,2.44,1.84,0.04,0.86,0.20,10.00,4.27,2.60,0.05,1.85,5.00,2.13,2.68,0.91,0.00,0.30,2.94,3.00,0.07,0.02,0.05,0.00,0.13,0.27,0.58,7.80,1.59,0.10,0.03,0.08,0.96,,,4.20,0.83,7.07,0.00,1.67,0.01,0.12,,,8.83,,,0.82,,0.02,0.17,0.00
danwrong,restler,0.09,0.05,4.70,1.34,2.11,0.06,1.00,0.02,8.00,3.42,1.28,0.06,2.36,6.00,1.25,2.32,4.55,0.00,0.00,2.65,4.50,0.19,0.00,0.02,0.00,0.08,0.27,0.57,6.10,1.03,0.09,0.05,0.08,0.45,,,4.20,0.28,10.00,0.00,2.56,0.01,0.00,,,9.29,,,0.82,,0.00,0.01,0.00
alibaba,BizCharts,0.28,0.09,4.20,0.28,0.55,0.56,1.87,0.22,10.00,0.19,0.08,0.21,0.51,8.00,0.29,0.98,0.91,0.00,0.00,1.47,0.50,0.63,0.00,0.03,3.00,0.05,0.41,0.53,6.00,0.95,0.28,0.09,0.21,0.37,,,3.70,3.77,3.78,0.00,0.57,0.20,0.20,0.05,,3.83,,,0.82,,0.01,0.80,0.00
metalsmith,metalsmith,0.36,0.08,9.00,2.25,0.62,0.13,1.71,2.06,10.00,1.76,0.04,0.11,1.66,6.00,3.31,4.39,0.91,7.00,0.00,2.65,2.50,0.05,0.00,0.07,3.00,0.10,0.29,0.68,9.10,1.35,0.36,0.08,0.15,1.20,,0.14,8.70,0.29,4.58,0.00,0.65,0.05,0.33,0.02,,6.41,,,0.82,,0.01,0.21,3.14
zilverline,react-tap-event-plugin,0.05,0.01,6.00,0.51,0.49,0.09,1.38,0.00,9.00,0.91,0.28,0.02,0.67,5.00,2.72,3.17,1.82,0.00,0.00,5.59,6.00,0.08,0.01,0.04,2.00,0.11,0.07,0.11,7.80,0.56,0.05,5.72,0.05,0.89,,,,0.82,6.22,0.00,0.77,0.00,0.10,0.00,,6.03,,,0.82,,0.01,0.00,0.00
slushjs,gulp-install,0.00,0.01,7.10,1.00,0.87,0.04,0.26,0.02,8.00,1.64,0.57,0.02,0.37,6.00,1.47,1.59,1.82,0.00,0.00,2.94,3.00,0.03,0.01,0.07,0.00,0.07,0.07,0.18,7.70,1.51,0.00,0.01,0.01,0.91,,,3.70,0.05,7.37,0.00,1.06,0.00,0.10,0.00,,6.32,,,0.82,,0.01,0.03,0.00
sindresorhus,gulp-template,0.01,0.01,8.70,0.04,0.42,0.02,0.26,0.04,10.00,0.07,0.01,0.02,0.21,3.00,1.91,1.83,1.82,0.00,0.00,3.53,2.50,0.01,0.00,0.04,0.00,0.03,0.04,0.05,9.00,1.03,0.01,0.01,0.02,0.61,,,7.10,10.00,6.01,0.00,0.67,0.00,0.10,0.00,,6.51,,,0.82,,0.00,0.00,0.00
shockie,node-iniparser,0.00,0.00,1.40,0.01,1.79,0.00,0.04,0.00,6.00,10.00,1.49,0.01,0.16,4.00,1.47,1.10,1.82,0.00,0.00,2.65,2.00,0.02,0.00,0.01,0.00,0.05,0.02,0.06,7.10,0.24,0.00,0.00,0.01,0.74,,,2.80,0.11,4.83,0.00,0.64,0.00,,,,8.72,,,0.82,,0.00,0.00,0.00
redis,hiredis-node,0.01,0.01,8.90,0.40,0.51,0.05,0.75,0.08,9.00,0.42,0.16,0.05,0.85,6.00,2.57,3.17,3.64,0.00,0.00,3.24,4.00,0.03,0.00,0.00,0.00,0.12,0.15,0.34,9.20,0.56,0.01,0.01,0.03,2.78,,,3.70,0.28,5.61,0.00,1.23,0.01,0.05,0.00,,8.61,,,0.82,,0.00,0.00,0.00
alibaba-fusion,next,0.21,0.07,7.70,0.52,0.55,1.38,0.70,7.36,9.00,0.17,0.03,0.91,0.85,8.00,0.22,0.37,5.45,10.00,3.02,0.59,0.50,0.89,0.00,0.00,2.00,0.10,0.72,0.63,8.30,1.03,0.21,0.07,0.11,0.30,1.84,4.93,3.70,0.25,3.73,0.23,1.12,0.80,0.66,0.85,,3.41,3.24,1.35,0.55,1.14,0.00,6.21,0.00
iview,iview,1.09,0.53,4.00,0.29,0.66,0.58,1.74,2.92,8.00,0.35,0.34,0.63,2.68,5.00,0.07,0.37,3.64,0.00,6.16,1.47,1.00,2.20,0.01,0.03,2.00,0.07,0.93,1.50,4.70,0.87,1.09,0.53,1.11,0.37,0.00,,5.00,0.15,4.85,0.00,1.72,0.29,0.47,0.20,,4.71,,0.00,0.96,0.00,0.03,3.96,0.00
phosphorjs,phosphor,0.05,0.02,7.50,0.43,0.37,0.21,0.50,1.18,9.00,0.32,0.16,0.28,0.69,8.00,2.50,2.80,7.27,0.00,5.04,0.88,0.50,0.13,0.00,0.00,0.00,0.05,0.12,0.27,7.30,0.08,0.05,0.02,0.08,0.96,,,3.70,0.03,6.48,0.00,0.52,0.43,0.20,,,5.66,,,0.82,,0.00,1.97,0.86
ipfs,js-ipfs,0.34,0.16,10.00,1.36,0.62,0.71,2.84,9.52,10.00,0.34,0.27,1.02,1.13,5.00,1.03,0.37,1.82,0.00,0.00,2.35,0.50,0.00,0.00,0.00,3.00,0.18,1.50,0.89,9.70,0.79,0.34,0.16,0.33,2.14,,,7.50,1.97,3.76,0.01,0.85,1.32,1.31,2.37,,6.20,,,0.82,,0.00,1.18,0.57
johnagan,clean-webpack-plugin,0.09,0.02,7.80,0.52,0.50,0.08,1.97,0.02,10.00,0.94,0.01,0.05,1.18,7.00,3.16,4.15,9.09,0.00,0.00,5.59,4.00,0.06,0.21,0.82,1.00,0.08,0.14,0.26,9.10,0.48,0.09,0.02,0.03,0.88,,,4.20,0.29,5.73,0.00,1.11,0.01,0.10,0.01,,5.61,,,0.82,,0.21,0.27,0.00
atomist,automation-client,0.00,0.00,10.00,0.50,0.41,0.51,0.19,5.10,10.00,0.02,0.03,0.48,0.39,9.00,0.88,1.10,0.91,0.00,1.77,0.29,0.00,0.00,0.00,0.01,1.00,0.11,0.12,0.21,6.70,0.32,0.00,0.00,0.01,1.06,,,7.50,0.63,3.93,0.00,1.04,0.26,0.68,0.35,,3.93,,,0.82,,0.00,1.23,1.14
sindresorhus,query-string,0.30,0.06,9.00,0.15,0.18,0.10,1.74,0.56,10.00,0.24,0.07,0.08,2.42,5.00,1.99,3.41,3.64,10.00,0.00,3.24,3.50,0.04,2.44,0.28,1.00,0.06,0.43,0.13,9.50,1.35,0.30,0.06,0.05,0.59,0.02,0.14,8.50,10.00,6.01,0.00,4.56,0.01,0.10,0.11,,6.57,,0.00,0.96,0.09,2.44,0.00,0.00
