owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull
sindresorhus,log-symbols,0.03,0.00,2.40,3.99,1.32,,,,0.00,0.00,,0.10,8.50,0.00,0.48,10.00,6.01,0.00,0.00,0.00,0.81,0.00,6.12,0.01,,0.04,0.00,0.00,,10.00,6.32
rvagg,bl,0.02,0.01,1.98,3.98,1.32,0.69,,,0.04,0.18,0.55,0.17,4.20,0.00,1.43,1.76,5.25,0.00,0.00,0.00,2.57,0.01,6.85,0.07,,0.09,0.04,0.03,,10.00,6.32
expressjs,serve-static,0.06,0.03,7.72,3.98,1.36,,0.00,0.01,,,,0.33,5.00,0.00,0.71,0.39,7.02,0.01,0.00,0.00,0.44,0.00,6.36,0.14,0.02,,0.00,,3.30,,6.32
component,escape-html,0.02,0.01,7.91,3.98,1.32,,,,,,,0.08,3.70,0.00,0.56,2.51,8.14,0.04,0.00,0.00,0.74,0.00,7.42,,,,,,,,6.32
indutny,node-ip,0.07,0.03,0.00,3.98,1.32,,,0.35,,,,0.10,2.80,0.00,0.48,3.50,6.15,0.07,0.04,0.00,2.43,0.00,7.42,,0.02,,0.00,,0.00,,6.32
jshttp,content-type,0.01,0.00,7.23,3.98,1.32,,,,,,,0.30,3.70,0.00,0.63,0.25,7.37,0.01,0.00,0.00,0.29,0.00,5.73,0.01,,,,,,,6.32
npm,nopt,0.02,0.01,3.76,3.93,1.28,0.56,,,0.10,0.31,0.34,0.43,8.70,2.86,0.95,3.11,5.29,0.00,0.00,0.02,0.88,0.01,8.37,0.01,,0.04,0.11,0.02,,8.89,6.32
expressjs,express,2.89,1.68,7.82,3.84,1.39,0.97,0.36,0.55,0.12,1.13,1.36,0.65,8.70,0.00,0.87,0.39,7.02,0.03,0.00,0.01,1.10,0.21,9.58,0.35,0.36,0.13,0.16,0.01,6.50,7.78,6.32
jshttp,methods,0.01,0.00,7.12,3.84,1.32,,,,,,,0.32,3.70,0.00,0.40,0.25,7.37,0.04,0.00,0.00,0.81,0.00,7.07,,,,,,,,6.32
jaredhanson,utils-merge,0.00,0.00,7.69,3.84,1.32,,,,,,,0.08,5.70,0.57,0.32,3.78,7.08,0.02,0.00,0.00,0.07,0.00,6.80,,,,,,,,6.32
sindresorhus,normalize-url,0.04,0.02,5.05,3.84,1.36,,0.19,0.21,0.00,0.00,,0.13,8.50,0.00,0.48,10.00,6.01,0.01,0.00,0.00,5.29,0.00,5.77,0.05,0.02,0.04,0.00,0.00,6.70,4.44,6.32
jshttp,fresh,0.01,0.00,7.78,3.84,1.32,,,,,,,0.33,3.70,0.00,0.71,0.25,7.37,0.01,0.00,0.00,0.96,0.01,7.55,,,,,,,,6.32
pvorb,node-clone,0.04,0.02,2.99,3.84,1.32,,,,,,,0.05,5.70,0.00,1.75,0.98,7.83,0.00,0.00,0.00,2.35,0.00,8.08,,0.00,,,,0.00,,6.32
SBoudrias,Inquirer.js,0.87,0.16,2.68,3.99,1.39,0.56,0.47,0.06,0.22,0.43,0.03,0.20,7.10,2.29,1.83,0.58,6.02,0.57,0.00,0.04,0.29,0.10,6.91,0.33,0.32,0.65,0.23,0.25,7.90,8.89,6.84
jshttp,etag,0.01,0.00,7.86,3.99,1.32,,,,,,,0.30,3.70,0.00,0.56,0.25,7.37,0.04,0.00,0.00,0.15,0.00,6.06,0.03,,,,,,,6.84
dominictarr,through,0.03,0.01,3.67,3.99,1.32,,,,,,,0.08,4.20,0.00,0.24,8.12,7.41,0.00,0.00,0.00,0.96,0.00,7.50,,,,,,,,6.84
pillarjs,parseurl,0.01,0.00,7.80,3.99,1.32,,,,,,,0.30,3.70,0.00,0.56,0.21,7.16,0.01,0.00,0.00,0.37,0.00,6.35,,,,,,,,6.84
Raynos,xtend,0.01,0.01,5.84,3.99,1.32,,,,,,,0.08,4.20,0.00,0.40,5.88,7.30,0.00,0.00,0.00,1.32,0.00,7.58,,,,,,,,6.84
petkaantonov,bluebird,0.93,0.30,5.36,3.99,1.32,,8.13,0.01,,,,0.32,5.70,0.57,0.40,0.55,6.90,2.08,2.07,0.00,0.44,0.25,6.69,0.29,0.01,,,,5.00,,6.84
jshttp,type-is,0.01,0.00,7.21,3.99,1.36,,,,,,,0.32,3.70,0.00,0.87,0.25,7.37,0.01,0.00,0.00,1.10,0.00,6.48,0.06,0.00,,0.00,,0.00,,6.84
jestjs,jest,1.98,0.81,3.67,3.96,0.00,0.56,1.95,0.81,1.29,0.38,0.00,0.65,8.70,6.57,1.67,0.01,4.20,0.01,0.00,0.75,1.76,2.37,6.52,0.48,2.08,2.70,1.38,0.54,8.00,8.89,8.42
webpack,webpack,2.91,1.11,5.57,3.51,2.89,1.11,3.63,2.64,1.01,1.18,0.00,1.01,10.00,2.57,0.79,0.44,6.89,1.70,0.09,0.06,0.81,0.34,7.72,0.99,1.42,1.17,1.13,0.43,9.00,8.89,8.42
sindresorhus,arrify,0.01,0.00,2.62,3.51,1.32,,,,,,,0.10,8.50,0.00,0.24,10.00,6.01,0.01,0.00,0.00,0.81,0.01,5.70,0.00,,,,,,,8.42
fb55,htmlparser2,0.19,0.05,4.46,3.51,1.50,0.56,1.54,1.19,0.85,0.07,0.39,0.12,5.70,0.00,0.87,0.39,6.85,0.61,0.00,0.07,0.37,0.05,8.09,0.04,0.08,0.13,0.83,0.36,9.00,10.00,7.89
justmoon,node-extend,0.02,0.01,0.00,3.51,1.32,,0.01,0.03,,,,0.08,5.70,0.00,0.48,1.41,7.24,0.01,0.00,0.00,0.74,0.01,7.67,,0.01,0.00,,0.00,5.00,,7.89
typescript-eslint,typescript-eslint,0.65,0.33,3.76,5.87,1.39,2.50,1.10,0.24,2.74,0.52,0.00,1.05,10.00,2.29,0.24,0.05,2.08,3.19,0.47,4.17,0.74,1.66,3.02,0.66,2.56,3.70,2.75,1.17,7.80,10.00,10.00
jonschlinkert,word-wrap,0.01,0.01,4.03,5.86,1.28,,0.12,0.01,0.01,0.12,0.08,0.07,4.20,0.00,1.19,7.69,6.47,0.01,0.00,0.00,1.10,0.00,6.31,0.00,0.02,0.04,0.02,0.02,10.00,5.56,10.00
primus,eventemitter3,0.15,0.03,5.42,5.86,1.32,,0.90,0.54,0.00,0.15,,0.10,3.70,0.00,0.56,0.22,7.20,0.01,0.00,0.00,1.47,0.01,6.66,0.06,0.04,0.00,0.00,0.01,8.00,4.44,10.00
isaacs,node-tar,0.04,0.02,0.00,5.86,1.36,,0.29,0.01,0.00,0.00,,0.42,5.70,0.00,1.90,4.19,7.22,0.01,0.00,0.01,0.15,0.04,8.38,0.00,0.05,0.00,0.00,0.01,2.90,10.00,10.00
oozcitak,xmlbuilder-js,0.04,0.01,1.27,5.86,1.32,,,,,,,0.08,4.20,0.00,0.48,0.25,5.29,0.44,0.47,0.00,0.29,0.02,8.65,0.03,,,,,,,10.00
nodeca,pako,0.24,0.10,3.58,5.86,1.32,,0.15,0.11,,,,0.07,5.00,0.00,0.00,0.43,6.80,0.08,0.00,0.00,0.37,0.01,6.43,,0.04,,,,4.00,,10.00
npm,npmlog,0.02,0.01,2.73,5.83,1.28,0.56,,,0.10,0.31,0.34,0.37,8.70,2.86,2.38,3.11,5.29,0.00,0.00,0.01,1.25,0.01,7.56,0.01,,0.04,0.11,0.02,,8.89,10.00
zertosh,loose-envify,0.01,0.00,6.14,5.83,1.32,,,,,,,0.10,4.20,0.00,0.32,0.62,5.46,0.01,0.00,0.00,0.07,0.00,5.33,,,,,,,,10.00
isaacs,json-stringify-safe,0.02,0.01,3.56,5.83,1.32,,,,,,,0.10,4.20,0.00,0.24,4.19,7.22,0.01,0.00,0.00,0.44,0.00,7.07,,,,,,,,10.00
facebook,prop-types,0.20,0.05,4.83,5.83,1.32,,0.01,0.35,0.00,0.06,,0.27,7.50,2.00,1.27,1.22,4.61,1.89,0.65,0.00,3.01,0.01,4.23,,0.03,0.00,0.01,0.00,7.50,2.22,10.00
crypto-browserify,randombytes,0.00,0.01,5.63,5.83,1.32,,,,,,,0.10,5.00,0.00,0.00,,,0.00,0.00,0.00,1.10,0.00,5.76,,0.00,0.00,,0.00,0.00,,10.00
maxogden,concat-stream,0.03,0.01,3.77,5.83,1.32,,,,,,,0.08,4.20,0.00,0.63,,,0.00,0.00,0.00,1.25,0.00,7.45,,,,,,,,10.00
terkelg,prompts,0.39,0.04,3.57,5.83,1.28,0.56,6.48,0.19,0.01,0.10,,0.18,5.70,0.00,2.70,0.44,4.30,0.03,0.13,0.00,1.84,0.01,3.63,0.05,0.05,0.09,0.02,0.00,1.40,5.56,10.00
sindresorhus,component-emitter,0.03,0.02,4.30,5.83,1.32,,0.53,0.00,,,,0.08,8.50,0.00,1.51,10.00,6.01,0.00,0.00,0.00,2.06,0.01,7.62,0.00,0.00,0.04,,0.02,10.00,,10.00
jsdom,jsdom,0.90,0.21,3.64,5.81,1.39,0.42,0.37,0.29,0.16,0.78,0.13,0.42,6.20,0.00,2.30,0.15,6.02,0.07,0.04,0.01,0.88,0.90,9.19,0.11,0.48,0.17,0.21,0.06,4.20,6.67,10.00
mcavage,node-assert-plus,0.01,0.00,3.44,5.81,1.32,,,,,,,0.08,5.00,0.29,0.32,0.40,8.23,0.00,0.00,0.00,1.10,0.01,7.52,,0.00,,,,0.00,,10.00
Marak,colors.js,0.23,0.06,0.00,5.81,1.32,,0.00,,,,,0.17,4.20,0.00,1.35,0.89,6.73,0.20,0.65,0.00,1.76,0.01,8.92,,0.02,,,,3.30,,10.00
tj,co,0.54,0.11,4.48,5.81,1.32,,,,,,,0.13,4.20,0.00,1.27,2.68,7.21,0.01,0.00,0.00,1.84,0.02,6.87,,0.00,,,,0.00,,10.00
facebook,react,10.00,5.72,6.21,10.00,6.23,2.50,1.09,0.39,2.51,0.44,0.03,1.11,10.00,2.29,0.71,1.22,4.61,10.00,7.76,0.49,1.99,2.67,6.89,0.24,2.99,1.70,2.92,0.72,5.50,7.78,10.00
moment,moment,2.18,0.90,1.49,9.95,1.28,0.56,4.15,3.05,0.04,2.40,0.29,0.65,6.20,0.00,0.32,0.05,7.33,0.29,0.13,0.00,2.13,0.51,8.43,,0.30,0.04,0.08,0.08,8.40,5.56,10.00
dchest,tweetnacl-js,0.08,0.04,0.00,9.95,1.32,,0.01,0.01,,,,0.18,5.70,0.00,1.03,1.83,6.92,0.20,0.82,0.00,0.15,0.00,6.47,0.06,0.02,0.00,,0.00,10.00,,10.00
webpack-contrib,css-loader,0.19,0.08,4.77,9.94,1.32,0.56,3.03,4.67,0.11,0.74,0.15,0.68,6.20,0.00,1.67,0.78,6.35,2.58,0.04,0.01,0.44,0.06,7.67,0.19,0.10,0.39,0.12,0.05,7.50,8.89,10.00
inspect-js,node-deep-equal,0.03,0.02,4.12,9.94,1.36,,0.00,0.01,,,0.00,0.00,7.50,0.00,0.48,0.68,3.69,0.01,0.00,0.00,0.96,0.00,7.77,,0.03,0.00,0.00,0.06,7.50,,10.00
sindresorhus,file-type,0.16,0.04,0.63,9.92,1.28,,0.67,0.17,0.02,1.69,0.19,0.20,10.00,0.29,1.27,10.00,6.01,0.00,0.00,0.00,1.10,0.02,6.26,0.18,0.13,0.26,0.02,0.02,7.50,10.00,10.00
defunctzombie,node-url,0.02,0.01,0.00,9.92,1.32,,0.62,0.02,,,,0.08,4.20,0.00,0.40,2.77,7.12,0.02,0.00,0.00,0.59,0.00,6.40,,0.03,0.00,,0.01,7.50,,10.00
joyent,node-verror,0.05,0.01,3.43,9.92,1.32,,,,,,,0.08,5.00,0.29,1.51,0.49,4.16,0.00,0.00,0.00,0.44,0.00,7.65,,,,,,,,10.00
import-js,eslint-plugin-import,0.24,0.20,4.06,9.76,1.32,0.69,0.64,0.41,0.11,0.12,0.12,0.48,7.50,3.14,2.38,0.02,4.50,0.35,0.00,0.07,1.76,0.16,5.65,0.13,0.90,0.48,0.17,0.12,5.20,6.67,10.00
nodejs,,0.15,0.06,3.64,9.75,1.32,,,0.00,0.00,0.00,0.00,0.10,7.50,0.00,2.38,1.87,5.18,0.02,0.00,0.00,1.91,0.08,6.79,,0.04,0.04,0.02,0.00,0.00,1.11,10.00
shtylman,node-process,0.01,0.01,0.00,9.75,1.32,,,,,,,0.08,4.20,0.00,0.24,,,0.01,0.00,0.00,2.06,0.00,7.14,0.00,0.02,,,,0.00,,10.00
digitalbazaar,forge,0.22,0.10,0.00,9.75,1.21,,1.77,2.09,,,,0.05,6.20,0.00,4.21,5.28,4.20,0.08,0.00,0.00,0.74,0.16,8.85,,0.19,,0.01,,2.80,,10.00
sindresorhus,got,0.63,0.12,1.83,9.73,1.43,,1.20,0.96,0.03,0.49,0.05,0.30,10.00,0.00,0.79,10.00,6.01,0.02,0.00,0.00,2.65,0.10,6.32,0.33,0.22,0.13,0.03,0.01,4.30,10.00,10.00
postcss,autoprefixer,0.97,0.16,5.61,9.73,1.32,,0.03,0.01,0.01,0.36,0.18,0.10,5.00,0.00,2.62,0.49,6.08,0.12,0.00,0.00,0.88,0.13,7.03,0.47,0.03,0.13,0.01,0.03,8.00,10.00,10.00
webpack,webpack-dev-middleware,0.11,0.04,4.80,9.72,1.79,0.69,3.25,3.46,0.60,0.53,0.06,0.51,8.70,2.57,2.22,0.44,6.89,2.04,0.00,0.04,1.40,0.06,7.44,0.15,0.00,0.13,0.59,0.13,10.00,10.00,10.00
TypeStrong,ts-node,0.57,0.07,1.30,9.68,1.36,,1.22,1.30,0.03,0.86,0.46,0.28,7.50,4.00,10.00,0.29,5.54,3.32,1.16,0.03,0.37,0.05,5.42,0.34,0.36,0.09,0.04,0.01,3.50,6.67,10.00
sindresorhus,ora,0.40,0.04,1.82,9.68,1.32,,0.24,0.13,0.00,0.00,0.00,0.13,8.50,0.00,1.11,10.00,6.01,0.00,0.00,0.00,3.75,0.00,4.99,0.07,0.05,0.04,0.00,0.01,7.50,10.00,10.00
visionmedia,node-progress,0.13,0.04,0.00,9.68,1.32,,,,,,,,3.70,0.00,0.71,0.22,8.66,0.00,0.00,0.00,1.91,0.00,8.33,0.00,0.00,,,,0.00,,10.00
Gozala,querystring,0.01,0.01,3.32,9.68,1.32,,,,0.00,0.00,,0.00,4.20,0.00,0.32,4.80,6.18,0.00,0.00,0.00,0.66,0.01,8.34,,,0.00,0.00,0.00,,10.00,10.00
mishoo,UglifyJS,0.59,0.17,0.00,9.67,1.32,,2.87,6.80,0.06,0.01,0.00,0.12,7.10,0.86,2.38,0.40,7.36,0.00,0.00,1.22,0.88,0.06,7.40,0.66,0.06,,0.07,,1.10,8.89,10.00
mathiasbynens,he,0.15,0.03,4.60,9.67,1.32,,0.00,0.00,,,,0.08,4.20,0.00,1.11,5.30,5.40,0.01,0.00,0.00,0.37,0.00,6.83,,0.00,,,,10.00,,10.00
expressjs,compression,0.12,0.03,5.37,9.67,1.32,,,3.08,,,,0.35,5.00,0.00,0.71,0.39,7.02,0.02,0.00,0.00,1.18,0.00,6.48,0.07,0.00,,,,0.00,,10.00
dcodeIO,long.js,0.04,0.03,0.00,9.66,1.32,,,0.10,,,1.14,0.17,4.20,0.00,0.48,0.61,5.45,0.45,0.00,0.01,0.51,0.01,7.04,0.02,0.03,,0.01,,0.00,,10.00
webpack,memory-fs,0.04,0.01,2.79,9.66,1.32,,,,,,,0.12,3.70,0.00,0.16,0.44,6.89,0.25,1.68,0.00,1.91,0.01,6.14,0.00,,,0.00,,,,10.00
arcanis,jest-pnp-resolver,0.00,0.00,3.23,9.66,1.32,,,,,,,0.12,2.80,0.00,0.32,2.77,3.90,0.00,0.00,0.00,0.51,0.00,3.23,,,,,,,,10.00
unshiftio,url-parse,0.05,0.01,3.89,9.66,1.32,,,,,,,0.12,5.00,0.00,0.56,0.35,6.79,0.02,0.00,0.00,1.47,0.01,5.94,,,,,,,,10.00
sindresorhus,meow,0.16,0.02,1.68,9.60,1.39,,0.02,0.01,0.01,0.17,0.00,0.13,8.50,0.00,0.63,10.00,6.01,0.00,0.00,0.00,1.47,0.02,5.94,0.07,0.04,0.04,0.02,0.02,8.30,7.78,10.00
Leonidas-from-XIV,node-xml2js,0.22,0.07,0.00,9.60,1.32,,0.00,2.74,0.00,0.63,0.74,0.00,5.70,0.29,0.08,1.74,4.26,0.41,0.22,0.00,4.26,0.01,8.85,,0.06,0.00,0.01,0.01,3.80,2.22,10.00
babel,babel-loader,0.22,0.06,4.83,9.59,1.28,,0.94,0.72,0.03,0.33,0.50,0.27,7.50,0.57,1.19,0.55,5.42,1.32,0.26,0.00,2.43,0.02,5.95,0.11,0.10,0.09,0.05,0.01,7.50,5.56,10.00
iamkun,dayjs,2.07,0.28,0.77,9.52,1.43,1.11,0.48,1.35,0.13,1.02,0.66,0.27,7.10,1.14,0.79,0.08,2.82,3.83,3.10,0.00,1.84,0.17,3.54,0.28,1.23,0.70,0.24,0.06,2.10,5.56,10.00
date-fns,date-fns,1.52,0.22,0.90,9.45,1.43,1.11,0.58,0.58,0.16,1.44,1.32,0.85,6.20,4.29,0.16,0.11,3.28,1.18,0.60,0.05,0.88,1.85,5.95,0.29,1.07,0.61,0.28,0.30,4.30,5.56,10.00
request,request,1.17,0.40,3.41,9.44,1.32,,0.00,0.96,0.01,0.00,0.00,0.22,6.20,2.00,2.06,0.25,6.79,0.04,0.00,0.00,3.31,0.11,8.50,,0.13,,0.02,,0.50,5.56,10.00
Qix-,color,0.21,0.04,2.71,9.44,1.32,,,0.01,,,,0.12,5.70,0.00,0.71,3.95,4.43,0.01,0.00,0.00,2.72,0.01,8.21,0.04,0.01,,,,0.00,,10.00
sindresorhus,get-stdin,0.02,0.00,1.92,9.44,1.32,,0.01,,,,,0.08,8.50,0.00,0.63,10.00,6.01,0.01,0.00,0.00,1.18,0.01,6.39,0.01,0.00,0.00,,0.00,10.00,,10.00
puleos,object-hash,0.06,0.02,3.54,9.44,1.32,,0.19,0.22,,,,0.10,4.20,0.00,1.43,0.06,4.34,0.33,1.34,0.00,1.91,0.01,6.36,,0.00,,,,10.00,,10.00
svg,svgo,0.92,0.17,4.26,9.34,0.44,0.83,0.61,0.65,0.52,0.25,0.43,0.25,7.50,2.57,1.27,0.08,4.40,0.78,0.04,0.02,0.74,0.16,7.41,0.14,0.28,0.70,0.56,0.22,6.30,8.89,10.00
webpack-contrib,style-loader,0.07,0.06,4.10,9.34,1.39,0.83,4.23,1.56,0.03,1.45,0.02,0.66,6.20,0.00,1.35,0.78,6.35,2.60,0.04,0.00,1.03,0.06,7.67,0.10,0.03,0.09,0.04,0.01,10.00,8.89,10.00
mridgway,hoist-non-react-statics,0.08,0.01,2.07,9.34,1.32,,,,,,,0.12,4.20,0.00,0.48,0.44,7.40,3.01,2.03,0.00,2.87,0.01,5.51,0.01,,,,,,,10.00
ljharb,shell-quote,0.00,0.00,0.00,9.33,1.32,,0.00,0.01,0.00,0.00,0.00,0.13,7.10,0.00,1.03,2.22,4.12,0.01,0.00,0.00,1.25,0.01,0.45,,0.02,0.00,0.00,0.01,2.50,10.00,10.00
clean-css,clean-css,0.19,0.04,4.39,9.31,1.21,,0.39,0.31,0.02,0.39,0.48,0.13,6.20,0.57,3.33,0.02,5.67,0.12,0.00,0.00,0.29,0.07,8.43,,0.07,0.22,0.02,0.02,2.20,10.00,10.00
jsx-eslint,eslint-plugin-react,0.40,0.35,4.08,9.24,1.50,0.69,0.64,0.22,0.14,0.55,0.00,0.35,7.50,0.86,0.87,0.03,5.38,0.08,0.00,0.06,6.25,0.18,5.82,0.45,0.42,0.78,0.15,0.11,5.80,8.89,10.00
mdevils,html-entities,0.03,0.02,4.79,9.24,1.32,,,1.84,,,,0.10,4.20,0.00,0.24,0.27,5.78,0.44,0.13,0.00,0.44,0.01,7.08,0.03,0.01,,0.00,,0.00,,10.00
immutable-js,immutable-js,1.50,0.23,0.00,9.23,1.79,,0.02,0.04,0.14,0.22,0.02,0.32,5.00,0.00,1.90,0.00,7.21,2.09,0.56,0.01,0.51,0.15,6.13,0.18,0.05,0.13,0.13,0.05,3.80,10.00,10.00
webpack-contrib,postcss-loader,0.13,0.03,4.51,9.22,1.43,0.97,4.01,4.56,0.06,0.84,0.07,0.68,6.20,0.00,1.43,0.78,6.35,2.04,0.09,0.01,0.88,0.09,5.96,0.13,0.05,0.17,0.06,0.02,10.00,10.00,10.00
mcollina,split2,0.01,0.00,0.48,9.22,1.32,,0.01,0.01,,,,0.12,5.70,0.00,0.24,5.14,5.19,0.00,0.00,0.00,1.84,0.00,6.34,0.03,0.00,,,,10.00,,10.00
TypeStrong,fork-ts-checker-webpack-plugin,0.09,0.03,2.75,9.21,1.28,0.69,0.77,2.07,0.02,2.16,1.74,0.37,8.70,8.57,1.11,0.29,5.54,2.45,0.56,0.00,0.59,0.13,4.20,0.54,0.06,0.22,0.04,0.02,3.80,6.67,10.00
unclechu,node-deep-extend,0.01,0.01,0.01,9.21,1.32,,,,,,,0.12,4.20,0.00,0.00,1.20,4.91,0.01,0.00,0.00,1.03,0.00,8.11,,,,,,,,10.00
rollup,rollup,1.12,0.18,3.39,8.92,1.25,1.11,0.57,0.39,0.68,0.13,0.00,0.76,8.70,7.14,1.27,0.41,5.24,2.10,0.00,0.11,0.37,2.56,5.54,1.10,1.02,1.04,0.70,0.40,5.60,8.89,10.00
zertosh,invariant,0.05,0.01,3.11,8.92,1.32,,,,,,,0.10,4.20,0.00,0.40,0.62,5.46,0.01,0.00,0.00,0.66,0.00,5.98,,,,,,,,10.00
http-party,node-http-proxy,0.62,0.25,0.00,8.92,1.32,,0.17,0.13,0.00,0.00,0.36,0.20,5.00,2.00,1.03,0.03,9.13,0.52,1.72,0.00,2.21,0.07,8.84,0.00,0.12,,0.01,,1.30,2.22,10.00
lquixada,cross-fetch,0.07,0.01,0.62,8.92,1.32,,0.02,1.42,,,1.61,0.17,5.70,0.00,0.71,0.13,4.95,0.15,0.00,0.01,0.07,0.01,3.96,0.06,0.06,0.04,0.00,0.09,2.50,,10.00
sindresorhus,log-update,0.05,0.00,0.60,8.92,1.32,,,,,,,0.13,8.50,0.00,0.95,10.00,6.01,0.00,0.00,0.00,1.25,0.00,5.36,0.02,,0.00,,0.00,,,10.00
then,promise,0.12,0.04,4.05,8.92,1.32,,,,0.00,4.74,0.00,0.13,5.00,0.00,0.87,0.16,7.17,0.00,0.00,0.00,1.10,0.01,7.18,0.05,,,0.00,,,10.00,10.00
sindresorhus,del,0.06,0.01,3.35,8.91,1.32,,0.01,0.13,0.00,0.03,0.02,0.13,8.50,0.00,0.79,10.00,6.01,0.01,0.00,0.00,2.50,0.00,6.15,0.03,0.01,0.04,0.00,0.00,10.00,10.00,10.00
sindresorhus,boxen,0.07,0.01,1.61,8.91,1.32,,0.01,0.02,0.00,0.02,,0.10,8.50,0.00,0.56,10.00,6.01,0.01,0.00,0.00,1.47,0.02,5.12,0.05,0.01,0.09,0.00,0.00,5.00,10.00,10.00
maxogden,extract-zip,0.02,0.02,0.49,8.91,1.32,,,,,,,0.10,5.70,0.00,0.40,,,0.13,0.00,0.00,0.96,0.01,5.93,0.01,0.00,,,,0.00,,10.00
dominictarr,rc,0.05,0.01,2.44,8.91,1.32,,,,,,,0.08,4.20,0.00,0.71,8.12,7.41,0.00,0.00,0.00,1.91,0.00,7.44,,,,,,,,10.00
protobufjs,protobuf.js,0.44,0.18,0.00,8.89,1.43,1.11,1.38,1.04,0.02,0.47,0.41,0.48,3.70,0.00,0.95,0.01,8.20,0.53,0.26,0.00,0.51,0.07,7.05,0.10,0.28,0.13,0.12,0.01,2.10,1.11,10.00
kriskowal,q,0.68,0.15,4.36,8.88,1.32,,0.01,0.01,0.01,0.01,0.00,0.18,5.70,0.00,1.51,1.48,7.37,0.01,0.00,0.00,1.32,0.04,8.76,,0.01,,0.02,,10.00,7.78,10.00
chimurai,http-proxy-middleware,0.47,0.10,4.68,8.87,1.36,,0.02,1.50,0.05,0.76,0.35,0.23,7.10,1.71,2.78,0.13,2.69,0.91,0.17,0.01,0.22,0.02,5.65,0.14,0.13,0.04,0.07,0.02,1.20,7.78,10.00
jantimon,html-webpack-plugin,0.48,0.17,3.87,8.86,1.28,,2.49,2.44,0.01,1.81,1.29,0.25,5.70,0.00,0.79,1.82,4.28,2.14,0.00,0.00,0.96,0.15,6.07,0.00,0.16,0.22,0.02,0.01,4.80,7.78,10.00
reactjs,react-transition-group,0.46,0.08,1.01,8.86,1.32,,1.06,0.09,,,,0.17,5.00,0.00,0.32,0.63,4.10,7.62,4.74,0.00,1.99,0.03,4.49,0.06,0.08,,,,2.00,,10.00
auth0,node-jsonwebtoken,0.79,0.15,0.00,8.84,1.28,,0.69,0.72,0.02,0.51,2.67,0.17,7.50,0.00,1.35,3.99,5.96,0.05,0.00,0.00,1.91,0.02,6.82,,0.21,0.00,0.05,0.01,2.40,4.44,10.00
react-bootstrap,dom-helpers,0.02,0.01,1.03,8.84,1.32,,0.14,,,,,0.12,3.70,0.00,0.16,0.15,6.03,3.57,1.90,0.00,0.37,0.02,5.65,,0.00,,,,10.00,,10.00
mde,ejs,0.34,0.10,3.27,8.84,1.32,,0.01,0.89,,,,0.18,7.10,0.29,1.75,0.40,7.98,0.25,0.00,0.00,0.51,0.36,5.79,0.09,0.10,,0.00,,3.80,,10.00
TooTallNate,node-bindings,0.02,0.01,0.00,8.84,1.32,,,,,,,,4.20,0.00,0.08,3.55,6.47,0.00,0.00,0.00,1.32,0.00,7.80,0.00,0.00,,,,0.00,,10.00
hij1nx,EventEmitter2,0.13,0.03,0.29,8.84,1.32,,,0.00,,,,0.10,5.00,1.43,3.25,,,0.01,0.00,0.00,1.18,0.01,8.26,0.04,0.02,,0.00,,0.00,,10.00
sindresorhus,pretty-bytes,0.05,0.01,3.65,8.83,1.32,,,,0.00,0.14,0.22,0.10,8.50,0.00,0.48,10.00,6.01,0.01,0.00,0.00,1.62,0.00,6.40,0.02,0.00,0.04,0.00,0.00,0.00,10.00,10.00
webpack-contrib,sass-loader,0.18,0.05,4.20,8.83,1.25,0.69,1.38,1.65,0.10,0.94,0.38,0.71,6.20,0.00,1.51,0.78,6.35,2.16,0.09,0.01,0.44,0.08,6.40,0.21,0.08,0.22,0.10,0.03,8.00,10.00,10.00
AriaMinaei,pretty-error,0.07,0.01,3.76,8.83,1.32,,,,,,,0.13,4.20,0.00,0.87,0.71,5.83,0.04,0.13,0.00,0.44,0.01,6.60,,,,,,,,10.00
handlebars-lang,handlebars.js,0.80,0.26,1.35,8.80,1.25,,0.12,0.51,0.11,0.06,1.56,0.30,7.50,2.57,0.08,0.06,4.91,1.28,1.59,0.00,1.54,0.11,8.83,0.00,0.13,0.26,0.16,0.03,7.10,6.67,10.00
browserify,commonjs-assert,0.01,0.01,0.00,8.80,1.32,,,0.00,0.00,0.01,,0.10,5.00,0.00,0.56,0.67,6.86,0.02,0.00,0.00,0.59,0.01,6.55,0.00,0.00,0.04,0.00,0.02,0.00,10.00,10.00
JedWatson,classnames,0.79,0.07,1.18,8.75,0.99,0.56,1.89,1.56,0.21,0.30,0.45,0.10,5.70,0.29,0.71,0.90,6.19,0.10,0.00,0.00,2.35,0.02,5.90,,0.07,0.17,0.21,0.08,8.20,10.00,10.00
